,tic_id,RA,Dec,Tmag,Period,Epoc,Transit_Depth,Duration,Sectors,Camera,CCD,star_rad,star_mass,teff,logg,SN,Qingress
31354,1883149067,308.239392473,45.8930168037,10.9865,2.019461,1683.871383,0.00806,0.18744637002,15,2,3,9.71324,,5130.0,,31.26374,0.38112
31363,1883175327,308.367678964,45.8480725259,13.4144,0.072933,1683.431208,0.01459,0.0005156363099999999,15,2,3,0.615774,0.792,4863.0,4.75795,9.01346,0.25241
31368,1883189422,308.292882742,45.7989043573,12.3543,0.431267,1683.729713,0.01655,0.12828899449,15,2,3,1.87417,1.51,6917.0,4.07143,64.48527,-0.35714
31377,1883205675,308.348637517,45.7125731962,10.7909,13.345286,1683.565125,1.81259,0.27771540165999997,15,2,3,9.85575,,5426.0,,69.22353,0.07085
31382,1883220927,308.368349124,45.6946619989,12.928,0.817378,1683.579988,0.00436,0.13216184882,15,2,3,1.23298,1.39,6619.0,4.39917,16.33437,0.15026
31390,1883243915,308.350225803,45.6458004277,12.6246,0.448628,1683.589703,0.14856,0.1022198898,15,2,3,11.4484,,4270.0,,79.94212,0.47164
31397,1883267882,308.502028773,45.6929072443,12.9574,0.147239,1683.541025,0.00633,0.053926283750000005,15,2,3,,,,,33.82632,-0.72151
31401,1883289051,308.52628794,45.723042431,12.4931,5.337982,1683.910031,0.28071,0.32924672976,15,2,3,,,,,32.19444,0.41177
31403,1883318287,308.548281956,45.7364810009,10.6261,0.292378,1683.455283,0.00738,0.04415492556,15,2,3,,,12492.0,,14.03804,0.1923
31413,1883355248,308.521340068,45.8229787005,12.8495,1.52085,1684.748281,0.01267,0.21568694700000002,15,2,3,1.48063,1.33,6502.0,4.22103,20.20777,0.11011
31425,1883387995,308.398324972,45.9386198624,11.3554,0.3396,1711.60552,0.00489,0.070952628,15,2,3,212.723,,3855.0,,21.66208,-0.16814
31426,1883387999,308.474308763,45.9418588629,10.7364,0.3396,1711.605119,0.01161,0.067481916,15,2,3,9.84948,,5284.0,,21.68109,-0.11268
31437,1883413829,308.538010605,46.0192230535,11.3899,2.406961,1685.674515,0.01198,0.07049988769,15,2,3,1.22115,,5987.0,,16.22386,0.19092
31438,1883413830,308.497321638,46.0194267055,10.4682,2.406267,1685.678318,0.0066,0.06918017625,15,2,3,10.7423,,4626.0,,17.63313,0.16138
31452,1883448318,308.487804526,46.1057282498,11.2063,0.384739,1683.653074,0.02468,0.09803919198,15,2,3,71.3126,,4560.0,,36.32345,-0.35108
31455,1883449575,308.530312221,46.1256032227,12.0635,0.3271,1683.691373,0.00293,0.048453323000000006,15,2,3,10.8813,,4445.0,,17.0429,-0.00446
31456,1883449577,308.431936,46.135265,11.614,0.3271,1683.69453,0.00237,0.072220409,15,2,3,,,,,27.93064,0.42395
31467,188365708,308.596054631,46.1116801939,10.9585,0.998628,1712.384309,0.01158,0.23171165483999998,15,2,3,1.36586,1.185,6188.0,4.24098,18.02444,0.28703
31475,188365981,308.695379916,46.0378026396,10.3041,0.346544,1711.428214,0.00834,0.07103805456000001,15,2,3,,,,,10.59777,0.17039
31534,188368118,304.960721808,44.1954449223,11.4765,1.356267,1712.584439,0.00561,0.12837067154999998,15,2,3,1.61931,,6811.0,,9.43678,0.18802
31554,188368725,304.902664409,44.3018229676,13.4815,0.357655,1711.55322,0.07942,0.06885931715,15,2,3,0.821088,0.827,4993.0,4.52679,20.23306,-0.09524
31555,188368778,304.939902302,44.3235167866,9.2977,2.714389,1713.935631,0.1262,0.14288543696,15,2,3,12.1292,,4787.0,,57.95334,0.37328
31556,188368783,304.897575037,44.3399083142,13.1994,2.714389,1713.935023,0.02281,0.13308649267,15,2,3,26.5493,,4172.0,,27.42844,0.22069
31557,188368824,304.940171397,44.3446563347,13.2071,2.714389,1713.936452,0.38135,0.13916672403000002,15,2,3,,,,,81.25362,0.41484
31558,188368832,304.852198518,44.3574334641,11.5219,2.714389,1713.936476,0.12787,0.14084964521,15,2,3,53.807,,4047.0,,75.46476,0.40697
31559,188368908,304.850941,44.358978,13.383,0.306267,1711.432908,0.00745,0.04032923856,15,2,3,,,,,10.55788,-0.04947
31561,188368971,304.856217428,44.3905168008,11.0821,0.306267,1711.42951,0.01069,0.08049003027,15,2,3,47.2434,,3941.0,,28.35619,0.34375
31614,188551399,304.917852691,44.8996540179,12.5608,2.713105,1713.940116,0.00567,0.11723326705,15,2,3,1.25456,1.18,6183.0,4.31296,9.18555,-0.02334
31634,188551999,304.928740792,45.0764154875,11.5834,6.345827,1713.930159,0.00664,0.23492251554,15,2,3,,,,,10.27133,0.18199
31653,188604791,304.831220317,45.3650120965,13.3136,0.977794,1712.190739,0.00612,0.01590870838,15,2,3,1.67242,1.08,5935.0,4.0248,9.5946,0.21676
31674,188605571,304.841836252,45.5357207913,12.7067,0.176405,1711.577413,0.00504,0.08605212305000001,15,2,3,,,3299.0,,31.55201,-1.33
31684,188606166,304.923056364,45.667235131,12.4383,0.972239,1711.995099,0.00314,0.14598168585,15,2,3,9.9125,,4929.0,,11.69954,-0.00173
31717,193073098,304.888061983,45.8918214672,10.9559,13.095761,1694.819629,0.01435,0.29661898664999997,15,2,3,11.1059,,5226.0,,15.74685,0.18235
31727,193073354,304.916592043,45.95357649,13.4852,0.856267,1683.981906,0.00259,0.13999109183,15,2,3,1.75469,0.96,5499.0,3.93194,37.26413,0.43583
31735,193073480,304.938860017,46.0173165684,12.2933,0.856267,1683.982455,0.03008,0.17032863164,15,2,3,3.98114,2.08,8413.0,3.55612,49.20054,0.43395
31754,193074133,304.900348795,46.1511934574,11.9496,1.359739,1684.060428,0.00163,0.14606316338,15,2,3,,,3107.0,,18.84457,0.1767
31789,193075129,304.82579353,46.401917578,12.6756,0.197933,1683.554309,0.00191,0.01610976687,15,2,3,4.90964,1.92,7972.0,3.33927,12.14509,0.1759
31796,193075379,304.837255161,46.4960126715,13.464,0.411822,1683.527272,0.00479,0.06694578432,15,2,3,1.31373,1.33,6500.0,4.32491,16.07672,-0.00807
31806,193075668,304.807652204,46.5408545489,11.8093,1.612517,1684.247239,0.01659,0.13777345248,15,2,3,1.51628,1.47,6825.0,4.24383,60.43133,0.44186
31808,193075710,304.905217025,46.54202856,13.4535,1.612517,1684.252435,0.00502,0.12092264983,15,2,3,6.15702,,5414.0,,19.18274,0.22808
31840,193076887,304.818959561,46.8387918221,12.9568,2.391683,1684.525756,0.00293,0.12116266077999999,15,2,3,15.5107,,4838.0,,10.66953,0.22336
31845,193077024,304.942418697,46.9047750102,12.1864,1.197933,1684.528165,0.00531,0.11769691724999999,15,2,3,2.11692,1.37,6581.0,3.92338,9.76116,0.16064
31846,193077039,304.943348955,46.9084292077,11.0733,1.197933,1684.522346,0.0027,0.14224256442,15,2,3,1.39716,1.397,6644.0,4.29277,17.65573,0.23655
31848,193077044,304.918504648,46.934500041,12.7695,1.197933,1684.521916,0.00451,0.14492593434,15,2,3,45.5585,,4375.0,,19.68706,0.28561
31849,193077112,304.938251001,46.9386151369,12.3737,0.636128,1683.9993,0.00237,0.08739762592000001,15,2,3,10.7793,,5032.0,,17.15594,0.08104
31861,193077333,304.81316487,47.0483526332,12.5283,0.582655,1683.601425,0.0014,0.06773947030000001,15,2,3,46.3948,,3999.0,,14.22666,0.05633
31863,193077396,304.856559673,47.0639500181,9.6765,0.58335,1683.588256,0.00216,0.057016629,15,2,3,10.7077,,4611.0,,16.67601,0.16468
31881,193078002,304.936178745,47.1472487843,13.4982,1.906267,1683.634081,0.00232,0.13923374168,15,2,3,1.42046,1.37,6586.0,4.26993,46.78566,0.27391
31888,193078096,304.857651893,47.1741677581,12.4914,0.465294,1683.730565,0.00829,0.22621663692,15,2,3,0.923255,1.069,5893.0,4.5364,40.06,-1.08701
31890,193078107,304.952593,47.182487,13.435,0.930572,1683.738271,0.00652,0.2925718368,15,2,3,,,,,33.37227,0.51322
31891,193078139,304.87673206,47.1840808151,12.693,0.27085,1683.560041,0.00404,0.025389479,15,2,3,14.5,,4380.0,,36.14477,0.13607
31917,193078796,304.902480632,47.3886493027,12.7901,1.363211,1684.652251,0.04208,0.16291734661,15,2,3,1.99976,1.6,7166.0,4.04023,129.39527,0.43721
31919,193078807,304.873067625,47.3976758302,12.8118,1.363211,1684.652413,0.43115,0.15914125214,15,2,3,1.30985,1.46,6782.0,4.36797,502.05567,0.46059
31921,193078839,304.857232401,47.4054450013,12.3501,1.363905,1684.637496,0.0076,0.1361995533,15,2,3,11.6658,,4610.0,,26.05871,0.27428
31922,193078840,304.930263815,47.4143139236,10.0415,1.363905,1684.638964,0.01237,0.14702895900000001,15,2,3,15.173,,4718.0,,37.72425,0.30295
31923,193078842,304.819658163,47.4181338364,13.1777,1.363905,1684.638652,0.00614,0.14660614845,15,2,3,0.741116,0.867,5139.0,4.63631,34.8111,0.28885
31924,193078843,304.95890536,47.4185975197,13.2326,1.363211,1684.652402,0.05442,0.16274012918,15,2,3,19.2336,,4170.0,,150.2501,0.44528
31936,193079160,304.904671381,47.4928796672,12.7358,2.240989,1683.975784,0.00801,0.09916376325,15,2,3,49.7995,,3690.0,,13.29005,0.22745
31937,193079162,304.908042579,47.4935358941,9.7302,2.242378,1683.958999,0.00641,0.14382612492,15,2,3,1.7608,0.975,5540.0,3.93565,13.37531,0.33686
31950,193079340,304.872976535,47.6039709398,12.7185,12.012597,1694.145725,0.04126,0.45876107943,15,2,3,1.49961,1.07,5908.0,4.1155,19.77728,0.33333
31951,193079378,304.865445,47.609853,12.588,11.996057,1694.17986,0.12188,0.46364760304999997,15,2,3,,,,,20.854,0.3914
31952,193079390,304.879213289,47.6121982952,12.5871,11.996057,1694.1764,0.14991,0.45201142776,15,2,3,2.3881,1.24,6301.0,3.77538,24.04406,0.46444
31954,193079404,304.821619768,47.6463608904,13.3177,11.996057,1694.178323,0.09388,0.44661320211,15,2,3,17.9362,,5096.0,,22.67201,0.43027
31962,193079666,304.845990228,47.7005966593,13.1855,0.295155,1683.44458,0.03648,0.07381236240000001,15,2,3,3.3676,2.24,8908.0,3.73367,70.48553,0.53547
31963,193079717,304.967860616,47.7046886658,13.33,0.295155,1683.444472,0.03291,0.07385663565,15,2,3,2.22805,1.07,5885.0,3.7716,69.60821,0.45793
31969,193079882,304.907684414,47.7438408143,10.4012,0.761128,1684.061456,0.0024,0.05184803936,15,2,3,18.5605,,5474.0,,12.32417,0.19492
31970,193079888,304.874547225,47.7469862285,12.6867,0.326405,1683.502102,0.01631,0.038003334150000005,15,2,3,1.61979,1.44,6751.0,4.17751,12.12336,0.21875
31986,193080258,304.891012588,47.9316197186,13.2701,0.361822,1683.655428,0.00836,0.060605185,15,2,3,2.73627,1.28,6389.0,3.67096,17.96027,0.21311
31989,193080280,305.049581462,47.9681849825,12.1062,0.361822,1683.654978,0.00749,0.05548540369999999,15,2,3,,,,,16.67128,0.14519
32014,193080817,305.024084901,47.7537512664,13.4601,2.3021,1683.658547,0.03035,0.120376809,15,2,3,1.44442,1.25,6332.0,4.21559,130.95312,0.41295
32016,193080861,305.084356206,47.7530626637,11.852,2.3021,1683.656163,0.00672,0.09848383799999999,15,2,3,1.56467,1.04,5801.0,4.06626,11.72025,0.21297
32020,193081015,304.982288356,47.7189693293,12.6163,13.41193,1685.13635,0.0042,0.22451570820000002,15,2,3,11.2323,,4466.0,,38.08362,0.34669
32045,193081595,304.999844186,47.5579183459,10.8083,0.669461,1683.500278,0.00803,0.029683900739999998,15,2,3,1.15,1.384,6615.0,4.45781,11.73644,0.1978
32071,193082029,304.994463498,47.4061644747,13.362,0.697239,1684.078067,0.00469,0.16762322799,15,2,3,14.2416,,4523.0,,35.4261,0.38372
32088,193082413,305.040767858,47.2877030082,11.259,0.191683,1683.457472,0.00156,0.022093382579999998,15,2,3,11.4202,,5114.0,,10.8227,0.05606
32089,193082424,305.056945949,47.2876483551,12.1966,0.191683,1683.45736,0.0619,0.02163526021,15,2,3,2.28134,1.72,7479.0,3.95722,10.78159,0.04821
32090,193082429,305.057738472,47.2667962135,12.918,0.191683,1683.582467,0.01648,0.0309184679,15,2,3,1.47584,1.13,6051.0,4.15307,11.20524,0.18922
32106,193082747,304.985692357,47.1465855177,10.4583,0.407655,1683.687789,0.01738,0.10316525085,15,2,3,,,,,49.27182,0.39565
32117,193082875,305.02422036,47.0679554417,12.4773,0.879183,1684.15724,0.00704,0.11967438996,15,2,3,1.40362,1.009,5675.0,4.14746,14.34139,0.14858
32149,193083488,304.973797385,46.9512662397,13.3812,0.084739,1683.501538,0.00425,0.029743388999999995,15,2,3,11.2163,,4700.0,,16.12658,-0.05327
32150,193083495,305.067826098,46.9503522222,10.644,0.084739,1683.5032,0.00192,0.029344268309999998,15,2,3,11.0859,,4716.0,,16.92411,-0.24197
32152,193083532,305.066523487,46.9405910474,12.1598,0.184044,1683.488342,0.00173,0.04791401496000001,15,2,3,128.641,,3339.0,,21.28343,0.13199
32153,193083537,305.128183033,46.9397947469,13.2673,0.184044,1683.48946,0.00422,0.0485968182,15,2,3,,,,,20.54346,0.08958
32154,193083577,305.005332086,46.9379687223,13.4853,0.628489,1683.878065,0.00219,0.06599762989,15,2,3,66.7021,,4058.0,,10.78648,0.1786
32168,193083939,304.98351168,46.8373167292,6.51544,13.958466,1691.880412,1.18307,0.14335344581999998,15,2,3,,,12472.0,,26.88752,0.38273
32174,193084006,305.056023863,46.8018503518,13.4945,0.771544,1684.155557,0.00107,0.07166100672,15,2,3,9.353,,5236.0,,11.08639,0.18652
32179,193084132,305.102097389,46.7720491542,12.5285,0.43335,1683.801015,0.00296,0.05769621900000001,15,2,3,9.77641,,5696.0,,10.54231,0.15353
32186,193084267,305.07746606,46.733712923,12.7762,12.26016,1693.173566,0.07234,0.20731930560000003,15,2,3,2.21162,1.22,6275.0,3.83501,103.02029,0.34773
32201,193084531,305.061144694,46.6177345607,10.5236,0.770155,1684.075088,0.00316,0.1369951714,15,2,3,8.60522,,4926.0,,11.45604,0.07692
32204,193084598,304.9890495,46.6087731532,9.1776,0.205572,1683.490102,0.02835,0.08837951424000001,15,2,3,24.2409,,4455.0,,72.97706,-1.05673
32205,193084610,304.976692378,46.6029295592,10.5107,0.205572,1683.488616,0.05724,0.08869403940000001,15,2,3,1.93411,1.88,7887.0,4.13926,92.55238,-1.11025
32207,193084657,305.130876523,46.5942224325,13.2936,0.205572,1683.490764,0.01674,0.09555808848,15,2,3,,,,,70.40284,-0.92463
32208,193084663,305.112709869,46.5849384761,13.0801,0.084739,1683.49529,0.00428,0.038323212749999995,15,2,3,50.7264,,4020.0,,21.58066,-1.01216
32209,193084667,305.033147584,46.579173629,12.685,0.084739,1683.491909,0.00532,0.029061240049999996,15,2,3,6.26712,,5788.0,,19.83393,-0.6199
32214,193084826,305.02646317,46.5229587042,13.1682,0.162517,1683.565574,0.0085,0.06580800881,15,2,3,1.35144,1.23,6278.0,4.26638,38.32859,-0.42767
32218,193084886,305.122530286,46.5135145734,10.7299,0.162517,1683.563113,0.30574,0.06223913548999999,15,2,3,45.4814,,3934.0,,71.81136,-0.73409
32219,193084901,305.101593689,46.5059217396,13.4423,0.162517,1683.561264,0.00721,0.06611516594,15,2,3,2.12289,0.96,5483.0,3.76648,64.05226,-0.4473
32223,193084916,305.040450754,46.4578782629,12.9269,0.162517,1683.563335,0.2155,0.06193035319,15,2,3,1.08129,1.17,6158.0,4.43837,71.51139,-0.57733
32252,193085347,305.065978603,46.2663159854,11.5907,0.4396,1683.722874,0.0016,0.11601044,15,2,3,1.79102,2.08,8407.0,4.24993,21.48271,-0.52828
32265,193098160,305.038297775,46.1647822859,13.3353,0.172933,1683.430576,0.0059,0.09414645452999999,15,2,3,4.70117,,5247.0,,32.13616,0.32213
32272,193098258,305.043875568,46.0836750504,11.9543,0.720155,1683.843999,0.00971,0.24686193245,15,2,3,2.42567,1.77,7613.0,3.91638,15.13631,0.09339
32277,193098366,305.027209851,46.0415569613,12.0914,0.620155,1683.653887,0.00448,0.07453642945000001,15,2,3,1.79182,2.26,8964.0,4.28559,11.55061,0.14721
32278,193098378,305.051253122,46.0334835563,11.6463,0.413211,1683.670564,0.00628,0.10400520869999999,15,2,3,,,,,33.19561,0.44942
32283,193098483,305.110439407,46.004302865,13.3909,0.450017,1683.491899,0.0007,0.07800144661000001,15,2,3,,,,,16.81344,0.03323
32284,193098495,305.000832309,46.0022394983,12.4488,0.450017,1683.489323,0.02368,0.14529698879,15,2,3,18.6474,,4750.0,,51.33037,0.37821
32285,193098511,305.031100093,45.9999952533,9.3939,0.450017,1683.488764,0.02098,0.14737606733,15,2,3,11.1983,,4940.0,,55.38966,0.38651
32286,193098513,305.037595984,45.9970389337,13.4684,0.450017,1683.489089,0.01976,0.09846821977,15,2,3,29.125,,4437.0,,38.32997,-0.26139
32287,193098622,304.99409366,45.9924117061,12.1954,0.1771,1683.533798,0.00026,0.01677137,15,2,3,8.20343,,5017.0,,9.46228,0.20886
32297,193098761,305.008678643,45.8881067558,12.9891,0.822239,1684.236701,0.00202,0.12321251415000002,15,2,3,79.5036,,3783.0,,10.29643,0.08454
32301,193098876,305.006238185,45.8412741028,11.6381,0.556267,1683.701704,0.0031,0.04845641837,15,2,3,8.63297,,5981.0,,9.15492,0.2068
32319,193099009,305.056472683,45.6871103405,12.9719,0.319461,1683.52152,0.00323,0.044258126939999996,15,2,3,2.267,1.14,6088.0,3.78407,14.53807,0.11493
32328,193099182,305.064115901,45.6316745252,11.7271,2.675711,1685.436918,0.00027,0.21884640269000002,15,2,3,8.84512,,7981.0,,9.49252,0.18713
32359,193099715,305.056102944,45.4059314578,12.1443,2.146544,1683.586721,0.00141,0.2172302528,15,2,3,6.23108,,5245.0,,12.77704,0.22812
32361,193099719,305.021438799,45.3909007179,13.1113,0.413905,1683.660552,0.0122,0.0633605774,15,2,3,2.26318,2.1,8444.0,4.05085,35.20558,0.4401
32414,193100905,305.089270929,44.8787996156,12.8204,1.282655,1684.708939,0.01236,0.16112712110000002,15,2,3,33.3073,,3944.0,,32.81955,0.41281
32435,193101307,305.08845287,44.6702797995,13.0901,0.924322,1683.729056,0.00419,0.14473958198,15,2,3,1.48741,1.7,7438.0,4.32365,12.57549,0.026
32439,193101356,305.041171417,44.6384805955,12.3069,5.300229,1685.247413,0.00261,0.32972724609,15,2,3,,,,,12.53989,0.18045
32457,193101847,305.093428331,44.4232127057,10.5817,0.428489,1683.60679,0.02874,0.07850775458,15,2,3,10.1554,,5260.0,,29.87442,-0.11847
32460,193101870,305.092611773,44.411995332,12.7671,0.428489,1683.6073,0.06977,0.12085103756000001,15,2,3,1.33497,1.36,6558.0,4.32067,67.40635,0.52976
32469,193102105,305.132710008,44.2884431464,9.0265,0.43335,1683.70914,0.00689,0.058554251999999994,15,2,3,14.2154,,5234.0,,18.35995,0.16486
32470,193102113,305.093159341,44.2726950342,13.0128,1.362517,1684.671398,0.0038,0.11150839128,15,2,3,15.7129,,5148.0,,11.44848,0.1714
32473,193102145,305.09285047,44.254687448,11.2097,1.363211,1684.656089,0.00199,0.13384005598,15,2,3,1.70605,,7037.0,,11.36151,0.18316
32480,193102348,305.068259927,44.1936897019,13.0271,0.298628,1683.494654,0.00239,0.03469758732,15,2,3,12.578,,5552.0,,17.58702,0.14248
32486,193102566,305.059289301,44.1312330301,12.4109,9.78215,1692.738879,0.01446,0.2225439125,15,2,3,,,,,12.23433,0.35155
32487,193102583,304.977179509,44.1180620994,12.4162,9.785298,1692.740104,0.01621,0.18817128053999999,15,2,3,1.52327,1.13,6060.0,4.12559,11.25726,0.19401
32488,193102603,305.392556633,47.9647570671,13.4183,9.785298,1692.733358,0.05123,0.25197142349999996,15,2,3,,,5427.35,,19.87534,0.45429
32489,193102609,305.411279347,47.9234049567,11.5222,4.792971,1684.128631,0.00801,0.24348292679999997,15,2,3,10.6836,,5202.0,,9.92174,0.02692
32493,193102670,305.397086522,47.8662262236,9.4107,0.100017,1683.484709,0.01279,0.00157826826,15,2,3,78.2238,,3950.0,,11.2578,0.24679
32506,193103100,305.451691566,47.772075118,12.9432,0.4896,1683.460408,0.00241,0.06501888,15,2,3,11.2511,,4719.0,,9.27628,0.25004
32508,193103114,305.345795995,47.7622807337,11.4843,0.411822,1683.503989,0.00215,0.21055635216,15,2,3,30.2602,,4372.0,,38.57244,-1.48605
32509,193103125,305.298905348,47.7517451434,11.1682,0.413211,1683.837526,0.00151,0.22768339311,15,2,3,135.413,,3374.0,,24.54958,-0.43399
32510,193103129,305.413888073,47.7502127223,12.0956,0.412517,1683.460885,0.00264,0.35115922142,15,2,3,123.24,,3943.0,,85.75409,0.44712
32514,193103217,305.316753626,47.7112930065,13.4077,0.543767,1683.897161,0.00111,0.05739460685,15,2,3,2.30226,0.97,5525.0,3.70053,10.28745,0.24204
32529,193103569,305.307163759,47.6097278012,12.6011,0.359044,1683.531973,0.04879,0.06304094552,15,2,3,1.71894,1.28,6382.0,4.07476,35.04409,-0.1091
32531,193103594,305.3344727,47.5454149289,13.4327,0.359044,1683.532207,0.05329,0.09280210267999998,15,2,3,10.0156,,4553.0,,55.05889,0.38784
32532,193103611,305.303454768,47.5432079993,9.2947,0.388211,1683.793787,0.01264,0.07188114875999999,15,2,3,10.5422,,4744.0,,30.34415,0.00369
32534,193103629,305.340776345,47.5252237758,13.093,0.388211,1683.795611,0.00425,0.07529352345,15,2,3,3.13825,1.21,6252.0,3.52748,27.74258,-0.14013
32606,193105771,305.381833031,46.9141710764,12.2929,5.9444,1684.247968,0.02352,0.169593732,15,2,3,1.73429,1.3,6441.0,4.07377,81.96005,0.19221
32608,193105799,305.432383738,46.9119643453,13.0831,5.9444,1684.247681,0.02027,0.179758656,15,2,3,13.5075,,4507.0,,111.79323,0.24276
32625,193106311,305.344388977,46.7742702761,11.2227,0.2771,1683.492248,0.00125,0.054580387,15,2,3,1.11972,1.08,5924.0,4.37328,11.24175,0.0696
32628,193106479,305.373300715,46.7577495695,13.2509,1.115294,1684.360607,0.0007,0.12228083416,15,2,3,11.5882,,4529.0,,10.14864,0.15337
32632,193106547,305.331791819,46.7150409244,13.2751,0.809739,1683.926753,0.00051,0.12744482121,15,2,3,23.5058,,3995.0,,11.16169,0.07145
32651,193107241,305.347082002,46.5703836121,12.4715,0.378489,1683.786453,0.00651,0.0452672844,15,2,3,21.1611,,4302.0,,11.30417,0.07187
32652,193107264,305.429336363,46.5590528563,13.2143,0.378489,1683.788423,0.0039,0.11858438858999999,15,2,3,0.971461,1.14,6077.0,4.52012,29.63305,0.40723
32654,193107410,305.41751993,46.5470310663,13.347,0.131961,1683.545267,0.00354,0.01468593969,15,2,3,16.775,,4376.0,,11.81101,0.17423
32667,193107822,305.300858668,46.4545599372,10.5223,0.579183,1683.802138,0.00491,0.09943992927,15,2,3,0.684989,0.63,4054.0,4.56604,19.54168,0.20929
32670,193107945,305.329710304,46.4001727958,11.8462,0.685433,1683.772494,0.01009,0.18630754373,15,2,3,1.51215,1.251,6330.0,4.17614,23.70667,0.51992
32677,193184116,305.304950689,46.3771679562,13.4229,2.388905,1683.800328,0.00282,0.17178615854999998,15,2,3,3.33517,1.39,6635.0,3.53485,16.22406,0.21245
32686,193184398,305.422859332,46.3319822595,13.4774,0.35835,1683.790035,0.00109,0.042614982,15,2,3,1.78791,1.99,8157.0,4.23223,11.36666,0.08757
32687,193184409,305.354510756,46.3187843223,9.9186,0.075711,1683.500859,0.00118,0.008631054,15,2,3,7.28905,,5032.0,,9.80101,0.1382
32718,193185035,305.31190418,46.0943785362,10.6243,4.323961,1687.298708,0.00055,0.17762831787999997,15,2,3,19.9296,,4731.0,,9.21802,0.21574
32743,193185762,305.300148848,45.8605422316,13.0082,1.600711,1684.885575,0.00481,0.12948151279,15,2,3,2.81069,1.41,6679.0,3.68966,12.87593,0.23051
32772,193186335,305.441523115,45.6850300533,11.7076,0.440989,1683.521554,0.00111,0.16296307506,15,2,3,35.7129,,5793.0,,30.53521,-0.62461
32833,193187721,305.31748592,45.1886037499,12.7671,0.524322,1683.727971,0.00257,0.11889525671999998,15,2,3,1.47185,1.26,6351.0,4.20271,17.89902,-0.10805
32834,193187746,305.409509262,45.1734314571,13.2462,0.524322,1683.722422,0.0214,0.10382099921999999,15,2,3,9.82997,,4637.0,,16.59259,-0.22412
32836,193187753,305.383566671,45.140685381,8.5781,0.524322,1683.721412,0.01683,0.10576099062,15,2,3,52.7963,,4698.0,,16.51836,-0.06683
32841,193187829,305.362572492,45.1146715126,12.7243,1.775017,1684.276542,0.00397,0.16708235021,15,2,3,6.6668,,8161.0,,9.60508,0.1933
32865,193188457,305.403161103,44.8403574601,8.833,1.259044,1684.362821,0.00072,0.13714766292,15,2,3,39.4988,,3977.0,,9.01508,0.15789
32867,193188522,305.340619767,44.8321009527,9.05038,0.409739,1683.782484,0.01394,0.00994436553,15,2,3,2.43422,1.259,6347.0,3.76537,10.11682,0.19612
32868,193188531,305.436806962,44.8257498592,12.4667,0.409739,1683.703535,0.00374,0.018081782070000003,15,2,3,77.3738,,6559.0,,14.14259,0.2344
32870,193188561,305.32345712,44.8135409377,10.3311,0.081961,1683.453473,0.00961,0.032046751000000005,15,2,3,23.4423,,6659.0,,23.96391,-0.46885
32876,193188691,305.361011779,44.7766439652,12.6557,0.30835,1683.710032,0.00439,0.066807111,15,2,3,1.72193,1.59,7150.0,4.16743,13.5432,0.10732
32879,193188782,305.409716001,44.7661791771,11.8865,0.500017,1683.570987,0.02839,0.05829198186000001,15,2,3,2.17066,1.78,7640.0,4.01531,73.96903,0.18763
32893,193189116,305.391384012,44.6644058662,13.0041,1.125711,1684.121527,0.00237,0.006911865539999999,15,2,3,,,,,9.03204,0.08727
32899,193189303,305.300660696,44.6291075649,11.5008,0.09585,1683.513624,0.00277,0.001403244,15,2,3,10.632,,5218.0,,10.59565,0.17844
32920,193190161,305.391281655,44.3758885802,12.5795,6.231999,1687.67909,0.19615,0.27339779613,15,2,3,1.01143,0.971,5523.0,4.41542,68.33968,0.41151
32933,193190473,305.355738677,44.2812626355,12.2192,0.449322,1683.652381,0.00089,0.07665882642,15,2,3,19.1624,,4690.0,,12.93281,0.20028
32943,193190624,305.552694538,44.4476971201,10.6573,0.467378,1683.578229,0.00482,0.07085450480000001,15,2,3,96.4978,,3655.0,,11.92444,-0.01802
33022,193245965,305.584888958,45.1621390176,13.4092,3.21838,1684.256228,0.00033,0.2110291766,15,2,3,20.4885,,3977.0,,16.96284,0.39321
33049,193246938,305.573385203,45.3673822619,13.1228,0.272239,1683.670475,0.00647,0.03288374881,15,2,3,5.41054,,9342.0,,12.9542,0.1528
33067,193247314,305.516835029,45.5471427863,11.7656,1.853489,1683.890575,0.1572,0.13087485829,15,2,3,8.49224,,4957.0,,134.42923,0.41013
33068,193247346,305.565807101,45.5530454975,11.8483,1.853489,1683.890144,0.08279,0.12972569510999998,15,2,3,99.6174,,3543.0,,137.19915,0.40633
33069,193247354,305.480272124,45.5658364606,12.7218,1.853489,1683.890079,0.34702,0.12731615941,15,2,3,4.15793,1.49,6873.0,3.3735,152.08345,0.41241
33076,193247534,305.619471862,45.5972504794,11.3771,1.488905,1683.743039,0.0003,0.1281351643,15,2,3,47.6271,,4395.0,,9.17528,0.21991
33078,193247573,305.61318692,45.6037862166,12.5434,0.349322,1683.571623,0.00317,0.0362770897,15,2,3,25.0659,,4719.0,,13.45627,0.19156
33089,193247946,305.528278946,45.663574499,11.8163,0.401405,1683.590237,0.00066,0.17266034670000002,15,2,3,18.7742,,4510.0,,20.39768,-0.57129
33166,193287141,305.525165547,46.2245961696,12.9305,0.650711,1683.866449,0.00515,0.05696324094000001,15,2,3,1.28529,1.44,6734.0,4.37843,18.56817,0.21016
33182,193287879,305.608016226,46.3408059315,7.97367,0.797239,1683.964888,0.00468,0.05335920627000001,15,2,3,2.64282,1.256,6342.0,3.69292,9.53702,0.25176
