,tic_id,RA,Dec,Tmag,Period,Epoc,Transit_Depth,Duration,Sectors,Camera,CCD,star_rad,star_mass,teff,logg,SN,Qingress
19205,27645868,298.889215959,49.6607523693,12.8026,13.375275,1694.310776,0.64778,0.18498005325,14,2,4,1.46922,1.07,5896.16,4.13328,63.90892,0.44938
19214,269029629,299.238049597,51.9745373647,12.7365,2.751796,1684.967531,0.00263,0.20872372660000002,14,2,4,8.39002,,4552.0,,11.01533,0.18522
19215,365101755,299.245809322,51.5916480332,13.3602,2.806043,1685.315132,0.00136,0.16451830108999999,14,2,4,1.39275,1.2,6214.0,4.2295,9.60786,0.13739
19226,269023148,303.557502269,43.4903121976,13.174,0.486128,1683.466518,0.02811,0.088961424,14,2,4,12.3986,,5114.0,,30.33187,0.05831
19282,27997143,291.03073715,49.2418457674,13.4365,0.9771,1683.639063,0.00174,0.13243613399999998,14,2,4,1.04547,1.18,6177.94,4.47133,9.39101,0.01439
19287,184946402,290.945672901,51.4148731041,12.1298,0.191683,1683.514486,0.00123,0.0042553626,14,2,4,1.80242,2.01,8220.06,4.22955,9.28503,0.20143
19313,185058189,297.06675896,44.0363079134,12.5849,0.4146,1683.640599,0.00902,0.044275134,14,2,4,46.617,,3942.0,,9.94152,0.1568
19335,27310536,301.218172711,43.9916773967,12.7958,0.141683,1683.471467,0.00071,0.01246668717,14,2,4,,,,,9.80686,0.18633
19340,272948666,304.092908438,46.0268165741,8.286,0.420155,1683.484582,0.10716,0.18789751755,14,2,4,67.3387,,3946.0,,82.18737,-1.0019
19342,294079786,302.204671148,45.9259834996,12.6961,0.936822,1684.320123,0.00884,0.11530405176,14,2,4,,,,,13.24704,0.12171
19398,186185290,292.673689193,49.1379981917,13.2303,0.312517,1683.540603,0.00974,0.0496276996,14,2,4,10.9301,,4838.17,,39.59916,0.53695
19418,185293477,292.876658145,48.3564768569,13.0596,9.442008,1687.888431,0.01077,0.15645407256000002,14,2,4,2.19782,1.31,6456.98,3.87135,12.87319,0.18315
19423,188519678,293.03178868,48.9386018432,12.2281,13.06497,1696.060241,0.01618,0.16853811300000002,14,2,4,10.7694,,4671.05,,11.41391,0.18255
19435,294074988,293.19694737,49.4701169746,11.4679,0.468072,1683.801514,0.04848,0.09086681735999999,14,2,4,1.20148,1.2,6215.08,4.35781,23.94029,-0.11262
19436,273501870,293.234486536,49.2272356182,13.1485,1.654878,1684.315443,0.00273,0.11599039902000001,14,2,4,2.48237,1.02,5736.42,3.65694,25.78641,0.22297
19441,27190823,293.302929724,48.7108242483,13.4262,0.757655,1683.842166,0.00604,0.07613675095,14,2,4,1.86869,1.42,6688.16,4.04728,20.57385,0.33892
19443,27915883,293.344391017,50.670728675,12.0684,1.790989,1683.742606,0.38469,0.21219637672,14,2,4,0.763073,,4633.0,,146.70113,0.44774
19454,271969202,293.642063655,48.0572407942,13.2767,0.330572,1683.749113,0.02454,0.06797552036,14,2,4,0.939991,0.99,5600.35,4.48746,28.31869,-0.05984
19474,518605594,293.87986692,49.4515806362,12.5443,0.085433,1683.454772,0.00128,0.01510199141,14,2,4,28.3013,,4255.0,,10.71511,-0.02139
19491,271773995,294.298351474,52.1020497391,13.3671,0.480572,1683.709535,0.02091,0.10439946128,14,2,4,2.63891,1.24,6304.0,3.68864,44.01535,0.41052
19514,185117822,294.708797679,50.2544494756,12.5843,3.183229,1683.610836,0.02041,0.15078955773,14,2,4,0.752429,0.84,5041.45,4.60942,13.29391,0.17746
19517,295533261,294.569931598,49.5763631356,13.4126,0.500017,1683.621734,0.00365,0.04634157556,14,2,4,5.19547,,5015.0,,11.74477,0.24313
19545,63291047,295.210875893,48.3489898387,12.8419,0.661822,1683.884709,0.83168,0.14135856098000002,14,2,4,1.71228,1.03,5771.54,3.98376,129.10628,0.78528
19547,256293412,295.207855067,48.8732780299,11.9725,3.297349,1686.55166,0.18253,0.17700169432,14,2,4,0.940955,0.907,5284.0,4.44854,462.94606,0.48358
19557,239297136,295.31556749,51.4179620116,13.3841,0.5521,1683.743371,0.00184,0.074141509,14,2,4,2.77908,,4832.0,,24.92368,0.01596
19558,268605162,295.396806813,51.3629010931,12.8692,7.113021,1684.723355,0.08432,0.24689295891,14,2,4,0.796,0.754,4712.0,4.51361,28.68433,0.53286
19608,295804361,296.243797437,48.905143181,12.9282,2.438115,1684.047665,0.00359,0.0673894986,14,2,4,1.277,1.12,6045.56,4.2749,9.46016,0.22488
19609,311576045,296.297716154,48.9688487174,12.8457,2.891874,1686.192048,0.02385,0.13192729188,14,2,4,53.9836,,3990.0,,36.24672,0.20319
19636,295886386,296.80293104,48.4559305556,13.1974,0.291683,1683.581755,0.00467,0.03230389225,14,2,4,,,,,14.39285,0.19668
19642,273877593,296.995870737,49.7822426349,13.2068,0.360433,1683.63102,0.00306,0.06985912406,14,2,4,8.11018,,4790.0,,18.41322,-0.01376
19682,277112377,297.601931747,50.0468047244,13.3963,0.310433,1683.515497,0.00629,0.04195501995,14,2,4,1.58685,1.33,6489.91,4.16085,15.15508,0.06188
19700,416526812,297.679540524,52.765662807,13.2782,2.033833,1684.317681,0.0182,0.21581001963,14,2,4,1.16372,0.794,4869.0,4.20619,90.25418,0.42786
19743,256069353,291.929987336,47.4587609494,12.7906,0.494461,1683.509846,0.00592,0.27722450426,14,2,4,0.679308,,5111.3,,52.6604,-1.13126
19752,239312111,292.230757206,44.5032315382,12.3382,0.243072,1683.453425,0.00556,0.03333003264,14,2,4,4.12481,,4876.42,,14.2072,0.18843
19756,290089067,292.349662761,46.2917811683,13.0612,0.502794,1683.854894,0.00782,0.21136454171999997,14,2,4,0.783899,0.642,4100.48,4.45708,30.50872,-1.22798
19763,27083387,292.40445918,43.9377065857,12.2517,0.08335,1683.44285,0.00307,0.0009018469999999999,14,2,4,1.23082,0.985,5581.8,4.25111,11.12235,0.35665
19769,26582022,292.451761516,47.1453165073,12.9239,0.170155,1683.52328,0.00175,0.0688719378,14,2,4,1.67801,1.05,5833.0,4.00967,45.19908,-0.30549
19770,233748495,292.538492673,47.3644348492,12.5983,8.622188,1690.552701,0.01514,0.17330597879999998,14,2,4,,,,,21.09101,0.20403
19794,28228946,292.753631465,46.0410197099,10.3066,1.499322,1683.81714,0.10344,0.25951764498,14,2,4,12.2835,,4615.16,,20.58782,0.28351
19802,233860419,293.656979646,41.3367214028,8.6755,0.25835,1683.604291,0.01109,0.026860649500000004,14,2,4,16.7225,,4650.32,,16.23784,0.04903
19804,185230945,293.684994401,41.1808514221,11.2501,0.507655,1683.464435,0.00881,0.07708233519999999,14,2,4,11.2813,,4820.0,,11.74975,0.23944
19806,272715946,293.727682597,41.6658918671,10.0076,0.0771,1683.482221,0.01405,0.031417479000000005,14,2,4,43.249,,4069.6,,20.12595,-1.13865
19820,268600968,294.787537026,41.5906850219,12.2335,0.212517,1683.448943,0.00285,0.00194665572,14,2,4,1.03635,1.197,6215.0,4.48515,9.41543,0.33204
19837,407000278,290.999660318,46.6755054641,10.127,0.262517,1683.675697,0.01448,0.03739292148,14,2,4,2.17601,1.88,7869.61,4.0369,24.92394,0.0752
19844,268839649,291.406330737,45.7562891312,10.8196,0.273628,1683.57044,0.00052,0.03434852284,14,2,4,1.61359,0.974,5534.94,4.01104,9.77168,0.16508
19871,273509965,295.598123053,41.3219071702,11.2482,0.312517,1683.581663,0.03421,0.03050478437,14,2,4,13.3958,,4543.0,,21.37601,0.18185
19930,352342239,300.996657821,45.8660318216,12.7573,1.912517,1683.590312,0.02514,0.19524886053,14,2,4,11.0337,,4613.0,,120.53314,0.4676
19950,187937484,301.295205859,42.7696702288,12.9464,5.012988,1683.603395,0.00209,0.1990156236,14,2,4,40.4572,,4203.0,,12.21354,0.18443
19966,352042360,301.381230814,47.5152287183,13.2708,0.3146,1683.478202,0.02293,0.073021806,14,2,4,19.9997,,4434.0,,22.98903,-0.20804
19983,188198460,301.410836727,43.2725652587,12.2662,0.188211,1683.570414,0.0345,0.09602337009,14,2,4,32.9189,,3960.0,,66.18354,-1.103
19987,264397410,301.559426557,43.2216900581,9.7667,1.004183,1684.339204,0.0119,0.09696391048000001,14,2,4,4.76444,1.28,6402.0,3.18925,30.90779,0.60706
19998,378266698,301.686268446,47.8257687494,10.3667,0.100017,1683.463664,0.18991,0.00048608261999999995,14,2,4,53.2482,,3955.0,,14.32478,0.27242
20000,378269852,301.707119336,47.2996552858,12.5065,0.3146,1683.571809,0.00238,0.084504706,14,2,4,3.26637,1.24,6310.3,3.50336,31.07799,0.37767
20007,185535540,301.732943259,45.1475188558,13.4667,2.358969,1685.769326,0.89274,0.19331750955,14,2,4,1.27903,1.29,6416.0,4.33489,87.83049,0.39758
20009,272371169,301.74226774,44.9689265496,12.8336,0.09585,1683.472382,0.002,0.0014157045,14,2,4,2.55469,1.1,5993.0,3.66478,9.11098,0.26257
20042,138432298,302.174748576,43.8686161857,12.7114,1.740294,1685.126212,0.04206,0.16270008606,14,2,4,2.02053,1.78,7639.0,4.07756,57.50287,0.39108
20059,26885600,302.217170175,45.3891438868,12.5456,1.53335,1683.507588,0.01412,0.2685969195,14,2,4,2.21654,1.12,6039.0,3.79593,21.46446,0.69661
20073,27994906,302.419526639,44.7133148083,13.4445,0.615989,1683.678996,0.00088,0.0226683952,14,2,4,0.592832,0.582201,3687.0,4.65728,9.03706,0.21809
20075,271545152,302.463153067,43.3964388093,13.1001,4.131342,1684.826521,0.03294,0.18272925666,14,2,4,2.20442,0.95,5458.0,3.7292,33.44236,0.31995
20102,378163842,302.785633026,46.0784971034,12.815,0.561128,1683.728966,0.00343,0.06522551871999999,14,2,4,2.14293,1.47,6813.0,3.94337,11.29617,0.15495
20106,1971315621,302.755519992,45.4446587213,13.4219,1.853489,1683.887778,0.20426,0.12835411325,14,2,4,1.61041,1.26,6340.0,4.12457,118.75776,0.41759
20119,273783879,303.000562062,45.014065525,12.991,0.411822,1683.473118,0.02218,0.05931472266,14,2,4,3.0004,1.41,6671.81,3.63293,14.30957,-0.06578
20185,275487025,303.662182924,45.2202239222,11.4605,0.238905,1683.556698,0.10321,0.03576646755,14,2,4,32.8468,,4201.0,,13.36091,0.19008
20203,352149908,307.283775701,47.4656213204,13.3399,3.634329,1684.168657,0.0111,0.22623698025,14,2,4,15.5489,,4478.0,,13.48226,0.10158
20227,294081306,307.425968947,46.3171456488,12.5966,0.316683,1683.695032,0.02042,0.06300408284999999,14,2,4,,,,,44.03103,0.44248
20240,274018361,307.594108702,46.2927190464,13.3674,0.6396,1683.661422,0.00066,0.069319848,14,2,4,2.62253,1.26,6343.0,3.701,12.4006,0.19536
20244,239278166,307.734725295,44.3421139341,13.4211,0.560433,1683.75515,0.00378,0.05844755756999999,14,2,4,9.95903,,4952.0,,9.43273,0.14356
20247,270611780,307.860944568,43.8305904591,13.2019,0.088905,1683.489229,0.0111,0.07340441325,14,2,4,0.874961,1.06,5859.0,4.5794,51.09218,0.69029
20255,351870317,307.869030801,46.9818114061,11.1816,0.567378,1683.92107,0.0073,0.09527978754000001,14,2,4,7.92946,,4702.0,,121.00474,0.42872
20269,185069631,308.054132446,44.668385643,13.1792,11.213187,1691.814857,0.17243,0.44516352389999997,14,2,4,23.2619,,4580.0,,25.23344,0.2713
20278,406012524,308.198766668,45.7203829556,12.455,3.621684,1685.075566,0.00125,0.17561545716,14,2,4,2.323,1.14,6080.0,3.76287,11.11181,0.19158
20297,303254338,304.819191779,47.2137022655,13.0419,0.367378,1683.53156,0.00261,0.0551801756,14,2,4,4.58941,1.53,6980.0,3.29924,14.0793,0.02695
20318,351939833,304.984155102,44.4764320158,12.2116,0.212517,1683.616875,0.0043,0.07858666143000001,14,2,4,11.8705,,5551.0,,16.60075,0.07801
20337,351933477,305.340535904,43.6206417302,11.4399,5.321691,1688.065622,0.10779,0.18578023281,14,2,4,5.24323,,4970.82,,27.11503,0.26415
20345,273374135,305.550500433,46.6651974953,13.1877,1.459044,1684.165557,0.00262,0.17367000731999999,14,2,4,1.59861,1.23,6276.0,4.12049,29.85133,0.33343
20350,26754826,305.46165152,47.5861909623,12.1348,0.2146,1683.620501,0.00545,0.021253984000000004,14,2,4,1.12886,1.02,5718.0,4.34139,9.35851,0.17074
20354,351193769,305.66945136,47.6458118736,12.0063,0.231267,1683.580061,0.00987,0.08362152186,14,2,4,8.68805,,6212.0,,26.35941,-0.3066
20365,268484700,305.76447884,43.8228472354,11.9394,0.194461,1683.467938,0.0491,0.06911727323,14,2,4,1.17979,1.181,6180.0,4.36671,66.76476,-0.14334
20371,296468912,305.87366135,44.4071382499,12.1212,0.154878,1683.578897,0.0126,0.02353526088,14,2,4,20.1865,,4494.0,,10.13528,0.27936
20401,185400621,306.20851866,46.7888744658,13.471,1.443767,1683.923358,0.06715,0.20888420956,14,2,4,0.917996,0.97,5504.0,4.49916,275.61309,0.38711
20444,239231223,306.786399533,45.8588521599,10.8151,1.443072,1683.502005,0.00376,0.20960620799999996,14,2,4,28.8475,,4442.0,,17.0988,0.48023
20445,193113301,306.785203335,45.9459343335,12.4937,0.5271,1683.594844,0.00493,0.074589921,14,2,4,24.2178,,4330.0,,15.97621,0.36066
20446,273497057,306.78186768,46.346731609,13.4059,0.405572,1683.539787,0.00853,0.08238789608,14,2,4,,,3775.0,,28.31193,0.38661
20450,275665005,307.038238041,47.7560713853,10.8177,0.573628,1683.569172,0.00818,0.08841328363999999,14,2,4,2.74326,2.01,8203.42,3.86473,20.5455,0.07765
20464,273235967,307.179668474,43.8287748706,12.5966,0.356961,1683.58611,0.00601,0.057995453669999995,14,2,4,2.17467,1.1,5989.0,3.80467,13.84615,0.03397
20469,26489741,307.134660624,45.6955179886,12.139,2.467177,1685.943733,0.35231,0.25616698791000003,14,2,4,15.9989,,4668.0,,1540.299,0.43809
20507,269270661,299.908942947,45.8362578714,13.0801,2.87327,1685.375301,1.67651,0.040771701300000004,14,2,4,1.13553,1.11,6000.0,4.37299,13.30552,0.24836
20510,193391103,299.925542964,44.7892090564,13.1401,3.443366,1683.73262,0.0145,0.17116972386,14,2,4,26.3647,,4366.0,,11.74391,0.2003
20518,63072250,299.959427736,43.1246159967,12.7934,0.150711,1683.512721,0.03836,0.06561806229,14,2,4,10.7583,,4810.0,,63.59042,-0.70187
20545,63291372,300.2654677,46.3687129909,11.8982,0.132655,1683.458204,0.00164,0.0207419358,14,2,4,1.76882,1.36,6554.13,4.07624,11.51624,0.04207
20560,303174166,300.416138963,43.1775964037,13.2315,1.036822,1683.577439,0.00772,0.21510946033999997,14,2,4,1.45578,1.19,6194.0,4.18742,15.10144,-0.016
20561,416939297,300.500702345,43.3289894738,12.6192,10.086171,1687.761518,0.12116,0.45902164221,14,2,4,9.07203,,4658.1,,13.1901,0.173
20565,295018800,300.444637263,44.9275350255,13.1336,0.09585,1683.430415,0.02156,0.0011664945,14,2,4,1.37641,1.06,5854.24,4.18588,16.78056,0.40908
20583,290090142,300.715171993,43.65197005,12.9698,0.685433,1684.031405,0.00802,0.11178726797,14,2,4,1.86788,1.07,5881.89,3.92475,17.25627,0.38758
20605,299160267,304.586919795,49.5109793863,12.7555,5.936545,1685.638571,0.01167,0.13861832575,14,2,4,1.32517,1.22,6257.0,4.27988,34.44115,0.30813
20610,310826011,304.54328716,52.2179779184,13.368,1.143767,1683.954262,0.00773,0.14705412319,14,2,4,21.4326,,4182.0,,22.55466,0.39267
20617,272366971,304.736379945,53.1999535398,12.7277,0.121544,1683.485733,0.02683,0.05149576192,14,2,4,1.18179,1.21,6253.0,4.37577,46.54737,-0.91929
20650,27838899,306.742915083,46.3003167465,13.4354,0.731267,1683.998319,0.00525,0.09551809554000001,14,2,4,1.43784,1.22,6264.0,4.20901,10.771,0.28392
20659,290090271,298.55162205,49.9675692315,11.9333,1.647239,1684.429879,0.03912,0.13042838401999998,14,2,4,2.17572,1.21,6239.0,3.84565,78.53834,0.29678
20665,239262047,306.100348305,48.3975567407,13.3036,0.549322,1683.919617,0.01313,0.08438135242,14,2,4,2.35263,1.42,6698.0,3.84725,16.74693,0.31475
20671,185063091,306.078888854,50.7308122542,13.2268,1.390989,1684.050993,0.00429,0.13594135497,14,2,4,10.222,,4988.0,,10.09767,0.16358
20680,364690107,289.924054435,48.738872376,8.4997,0.379183,1683.488236,0.00806,0.19172630029,14,2,4,65.5095,,3666.0,,74.21645,-1.2358
20703,294790133,298.364576611,50.3098862895,11.9629,0.497933,1683.538425,0.00435,0.10197169907,14,2,4,1.77259,1.19,6192.0,4.0164,18.80029,0.60295
20706,272376937,298.439606899,48.081645094,11.9093,4.714274,1683.94202,0.00096,0.15476961541999998,14,2,4,23.2951,,4386.0,,21.38792,0.58016
20718,268288436,298.632657357,45.0080916732,10.3093,0.211128,1683.483991,0.0132,0.03257071656,14,2,4,38.6761,,4028.87,,11.75004,-0.01226
20732,272604500,298.864359543,42.1515626832,12.2407,0.600711,1683.872742,0.03667,0.15716401892999998,14,2,4,1.52152,1.28,6388.35,4.18072,37.66329,0.5682
20733,277118134,298.82742808,42.4197383973,10.5884,0.776405,1683.854925,0.0073,0.09134404825,14,2,4,11.0213,,5221.0,,12.77263,0.20217
20737,295418226,298.914266596,43.7594881891,11.8173,0.209739,1683.58073,0.00874,0.04036217316,14,2,4,1.85654,1.1,5982.87,3.94205,21.40858,0.34121
20749,63071217,298.775281778,46.7907258655,9.7667,2.292611,1685.340345,0.01868,0.24537815533,14,2,4,11.7373,,4681.63,,52.51709,0.45566
20769,28236183,299.037085558,43.8734368883,13.4388,0.099322,1683.512035,0.00165,0.019118491779999996,14,2,4,2.02272,1.39,6620.65,3.96921,19.30576,-0.06108
20779,295711763,299.228815288,42.6781561065,10.7797,1.087517,1683.891571,0.00751,0.07457104069,14,2,4,37.1427,,4003.0,,21.40222,0.27631
20790,294898797,299.139472432,45.9515063476,12.9018,0.165294,1683.460469,0.00291,0.0630513963,14,2,4,1.98433,1.22,6259.0,3.9292,18.31948,0.13467
20802,271877842,299.255291641,45.1314001327,12.2013,2.037489,1684.938121,2.45847,0.16306024467,14,2,4,17.6739,,4298.93,,593.30309,0.49927
20812,268289597,299.556362647,42.4061200087,11.2185,1.7521,1684.672027,0.00095,0.13782018599999998,14,2,4,39.7717,,3978.0,,13.22529,0.27527
20816,63073036,299.534402078,44.1281164892,10.9841,7.187244,1684.823328,0.00998,0.11154602688,14,2,4,5.78203,,4870.7,,17.29014,0.18492
20827,270781125,299.674647203,47.5863660233,13.2087,0.236128,1683.62328,0.00068,0.0074852576,14,2,4,12.6446,,4675.0,,10.3242,0.12003
20835,294179039,299.721081896,44.2985536748,13.2097,0.527794,1683.633031,0.16803,0.09517181408,14,2,4,62.942,,3833.0,,51.03717,-0.04814
20854,270707216,299.870998961,43.1270144179,12.5655,7.383287,1683.519042,0.0108,0.18096436437000002,14,2,4,11.6692,,4460.0,,15.65842,0.22498
20858,351922608,299.767891506,44.5066412128,13.3829,0.329183,1683.464619,0.0004,0.04079564919,14,2,4,2.3888,1.41,6665.54,3.83093,9.89339,0.07783
20891,267672057,293.638852541,43.1056189111,9.46183,0.37085,1683.694043,0.00327,0.033361666,14,2,4,6.17994,,4652.52,,9.57918,0.20494
20909,193084006,293.859663213,43.7170023807,13.4595,0.578489,1683.773404,0.00084,0.07719357216,14,2,4,5.17826,,4908.19,,10.46462,0.15481
20916,194045613,293.812932276,42.0487226214,12.7444,6.284492,1688.963583,0.00089,0.24050750884,14,2,4,1.76001,1.03,5763.0,3.95987,11.13023,0.23705
20952,27909408,294.158587705,44.0310631473,12.3863,0.8521,1683.992556,0.02893,0.15690569399999998,14,2,4,2.84493,1.0,5649.03,3.52992,69.54606,0.37995
20980,405899186,294.494052536,46.6661485404,12.5508,0.345155,1683.546425,0.05769,0.0575580478,14,2,4,2.29089,1.62,7213.97,3.92758,29.23352,-0.07454
20993,273382231,294.44316455,42.8262148444,11.5274,1.592378,1684.124429,0.01666,0.12283603892,14,2,4,10.7731,,4717.0,,25.42752,0.35239
21010,276921507,294.621553252,45.1782180746,12.5676,1.0021,1683.671288,0.01594,0.109609698,14,2,4,17.168,,4388.0,,19.82311,0.3519
21025,296018599,294.732356935,43.1046511644,13.4057,1.169461,1683.691532,0.00929,0.08734704209000001,14,2,4,2.4597,1.29,6413.91,3.76689,15.2865,0.19681
21039,240193176,295.087450294,47.6893830392,12.3578,0.754878,1683.802766,0.0611,0.09961370088,14,2,4,4.34883,,5220.0,,92.82386,0.39399
21046,290191580,295.086286361,45.0301857153,13.3731,0.536822,1683.842715,0.00206,0.1356012372,14,2,4,1.16364,1.08,5935.0,4.33985,25.44769,0.58258
21077,267882848,295.481341788,45.5334207741,10.3269,2.470958,1685.248128,0.00296,0.15510203366000003,14,2,4,90.0438,,3644.0,,9.00021,0.23985
21086,239268444,295.498030538,42.0538126524,13.4289,0.8021,1683.710458,0.01018,0.133742154,14,2,4,10.0038,,4460.0,,17.29022,0.0103
21087,185181369,295.540670787,42.2561945962,10.4909,0.499322,1683.509827,0.00346,0.06969037154,14,2,4,18.4942,,4526.0,,14.30575,0.0316
21097,28445558,295.657729872,45.7244555479,10.0424,0.384044,1683.513073,0.00483,0.07234236828,14,2,4,2.78074,2.24,8889.0,3.9,12.34537,0.13496
21115,416960243,295.770852648,44.3989457165,13.2065,0.5396,1683.458797,0.00865,0.05878942,14,2,4,1.28319,1.22,6258.69,4.30785,28.79066,0.02339
21120,272943843,295.749342044,43.4581459474,12.2353,4.921755,1683.815947,0.00115,0.3842906304,14,2,4,1.63911,1.32,6484.0,4.12943,15.0963,0.30846
21166,303250675,296.282316008,46.1917380308,13.1005,0.392378,1683.547457,0.01319,0.07001200654,14,2,4,4.59209,,4922.82,,21.75149,-0.1102
21200,184096400,296.562509726,46.2503362318,10.7955,0.617378,1683.935519,0.00557,0.06307133648,14,2,4,23.3101,,4352.37,,12.96432,0.19382
21277,271878848,297.243086135,46.446104375,13.272,0.091683,1683.514404,0.00556,0.00082973115,14,2,4,12.4311,,4602.0,,9.15446,0.2414
21294,1971049942,297.458087727,44.1720169098,11.5146,0.755572,1683.94671,0.3263,0.15347934036000002,14,2,4,16.4416,,4480.11,,81.14607,0.42387
21317,184251084,297.526379482,46.4556742804,12.8827,0.100017,1683.522264,0.0066,0.0007801325999999999,14,2,4,1.21912,1.1,5971.52,4.30737,9.81106,0.26429
21322,26656422,297.664492329,47.0049191176,12.747,9.329968,1686.502487,0.01011,0.1166246,14,2,4,1.13509,1.24,6311.0,4.42143,22.31228,0.14681
21359,272951803,297.920883237,45.6433850463,9.39636,0.138211,1683.470922,0.001,0.02453383461,14,2,4,3.8242,,5202.0,,18.78872,0.34076
21390,295804366,298.143553226,43.5336374101,12.5265,0.325017,1683.549272,0.01031,0.05213597697,14,2,4,80.1784,,3764.0,,20.4635,-0.05746
21396,193538627,298.228255889,46.4558703957,13.4388,0.404878,1683.808328,0.00095,0.05933891968,14,2,4,1.97916,1.5,6891.0,4.0212,11.29471,0.10409
21397,27311979,298.221651362,47.4013420812,12.565,0.759044,1683.866718,0.00653,0.09068298668000001,14,2,4,1.42196,1.08,5938.51,4.16572,23.74754,0.47662
21398,27235679,298.153638978,47.6452283199,13.0728,0.17085,1683.446685,0.03052,0.06200659049999999,14,2,4,1.42618,1.19,6201.0,4.20527,67.9302,-0.22954
21399,270523058,298.271248225,47.8237100448,13.4429,0.641683,1683.796346,0.03179,0.15606372243,14,2,4,14.4105,,4455.0,,44.84314,0.39086
21426,275757397,298.487351447,43.3550944009,12.8641,0.186128,1683.537244,0.02405,0.08231696927999999,14,2,4,1.34231,1.14,6092.0,4.23927,79.4564,-0.75007
21433,364912469,298.459984419,46.0103205795,13.4164,5.005734,1686.065061,0.00544,0.10892477184000002,14,2,4,2.28461,,5076.59,,11.24663,0.17968
21445,256067857,293.13182075,44.7490394594,9.8412,3.76234,1686.06887,0.00672,0.16272120499999998,14,2,4,80.4928,,3880.79,,63.41595,0.41792
21467,352042213,293.323665389,46.5940017382,12.5704,9.318702,1687.605992,0.12413,0.17267554806000002,14,2,4,0.939436,1.011,5684.8,4.49708,57.71133,0.30913
21573,266918290,306.847492509,51.2201187604,12.3081,0.118072,1683.457252,0.02868,0.0009020700799999999,14,2,4,9.10488,,4596.77,,13.32712,0.24373
21589,270957691,307.50877532,48.5529742621,10.5862,0.586128,1683.999701,0.01108,0.10250792591999999,14,2,4,11.4212,,4805.0,,12.66283,0.23696
21620,168811267,307.053936683,52.1603657637,12.9296,0.3646,1683.716929,0.16418,0.033630704,14,2,4,1.88141,1.04,5800.0,3.90614,19.19503,0.21127
21634,26814412,307.046060799,48.3160114621,12.9364,0.284739,1683.574969,0.0892,0.02771364687,14,2,4,0.82984,0.907,5285.0,4.55769,23.94752,0.15308
21637,27014940,307.256855842,48.0516831061,12.1256,0.865989,1683.93757,0.00533,0.12387972645,14,2,4,86.5509,,4191.0,,21.64413,0.45533
21665,272600226,300.605495934,47.9566397928,13.0803,4.723253,1685.154221,0.01649,0.13664370929,14,2,4,29.5303,,4331.0,,56.8217,0.26821
21682,193471282,301.716340595,51.6172168736,13.0131,2.217203,1685.184588,0.00953,0.10403116476,14,2,4,0.705042,0.815,4949.0,4.65279,11.92995,0.18015
21690,63070960,301.884060268,47.9217723369,12.603,0.644461,1683.712504,0.01124,0.06280272444999999,14,2,4,,,,,29.5164,0.2079
21711,378158724,302.021688011,51.1553317513,9.7981,0.163211,1683.57625,0.00764,0.00220824483,14,2,4,10.0662,,4487.0,,9.42079,0.15549
21734,405841903,302.502102509,53.0842283335,12.2223,1.640989,1684.735239,0.94647,0.11788864976,14,2,4,0.85327,0.926,5354.0,4.54251,489.42651,0.38555
21746,290198950,302.40809463,49.4933587813,12.2645,0.496544,1683.660895,0.00266,0.06009175488,14,2,4,21.8859,,4194.0,,9.76515,0.10864
21754,352050099,302.550860324,48.8590491304,13.2334,1.067378,1684.140827,0.51939,0.1500733468,14,2,4,20.5453,,4462.0,,400.26712,0.4293
21793,193717320,303.017605779,51.1898746303,11.2333,0.375711,1683.651829,0.06113,0.10651406849999999,14,2,4,10.3907,,4726.0,,57.73009,0.43482
21805,295300617,303.084322337,52.4930749087,13.2785,1.548628,1683.99238,0.00306,0.15724768712,14,2,4,0.983795,1.14,6078.0,4.50916,18.68215,0.20031
21815,186001692,303.175909473,48.9214161668,13.013,0.522933,1683.537706,0.00442,0.12115311744,14,2,4,25.7621,,4442.0,,13.86315,-0.29573
21833,169821432,303.364721097,51.438516712,12.0746,0.263905,1683.533543,0.00806,0.0273300018,14,2,4,21.3786,,4525.0,,11.98562,0.20421
21854,186176768,303.585749692,50.9236121126,10.8231,2.254486,1684.636107,0.17216,0.18211737908,14,2,4,1.7735,2.36,9288.0,4.31332,60.20535,0.40063
21860,268613439,303.541108335,49.070902783,13.3111,0.7896,1683.890318,0.13643,0.14392039199999998,14,2,4,11.1886,,4269.0,,99.58772,0.44584
21873,364691288,303.722906984,51.828870789,11.5433,0.08335,1683.50763,0.0035,0.013275154499999999,14,2,4,12.8428,,4621.0,,18.70841,0.39504
21881,294173027,303.78722295,51.8479613759,13.3395,0.08335,1683.463993,0.03675,0.0009860304999999999,14,2,4,3.16787,,5149.0,,10.88084,0.21603
21883,193103594,303.84422265,51.7900012004,9.9663,0.359044,1683.53834,0.04012,0.06288655659999999,14,2,4,83.0482,,3644.0,,28.02606,-0.11325
21892,276825067,303.885395698,49.8766226105,13.2695,0.100017,1683.464037,0.00641,0.0008061370199999999,14,2,4,1.50372,1.25,6339.0,4.18064,10.05972,0.21223
21909,273135855,304.063484576,50.1536955692,12.1097,0.838905,1683.586463,0.00183,0.081373785,14,2,4,2.40702,1.6,7173.84,3.87923,10.07897,0.26834
