,tic_id,RA,Dec,Tmag,Period,Epoc,Transit_Depth,Duration,Sectors,Camera,CCD,star_rad,star_mass,teff,logg,SN,Qingress
240,26544283,295.947708183,50.4859742498,12.9001,0.356267,1683.597201,0.08968,0.07209419012,14,2,4,12.7616,,4469.9,,44.91544,-0.35178
254,416964508,296.200568925,49.1400826281,13.2394,0.176405,1683.522579,0.00125,0.02427156395,14,2,4,1.32567,0.98,5550.93,4.18442,10.2121,0.17218
276,295019900,296.47734041,48.8537169971,13.2003,0.163905,1683.519537,0.01294,0.01806724815,14,2,4,1.97732,1.1,5971.0,3.88731,11.52245,0.19705
286,270612357,296.733604155,49.1186961431,12.1285,0.967378,1683.837845,0.00487,0.16524750995999998,14,2,4,0.811418,0.85,5078.17,4.549,11.3251,0.24364
294,378270450,297.013368962,49.4874618233,10.4546,0.413905,1683.647724,0.00651,0.045815144450000005,14,2,4,10.3806,,4672.8,,9.2707,0.16621
296,268162092,297.006163149,49.8312143243,12.994,0.3521,1683.450203,0.00324,0.103049107,14,2,4,7.98234,,4766.0,,31.50811,0.39588
298,27904150,297.025438891,50.9699601823,13.3876,2.488076,1684.437879,0.02785,0.08021557023999999,14,2,4,1.76954,0.95,5426.0,3.92007,27.05934,0.19455
324,352343802,297.311791156,51.6242749575,12.6973,0.793767,1684.132965,0.00223,0.05947696131,14,2,4,1.29759,1.26,6340.0,4.31216,10.35367,0.32742
336,275746439,297.64682667,49.0978294835,11.2933,2.39311,1684.684589,0.03682,0.16335368860000002,14,2,4,0.823924,,4892.0,,102.83528,0.44899
343,266920113,297.712299087,51.389479037,13.4945,4.709054,1684.306492,2.51095,0.25249947548,14,2,4,1.57695,1.2,6229.0,4.12161,63.32152,0.11059
347,272598693,297.639904489,52.7951296214,11.8604,1.193767,1683.659388,0.00089,0.12798376007,14,2,4,1.4061,,6358.0,,9.06375,0.19448
366,276819695,297.900227339,48.8348741324,13.2333,0.1771,1683.522781,0.0037,0.017616137,14,2,4,1.10685,1.02,5725.68,4.35849,10.30607,0.20182
367,185107087,297.854109332,48.5354227603,12.4529,0.604183,1683.465715,0.01361,0.06604928556,14,2,4,21.5738,,4559.82,,16.70897,0.25182
369,186048122,298.124281106,47.9001254129,8.342,0.170155,1683.520944,0.00063,0.01801090675,14,2,4,68.8226,,3935.0,,14.1936,0.14038
387,27453648,298.206665819,51.5310020049,12.8055,0.30835,1683.612831,0.00971,0.0892210725,14,2,4,39.3539,,3705.0,,38.25282,0.56817
389,256190943,298.309073712,50.9874013477,12.5098,2.070039,1683.559771,0.02647,0.09739533495,14,2,4,5.48834,,5087.0,,18.17347,0.27895
394,264507615,298.192893961,49.3741681551,12.2727,0.529183,1683.813305,0.11112,0.09998912785,14,2,4,1.96465,1.1,5981.47,3.89289,41.92605,-0.10013
419,27777856,292.016004783,46.4523445376,13.3478,0.545155,1683.783547,0.10964,0.09137342955,14,2,4,11.0831,,4495.0,,21.58041,0.01105
425,27779045,291.925188286,44.7963820291,12.8983,3.176614,1683.890769,0.24075,0.30381136296,14,2,4,1.57216,1.41,6671.1,4.19429,849.90011,0.42633
431,256064884,292.215203024,44.4978827022,13.051,0.186128,1683.517432,0.0048,0.07448656431999999,14,2,4,10.4239,,4693.0,,63.30799,-0.7362
458,406124941,292.603125608,47.0689983646,13.3924,2.055158,1685.208441,0.00781,0.11223217838,14,2,4,0.907997,1.03,5741.16,4.53474,24.5909,0.2361
462,351922557,292.659748038,44.4909314375,12.665,0.329183,1683.467581,0.00397,0.03812926689,14,2,4,4.97377,,5007.0,,9.93058,0.14464
494,188310333,293.972558464,41.1261820971,12.5945,0.461128,1683.669536,0.03015,0.10470833496,14,2,4,,,,,22.01679,-0.13431
499,273782729,294.112146354,41.2783855762,13.0901,0.348628,1683.572402,0.01979,0.07492712976,14,2,4,11.6451,,4905.0,,26.8266,0.37446
537,310825819,291.44098195,45.5030793782,12.5784,0.768072,1683.542539,0.00091,0.11231516856,14,2,4,9.74904,,4585.17,,10.4789,0.11643
574,275488560,300.825164593,46.0296715584,11.9125,0.393072,1683.78807,0.00477,0.06814296192,14,2,4,3.89857,1.58,7123.0,3.45492,34.16915,0.46459
595,270518335,300.82134811,42.3012238819,8.4013,0.08335,1683.487128,0.00405,0.008224977999999999,14,2,4,,,3271.0,,11.25596,0.16876
600,296318860,300.919396838,44.1954139141,11.29,0.098628,1683.466175,0.01012,0.02205223452,14,2,4,2.57444,2.81,10808.0,4.06541,12.25697,-0.14038
612,1971263440,301.001073247,47.3079949818,13.2269,13.547436,1693.490107,0.00423,0.18871578347999998,14,2,4,0.742798,0.673,4305.0,4.52434,11.88336,0.20696
616,310832846,301.168623084,47.0327896358,13.0784,0.230572,1683.527681,0.00589,0.07708944248,14,2,4,5.61862,,4978.93,,19.33424,-0.34208
638,273130983,301.345932431,43.2726981984,13.1111,0.284044,1683.442696,0.07049,0.026504145640000004,14,2,4,2.04407,1.14,6087.0,3.87398,13.01107,0.23426
640,294170842,301.324616445,43.5645044163,13.1752,0.197933,1683.451049,0.0089,0.02246737483,14,2,4,1.43272,1.25,6320.87,4.22265,15.03356,0.24631
653,273374148,301.394582885,47.7631878263,12.9299,1.460433,1684.154159,0.04353,0.22693668387000002,14,2,4,2.43873,1.16,6140.0,3.7282,101.85392,0.48063
658,27006819,301.460029322,46.6148813874,10.7154,13.741726,1695.730397,0.00173,0.1525331586,14,2,4,0.88447,1.015,5699.0,4.55117,9.02905,0.19977
686,186181432,301.587663212,46.1602688652,11.9787,0.326405,1683.73305,0.00487,0.18564610780000002,14,2,4,11.4704,,4757.0,,45.80588,0.72264
693,187874996,301.743505707,46.9890667239,13.1651,0.091683,1683.479699,0.11199,0.00053817921,14,2,4,1.32482,1.53,6971.0,4.37845,23.8376,0.45435
694,295122314,301.795906147,46.805918945,10.9049,1.577794,1684.428054,1.86459,0.0099401022,14,2,4,4.02337,1.41,6681.0,3.37811,16.68515,0.13874
695,27991164,301.806480375,46.5104338769,12.6827,1.911128,1684.94124,0.00065,0.161968098,14,2,4,4.75715,,4980.0,,9.63526,0.39204
717,63206201,301.932253156,44.5918948963,10.3245,2.366999,1684.570922,0.00091,0.16045886221,14,2,4,16.4613,,4311.5,,9.89183,0.23181
726,416267345,301.892772324,47.7431574314,12.1565,0.959044,1684.045944,0.00291,0.10321231528,14,2,4,1.82089,1.05,5816.53,3.93869,9.13134,0.20368
766,294790966,302.54392933,43.247639028,12.7139,0.650017,1683.792156,0.04485,0.13045191173,14,2,4,2.04895,1.76,7574.0,4.06052,72.0657,-0.36482
797,272603956,302.697296074,42.9230208116,13.0985,0.346544,1683.584622,0.00591,0.0714573728,14,2,4,,,,,12.89616,0.00469
806,28305160,302.95165407,45.627928944,12.6731,0.422933,1683.84157,0.01751,0.0656814949,14,2,4,1.16241,1.28,6390.0,4.41456,18.90678,0.0217
816,194139713,303.110920839,46.1071095515,12.5264,0.186128,1683.511824,0.00968,0.07595697552,14,2,4,3.99908,,4860.03,,43.73653,-0.33368
847,188306348,303.216377301,46.2495838673,12.5956,1.215989,1684.004888,0.05077,0.11567703357,14,2,4,1.89937,1.27,6370.0,3.98465,41.4057,0.39383
887,185487002,303.940375965,47.598198576,13.3523,1.928489,1684.748976,0.01693,0.13260290364,14,2,4,3.02359,1.15,6105.0,3.53772,17.1828,0.16779
890,27187870,307.285651783,47.2355414862,13.3685,0.09585,1683.451588,0.01299,0.0009201599999999999,14,2,4,,,,,10.21535,0.21881
900,290199802,307.382583517,44.3041876287,13.323,0.64585,1684.048258,0.03317,0.0576679465,14,2,4,5.56166,,7114.0,,17.55534,0.15052
902,187778364,307.252762623,43.8634591988,11.7717,0.956961,1684.107624,0.0015,0.01462236408,14,2,4,7.15291,,5546.0,,9.15214,0.20958
926,273372402,307.640420124,45.7739007707,9.55058,2.250304,1685.487164,0.05313,0.27489713664,14,2,4,0.960633,1.065,5880.0,4.5003,166.52354,0.08749
940,27688112,307.82973486,45.7461005125,12.8076,0.335433,1683.695705,0.00685,0.06522830117999999,14,2,4,12.2065,,4584.86,,24.76208,-0.21554
984,193078843,304.806892122,47.4355783107,12.7663,1.363905,1684.644123,0.04675,0.15742191509999998,14,2,4,1.44046,1.33,6496.0,4.24491,121.64439,0.42299
1014,352556473,305.533538325,43.1688611686,11.4917,7.202929,1684.426853,0.01197,0.10393826547,14,2,4,0.770396,0.737,4639.0,4.53211,10.53745,0.19474
1024,233842029,305.585826374,45.9856615936,12.7633,0.569461,1683.731175,0.01289,0.07610846265,14,2,4,5.95024,,5377.0,,24.06949,0.07176
1036,28444027,305.653293584,47.4624234225,12.9111,0.3146,1683.551127,0.00786,0.031516628,14,2,4,1.7194,1.42,6700.0,4.1196,13.97922,0.175
1048,28364493,305.716451785,45.1122656364,13.4885,0.972239,1683.731587,0.00141,0.10690740044,14,2,4,2.15313,1.31,6465.0,3.8892,9.09019,0.14371
1069,295017823,305.908285524,46.2655374511,12.5967,0.146544,1683.521808,0.0014,0.0242750136,14,2,4,,,,,10.81725,0.064
1095,193289412,306.20120381,43.4867378076,13.2123,0.693767,1683.987285,0.13371,0.08842060415000001,14,2,4,4.59148,1.44,6736.77,3.27252,244.20762,0.41802
1097,416697737,306.110693011,44.0431219254,13.3513,0.866683,1683.844681,0.03223,0.16609979695,14,2,4,1.15046,1.15,6120.0,4.37702,16.96409,-0.15558
1126,278559390,306.46157074,45.3272056626,13.1485,0.606961,1683.817691,0.00318,0.057630946950000005,14,2,4,2.3902,,5094.0,,10.52483,0.24316
1130,27528747,306.587182067,46.0207607866,13.2376,0.609739,1683.623713,0.00173,0.13212434391,14,2,4,1.80054,1.27,6381.0,4.03106,15.59119,-0.04437
1132,256060090,306.471191224,46.2725730191,12.9531,0.603489,1683.575955,0.0017,0.06346893813,14,2,4,6.52966,,4854.0,,10.53157,0.1719
1139,268925654,306.761289742,44.3610495913,12.5588,0.309044,1683.653834,0.00584,0.04783383032,14,2,4,13.1969,,4630.0,,16.08134,-0.02857
1154,193752315,306.94727001,45.3969642509,12.7802,4.414071,1685.5021,0.1663,0.18119761455,14,2,4,11.0985,,4780.0,,116.68881,0.43646
1157,351191255,306.951718114,43.894870282,10.8695,0.237517,1683.520223,0.00972,0.04442517968,14,2,4,2.17929,2.23,8865.0,4.10974,19.65901,-0.08645
1158,193859663,306.93235656,43.5134053419,11.258,0.231961,1683.565279,0.02502,0.09586484208,14,2,4,,,,,39.26578,-1.86888
1161,271433805,307.144880716,44.946747701,9.05651,0.478489,1683.853726,0.00172,0.04876759888,14,2,4,3.42475,2.464,9666.0,3.76045,9.31937,0.22268
1165,27237555,307.114246421,45.9205546602,13.217,7.961744,1687.424336,0.12456,0.18805639328,14,2,4,2.27901,1.54,6995.0,3.9101,30.3582,0.42678
1171,416700634,300.228373715,53.9681937965,13.1976,0.740294,1684.197872,0.00377,0.11551547576000001,14,2,4,7.24096,,4762.0,,9.53436,0.04831
1186,294378118,304.839349703,54.1046460438,11.4545,2.058123,1684.82161,0.00132,0.22808119086000003,14,2,4,1.69088,1.118,6029.0,4.03028,9.34493,0.19287
1187,416530312,304.774644909,54.18342771,10.8071,0.472239,1683.83572,0.0217,0.050057334,14,2,4,168.524,,3523.0,,24.07689,0.11974
1199,185399029,300.021345706,46.0359149476,11.7775,3.246422,1685.959481,0.04078,0.11657901401999998,14,2,4,6.69826,,5390.31,,108.90395,0.26191
1209,138427758,299.984057252,42.8687262708,13.2834,0.163211,1683.508655,0.06851,0.02486846007,14,2,4,1.42647,1.45,6768.07,4.29091,13.55111,0.18069
1211,1971732797,300.038927033,42.3538213432,13.3269,9.334604,1696.323583,0.73536,0.0774772132,14,2,4,2.68042,1.29,6405.0,3.69225,15.62034,0.25252
1216,26491759,300.22846116,42.3380305744,11.7659,0.571544,1683.85742,0.01977,0.19335905064000003,14,2,4,41.6851,,4114.57,,34.44263,-0.68831
1234,273137866,300.088503306,46.069114676,12.6598,5.066885,1685.927744,0.05801,0.1862586926,14,2,4,2.19426,1.08,5926.52,3.78891,102.04491,0.39776
1236,185489270,300.165861736,46.6077353557,10.2217,1.042378,1683.908445,0.03686,0.14965420946000002,14,2,4,12.6359,,4445.0,,80.15797,0.40721
1252,239236992,300.480861448,42.2806558779,10.9875,0.09585,1683.492947,0.01858,0.0009537075000000001,14,2,4,12.225,,4543.0,,11.89074,0.21223
1255,303340684,300.397607376,43.8183105777,13.0483,1.351405,1683.871854,0.00696,0.1979267763,14,2,4,8.36461,,5252.0,,30.3351,0.46756
1290,28371858,300.682223751,44.6411091578,10.5819,0.118767,1683.522014,0.22199,0.05850106119,14,2,4,18.0349,,4378.6,,72.04147,-1.34267
1301,273229598,304.361292917,53.6908279103,13.1549,0.429183,1683.622875,0.01135,0.20827821807,14,2,4,6.19836,,4557.0,,57.09772,-0.60714
1308,193332799,304.38334527,51.1802008398,11.4626,1.031267,1684.482701,0.01714,0.13278593892,14,2,4,2.40509,1.87,7860.0,3.94765,39.34649,0.20839
1317,295411578,304.369877457,48.7775522623,12.7222,0.306961,1683.728026,0.00615,0.05397909185,14,2,4,1.12531,1.11,6013.0,4.38085,14.45752,0.09383
1326,185114535,304.584450937,50.0990781959,13.241,1.086128,1683.955538,0.04716,0.12728334032,14,2,4,1.073,1.05,5823.0,4.39806,10.84437,0.11392
1335,268482937,304.681371795,52.5058238352,12.6033,1.697239,1683.954908,0.00622,0.22276261875,14,2,4,4.81457,,5078.0,,11.72098,0.2331
1346,295213811,304.760279795,52.737715284,13.3742,1.000711,1683.491265,0.00523,0.006864877459999999,14,2,4,19.4997,,4370.0,,13.10804,0.45123
1348,272938795,304.814171267,51.9292442013,12.891,3.480481,1686.513932,0.13204,0.19414123018,14,2,4,2.2616,1.51,6915.0,3.90821,85.80051,0.4121
1350,271429568,304.757033284,50.9221169179,12.3908,0.953489,1684.231326,0.0023,0.07927307546000001,14,2,4,16.5028,,4344.0,,9.34663,0.22923
1351,26486697,304.8513907,50.3194219887,13.2265,0.367378,1683.801023,0.01886,0.06454831459999999,14,2,4,1.96231,2.1,8448.0,4.17475,40.45562,-0.055
1362,186232108,306.623095842,43.3533120039,13.4167,0.486128,1683.644318,0.01249,0.22973437024,14,2,4,12.6552,,4902.0,,29.95988,-1.37302
1385,27235351,306.033547673,48.9138250949,12.4364,0.788905,1683.577249,0.01184,0.1381214874,14,2,4,,,,,37.37261,0.45289
1397,239281714,306.010694305,52.7731307037,13.2141,3.518115,1683.758758,0.00248,0.2149568265,14,2,4,0.478768,0.476684,3523.0,4.75605,21.47247,0.36945
1404,268388300,290.000223952,49.7810885451,12.7031,1.160433,1684.44781,0.02941,0.17514415269000003,14,2,4,1.45017,1.15,6119.0,4.17593,50.11725,0.37546
1405,193752302,289.90961855,50.1558163966,13.2461,4.414071,1685.502712,0.04276,0.18141831809999998,14,2,4,0.815466,0.96,5467.81,4.59753,103.82032,0.4113
1413,275752766,290.095405519,51.3362081697,11.387,0.3771,1683.742481,0.00568,0.09976934700000001,14,2,4,11.8053,,4619.07,,31.77242,0.47458
1457,296547787,298.844164356,42.5498744658,11.988,0.571544,1683.593026,0.16944,0.09965441184,14,2,4,1.88159,1.7,7421.0,4.11946,36.20793,-0.04739
1475,272943965,299.023544198,46.2760683318,11.834,0.097239,1683.450236,0.07536,0.00988823391,14,2,4,2.5993,1.04,5807.0,3.62539,9.13218,0.24812
1480,277109479,298.995379634,44.5310994721,13.022,2.995874,1685.132362,0.1163,0.35836644788000005,14,2,4,12.0703,,4741.0,,185.05936,0.49244
1488,295528305,299.011558937,42.761226496,10.9332,0.159739,1683.42858,0.00372,0.00559565717,14,2,4,10.7029,,4926.0,,10.07302,0.18072
1515,1881502164,299.154306765,46.6749998271,10.3797,0.226405,1683.434798,0.00992,0.043843328249999994,14,2,4,1.93054,1.532,6980.79,4.05197,22.03535,0.43941
1520,272841527,299.39416127,46.4952879423,11.0261,6.621459,1685.188314,0.00081,0.15196248405,14,2,4,1.33005,1.2,6222.0,4.26951,9.70482,0.21051
1558,185401864,299.658139498,46.8161831957,11.7231,1.011822,1683.553113,0.00076,0.11653153974,14,2,4,52.0904,,3710.0,,9.07625,0.29342
1582,296018459,299.621789583,42.399673677,13.4973,0.323628,1683.463419,0.00734,0.058829097840000004,14,2,4,19.2132,,4505.0,,21.10973,0.32657
1585,416640095,299.865951935,42.3774010952,13.0997,0.447933,1683.590517,0.00356,0.052009500630000004,14,2,4,1.94732,1.24,6313.0,3.95262,11.30286,0.16657
1591,239277075,299.808337781,44.2785233936,12.4346,1.395155,1684.292836,0.00848,0.1216017098,14,2,4,0.834878,,4933.0,,19.53223,0.20155
1592,193383143,299.842033398,44.8755616502,11.8395,0.796544,1683.921115,0.03321,0.14570382848,14,2,4,0.930472,1.041,5796.0,4.51811,47.2341,0.50944
1618,270619126,293.579626429,43.928566999,13.1935,0.08335,1683.442742,0.00507,0.0005442754999999999,14,2,4,,,,,9.82967,0.36822
1625,239261954,293.624109087,46.7706494028,11.3342,0.104183,1683.444888,0.00194,0.008452366789999999,14,2,4,47.3195,,4048.0,,9.81767,0.2717
1655,274031594,294.043447121,47.0558701896,12.6672,0.234739,1683.612943,0.00833,0.03003954983,14,2,4,2.25641,1.1,5978.49,3.77262,11.53748,0.1369
1679,271543116,294.259062009,46.426215888,13.4056,2.267101,1685.77943,0.00612,0.22002215204999997,14,2,4,1.51106,1.12,6035.0,4.12872,29.31628,0.44214
1685,406948821,294.507252221,46.3186237618,11.8325,0.09585,1683.472556,0.00279,0.0009383715000000001,14,2,4,2.66984,1.7,7418.0,3.81555,9.00849,0.24889
1695,193287141,294.416930165,43.7995875184,12.9711,0.650711,1683.873032,0.00554,0.06869556027,14,2,4,1.80472,1.18,6180.74,3.99713,17.61052,0.29565
1721,364827314,294.821410112,46.0301102318,13.1823,0.215989,1683.571193,0.03498,0.01676722607,14,2,4,1.10105,0.732,4618.0,4.21896,10.92926,0.26036
1758,170652634,295.079654427,47.529847644,12.515,0.322933,1683.496436,0.00837,0.04921821853,14,2,4,1.71425,1.23,6291.0,4.05982,15.92331,0.05326
1761,185998106,295.052980467,45.5466855218,10.8517,0.297933,1683.65076,0.00335,0.029727754739999997,14,2,4,5.27556,,4684.33,,9.36438,0.18642
1768,267983249,295.031111124,43.1733802178,12.8419,0.2396,1683.54937,0.00502,0.001986284,14,2,4,7.73676,,4901.48,,9.2007,0.24789
1770,185341146,295.027540381,42.7632086238,12.2284,0.406267,1683.566048,0.00616,0.04255646825,14,2,4,1.97215,1.18,6188.06,3.92007,13.30523,0.14887
1772,239232843,295.02790503,42.2936522733,13.4349,2.782621,1684.897062,0.00204,0.1249396829,14,2,4,2.59892,1.54,7014.33,3.796,22.8744,0.31237
1776,193976464,295.331807208,42.4970732568,12.8376,1.973004,1684.814953,0.00375,0.23697751043999998,14,2,4,11.1769,,4458.99,,12.21552,0.15755
1779,267030165,295.275431161,43.3032689831,12.4463,2.602276,1684.955555,0.00799,0.18491773256,14,2,4,13.6069,,5072.56,,57.55997,0.54246
1783,271041511,295.322257099,44.8814222083,13.2226,0.281961,1683.490353,0.00165,0.035789309729999996,14,2,4,13.5546,,4552.0,,9.76879,0.10682
1787,28450292,295.175369971,45.9308913489,13.2062,2.162411,1684.875529,0.04421,0.13932414073000002,14,2,4,1.80467,1.28,6391.96,4.03248,46.20862,0.21146
1801,266920122,295.369022197,45.5270391087,9.3368,2.351864,1684.310587,0.01814,0.18375113432,14,2,4,45.2025,,3958.0,,17.4878,0.37718
1836,27006864,295.9335059,43.5869885939,12.563,4.884015,1684.208414,0.08335,0.20415182699999998,14,2,4,13.0725,,4808.2,,47.10683,0.38724
1838,272718451,295.964242575,44.0832644828,11.1982,0.140294,1683.518447,0.00159,0.01431980858,14,2,4,9.63638,,4819.98,,9.52587,0.11605
1845,273775439,295.868979999,47.1892470909,12.9987,0.151405,1683.439302,0.01573,0.053627651000000005,14,2,4,4.28909,,4993.0,,29.20159,-0.72139
1851,294379583,296.071604374,47.4191611778,9.79674,0.490294,1683.704807,0.14307,0.2470836613,14,2,4,2.05803,1.207,6237.63,3.89287,74.83054,-1.65486
1868,269357990,296.308431568,43.2081451152,12.6348,0.093767,1683.443331,0.00503,0.00204505827,14,2,4,33.4265,,3782.0,,9.91342,0.18093
1893,256289978,296.383863159,45.3161546184,11.9191,1.092378,1683.801358,0.00457,0.20109586602,14,2,4,2.52402,1.42,6691.65,3.78617,29.60615,0.44153
1909,290201703,296.638372812,43.5529058815,12.4498,0.200711,1683.447955,0.08377,0.043546258559999995,14,2,4,2.45486,1.19,6192.59,3.73356,22.45114,-0.07197
1910,184998960,296.632382543,43.859720281,11.2757,0.4146,1683.707959,0.00809,0.08022510000000001,14,2,4,1.42663,1.16,6131.05,4.1939,17.34626,-0.07782
1915,364904589,296.596618741,44.8312027064,13.4984,0.270155,1683.508054,0.00707,0.0465314972,14,2,4,1.33405,1.25,6328.27,4.28464,19.20827,-0.03303
1917,272945118,296.508586237,45.8251600695,12.2499,0.7521,1684.183985,0.0027,0.093245358,14,2,4,11.6788,,4455.86,,26.90924,0.46263
1923,295016825,296.684505417,46.6818413536,11.8242,0.562517,1683.570686,0.0094,0.06253501489,14,2,4,1.42686,1.34,6515.69,4.25641,9.9002,0.1896
1930,256065582,296.650596446,44.8469352902,12.493,3.335186,1685.170407,0.00369,0.14287936824000003,14,2,4,1.95666,,6917.0,,12.13833,0.3457
1943,295891458,296.914088259,42.982740898,12.3225,0.643072,1683.57875,0.01073,0.11589443583999999,14,2,4,2.22914,1.06,5863.74,3.7671,22.67698,-0.18662
1944,268288669,296.948511849,43.1927542493,13.2838,9.464693,1685.891101,0.05589,0.29633953783,14,2,4,17.7729,,4526.0,,19.4068,0.1936
1950,352274577,296.897948548,46.1979570107,12.7545,0.536128,1683.587316,0.00969,0.11191135872000002,14,2,4,1.21732,1.09,5960.0,4.30469,19.57158,0.31054
1960,295018011,296.972854259,43.4174954299,11.4008,0.407655,1683.5065,0.19306,0.1257044958,14,2,4,11.1642,,4720.0,,75.93597,-0.36684
1977,193545477,297.154283898,43.9296370128,13.1419,0.628489,1684.002858,3.23985,0.08217493675,14,2,4,9.02679,,4796.93,,201.3128,0.58997
2007,28367065,297.355865424,42.5092341532,12.9197,1.421544,1683.672751,0.30374,0.17759349191999999,14,2,4,20.9664,,4340.94,,269.90795,0.43057
2022,278351014,297.473784489,44.916457808,13.2359,0.091683,1683.446738,0.01633,0.0009590041800000001,14,2,4,1.92347,1.26,6354.0,3.97027,10.06559,0.23576
2023,138219757,297.58633201,44.9251011065,10.2679,1.479878,1683.666423,0.02438,0.12916375184,14,2,4,1.5851,2.03,8250.88,4.34545,15.42093,0.20677
2041,295891595,297.810011748,43.4187069894,13.2016,10.440078,1689.796628,0.03564,0.28219530833999995,14,2,4,9.51596,,4462.0,,57.00165,0.53129
2043,193713354,297.880521528,43.8488113918,13.4077,0.269461,1683.636987,0.0016,0.03596765428,14,2,4,6.67228,,4988.0,,13.24725,0.13275
2066,185233272,298.062982848,43.6764614876,13.1199,4.331016,1685.809218,0.00106,0.18242239391999998,14,2,4,11.5245,,4682.42,,10.91142,0.20033
2074,406086959,298.003562337,42.2660588927,9.7917,0.380572,1683.743219,0.01211,0.05723041736000001,14,2,4,21.172,,4411.84,,15.17723,0.0728
2088,417047499,298.198753805,47.7197693627,13.1681,2.30637,1684.394601,0.01043,0.1527047577,14,2,4,1.80144,1.21,6252.0,4.00961,22.00615,0.20153
2104,416527532,298.473584846,42.7282590241,12.013,2.571086,1685.596692,0.06753,0.18833204950000001,14,2,4,,,,,60.67247,0.40821
2120,406014760,298.461275424,47.0438718968,9.6407,0.604183,1683.509365,0.01887,0.06806725678,14,2,4,18.9571,,5149.13,,10.23476,0.20139
2131,406085255,293.159379467,43.3252780503,11.5412,0.156267,1683.575028,0.02495,0.01673932104,14,2,4,5.41514,,5001.0,,21.34387,0.18655
2197,272082632,306.16911544,52.3919092763,12.9823,0.427794,1683.745358,0.0075,0.07538585868,14,2,4,1.37691,1.16,6129.0,4.22471,12.36634,-0.00715
2208,194041904,306.231003706,50.1143363407,13.1963,2.914163,1683.855298,0.00227,0.13192415901,14,2,4,12.3015,,4397.0,,16.0268,0.25014
2243,269029623,306.853821424,51.5431474813,12.3602,1.343072,1684.480662,0.00565,0.06793258176,14,2,4,2.22043,1.22,6267.0,3.83155,11.66166,0.24623
2272,271668781,307.602771925,47.9929865355,12.5382,1.025711,1684.081567,0.03149,0.11687976845,14,2,4,11.1806,,5232.0,,41.93616,0.34188
2273,277116718,307.679036366,47.9152528443,11.8599,0.093767,1683.463303,0.00405,0.00076607639,14,2,4,5.22385,,7272.0,,9.49068,0.25157
2283,63068444,290.568434696,49.5365020082,13.0609,0.186128,1683.447442,0.02797,0.09054568816,14,2,4,1.04722,1.23,6288.0,4.4879,67.77358,-0.87067
2290,185944298,307.162081708,51.6635514176,12.7695,0.192378,1683.51244,0.00395,0.01797195276,14,2,4,1.93842,1.75,7564.0,4.10621,10.34312,0.20567
2306,277007616,307.284850937,48.8355565798,12.4996,0.424322,1683.708896,0.00501,0.20209183894,14,2,4,22.329,,4135.0,,31.0482,-1.15182
2367,269129764,301.818251817,50.8513787425,12.8456,9.126919,1687.41766,0.01272,0.15844331384,14,2,4,0.886632,1.005,5661.0,4.54475,26.21623,0.39354
2379,239280485,302.091980876,51.4830249326,13.3089,2.67354,1683.680616,0.00867,0.17070552900000002,14,2,4,2.72866,,5135.0,,13.54811,0.20361
2381,294598376,301.997140565,50.419303474,12.6121,0.186128,1683.529217,0.06606,0.09882652287999999,14,2,4,2.4802,1.16,6127.45,3.71355,93.5443,-1.37188
