,tic_id,RA,Dec,Tmag,Period,Epoc,Transit_Depth,Duration,Sectors,Camera,CCD,star_rad,star_mass,teff,logg,SN,Qingress
6,100155892,303.666734125,41.8408466538,9.1092,0.450017,1683.776869,0.1376,0.09546660638,15,1,2,24.3418,,7372.0,,49.30267,-0.22916
8,100155900,303.668467327,41.8316251148,12.8258,0.450017,1683.777912,0.1897,0.08994039762,15,1,2,1.47358,1.35,6535.0,4.23165,51.82251,-0.12368
15,10000751628,303.640508628,41.7564082785,12.4239,10.222973,1683.9228,0.00341,0.12390243276,15,1,2,1.63528,1.16,6128.0,4.07534,9.81459,0.22879
24,100156266,303.655686012,41.5784054298,11.2992,0.166683,1683.776577,0.01495,0.00138846939,15,1,2,14.3039,,4622.0,,16.73539,0.22216
32,100156439,303.763020773,41.4684249039,12.7104,9.657577,1691.686564,0.00548,0.16659320325000002,15,1,2,1.21188,0.99,5588.0,4.26678,12.13099,0.20656
35,10000751947,303.681534556,41.4393805842,13.4831,7.989307,1689.955491,0.03294,0.23416658817,15,1,2,15.6889,,4489.0,,27.76139,0.43071
37,10000751948,303.671574737,41.4201204104,12.4136,7.989307,1689.951945,0.01129,0.15882742315999998,15,1,2,4.42535,1.25,6321.0,3.24308,14.48462,0.23822
39,10000751954,303.765073117,41.3993279208,13.4772,7.989307,1689.950154,0.00777,0.17472614409,15,1,2,4.95041,1.65,7302.0,3.26627,22.0195,0.22946
41,10000751957,303.726991038,41.3927645404,8.8403,7.989307,1689.953991,0.08044,0.2380813486,15,1,2,14.7456,,5908.0,,34.23566,0.43398
48,100156525,303.639944,41.279434,12.775,0.586822,1684.179579,0.00828,0.041417896759999996,15,1,2,,,,,11.21331,0.21931
53,10000905280,303.731384657,41.2651285549,13.4345,2.755912,1711.517483,0.01079,0.19542171992,15,1,2,1.66147,2.27,9000.0,4.35311,11.61085,0.32705
57,10000920514,303.697338729,41.2544855784,13.2424,0.486128,1711.681177,0.09446,0.22598146208,15,1,2,43.2814,,3921.0,,63.79785,-0.92526
60,10001414724,303.756041217,41.2433521746,12.5965,2.4146,1684.496401,0.02695,0.13232008,15,1,2,1.43324,1.06,5846.0,4.15073,19.06464,0.29193
66,100097039,303.73141657,41.2161034435,13.4483,0.736128,1684.420391,0.00567,0.08611225344,15,1,2,4.85622,,5962.0,,9.5654,0.21326
76,100097191,303.715244594,41.1556587551,12.4212,1.147933,1684.71918,0.01493,0.16635845036,15,1,2,54.8483,,3744.0,,44.41134,0.38185
80,100097205,303.656893246,41.1491081987,13.4462,1.147239,1684.736475,0.1905,0.17979529607999997,15,1,2,52.521,,3983.0,,218.70398,0.42345
91,100157098,303.647445629,41.0603387615,12.4711,1.790294,1685.086403,0.07206,0.25472303032,15,1,2,16.2239,,4740.0,,98.22691,0.4653
102,100155788,303.74382468,40.9835745929,11.9561,0.674322,1684.148146,0.00137,0.14470275797999999,15,1,2,1.39411,1.31,6464.0,4.26675,11.46275,0.46181
110,100157409,303.753126499,40.9095896631,13.26,0.156267,1683.8242,0.0051,0.01590172992,15,1,2,2.96599,1.59,7131.0,3.69513,12.6937,0.15784
114,100157443,303.62997078,40.8830367072,12.5232,0.156267,1683.824498,0.00681,0.01916145954,15,1,2,2.31537,1.82,7717.0,3.9689,12.8241,0.25636
120,100157505,303.694049102,40.8098389644,13.1753,0.466683,1684.109263,0.00335,0.05383188405,15,1,2,11.6374,,4414.0,,9.6257,0.1882
185,100159066,303.742849325,40.3776591268,13.1688,0.790294,1684.177473,0.00131,0.13594637388000003,15,1,2,57.6372,,3626.0,,18.70825,0.20053
186,100159087,303.650609245,40.3670375456,13.3492,0.790294,1684.180309,0.00453,0.14015073796,15,1,2,1.0117,1.11,6008.0,4.47329,26.74198,0.39594
192,100159206,303.725230053,40.3397001343,11.8673,1.688211,1684.476306,0.01136,0.12513019932,15,1,2,12.7053,,4434.0,,21.35081,0.23954
196,100159289,303.636604002,40.3360206221,12.4611,1.002794,1684.507671,0.00036,0.16938193454,15,1,2,59.3197,,3875.0,,9.93889,-0.07569
202,100159419,303.715925214,40.3077347633,11.7714,0.65835,1684.055343,0.00226,0.0474077835,15,1,2,39.4519,,4197.0,,11.62893,0.20519
219,100159751,303.67131403,40.2029070956,13.0232,1.5646,1684.708226,0.00065,0.206402032,15,1,2,21.446,,5104.0,,10.33631,0.10638
235,100160219,303.695248037,40.1178428895,12.3726,0.600711,1683.734219,0.00142,0.13926283113000001,15,1,2,4.72159,2.15,8607.0,3.42233,11.99543,-0.0347
238,100160236,303.707586133,40.0828477668,12.122,0.601405,1683.721616,0.00401,0.15730950585,15,1,2,1.3649,0.976,5543.0,4.15731,13.47888,0.03676
245,100160381,303.691304901,40.0665199364,12.9565,13.445219,1693.80712,0.07501,0.6531687390199999,15,1,2,84.102,,3354.0,,43.53763,0.28285
251,100160505,303.639391816,40.0167448098,12.7732,0.731961,1683.926786,0.00112,0.07043660703,15,1,2,12.4301,,4579.0,,10.41026,0.435
252,100160523,303.650131,40.012368,13.3,0.365989,1683.801126,0.00592,0.05654896039000001,15,1,2,,,,,22.81884,0.37699
255,100160573,303.636290408,39.9886827499,13.4293,0.365989,1683.80149,0.01011,0.0487131359,15,1,2,10.8237,,4326.0,,19.80155,0.1909
310,100161765,303.656164641,39.6585094037,13.2579,0.318767,1683.996158,0.00605,0.08099550703,15,1,2,,,,,49.95949,0.42176
311,100161796,303.689391202,39.6572079924,12.491,0.318767,1683.996514,0.03383,0.05520725673000001,15,1,2,6.15243,,9614.0,,33.76959,0.09018
320,100162040,303.715136207,39.6187413894,12.9402,0.493767,1684.175006,0.00167,0.08278497522,15,1,2,1.0992,1.04,5805.0,4.37295,16.25106,-0.04228
322,100162079,303.746848003,39.603435023,13.4225,0.493767,1684.171158,0.00612,0.07194678957,15,1,2,1.74597,1.04,5796.0,3.97103,14.47564,-0.0445
354,100162902,303.699184326,39.3619605978,11.2941,0.532655,1683.898648,0.00532,0.0678176346,15,1,2,,,,,10.92427,0.12299
355,100162920,303.764148201,39.3486590266,13.4399,0.190989,1683.742801,0.00083,0.029918426850000002,15,1,2,2.12224,1.01,5696.0,3.7888,13.45298,0.17863
356,100162939,303.761298329,39.3300531508,13.186,0.44585,1683.988499,0.01211,0.033260410000000004,15,1,2,16.7501,,3971.0,,10.53917,0.20443
362,100163136,303.740556713,39.3000580895,13.0977,0.350711,1683.866811,0.00194,0.04319005965,15,1,2,2.97683,1.72,7491.0,3.72609,11.18006,0.11077
363,100163144,303.728637684,39.291888933,13.0552,0.350711,1683.990993,0.00653,0.045529302019999995,15,1,2,1.10491,1.39,6630.0,4.49443,12.79259,0.13382
371,100163618,303.736280063,39.2442663192,13.2111,0.363211,1684.03647,0.00754,0.02920579651,15,1,2,2.32774,1.34,6508.0,3.8313,9.93462,0.02689
381,100163870,303.763380782,39.1815403859,13.1971,0.190294,1683.737079,0.00268,0.04522527204,15,1,2,112.732,,4043.0,,14.96538,-0.41244
394,100164262,303.764210847,39.1240553205,13.3324,13.904985,1692.44379,0.20052,0.9163385115,15,1,2,2.00536,2.67,10366.0,4.26019,16.77595,0.01044
402,100164628,303.670097096,39.0946893363,12.6081,0.837517,1683.740471,0.00101,0.17279650744,15,1,2,1.61952,1.58,7110.0,4.21795,15.74903,0.05947
411,100164915,303.680998488,39.0301925197,13.3164,13.991284,1694.145492,0.07099,0.26821291428,15,1,2,18.3418,,4661.0,,23.95699,0.12273
416,100165011,303.671916873,39.0060803687,13.4135,13.425917,1693.608283,0.56118,0.35122198872,15,1,2,3.81486,2.28,9016.0,3.63305,45.65891,0.25994
421,100165164,303.698072526,38.9913319905,13.2382,0.505572,1683.994223,0.00203,0.13417880880000002,15,1,2,10.493,,4531.0,,17.96017,-0.29796
423,100165206,303.763061318,38.9793886036,13.4806,0.504878,1684.042197,0.02081,0.10449459966,15,1,2,22.9782,,4978.0,,13.68323,0.06193
427,100165399,303.67666787,38.9626027114,13.4148,7.421297,1685.966548,0.00099,0.13833297608,15,1,2,0.913787,1.017,5706.0,4.5237,9.93638,0.22927
443,100165818,303.668673538,38.8808705685,11.4444,0.513211,1683.736426,0.00713,0.08438215262,15,1,2,28.0702,,5149.0,,14.84279,0.07962
452,100165983,303.643327871,38.8559590149,13.0215,13.996387,1694.175171,0.14991,0.38238129284,15,1,2,11.7617,,4638.0,,40.66178,0.40487
458,100166257,303.708209528,38.821715553,12.181,14.005602,1694.153541,0.0143,0.26232492545999997,15,1,2,,,,,20.92369,0.19968
462,100166400,303.712944141,38.8090978617,13.4741,13.996389,1694.176546,0.0477,0.25165507422,15,1,2,2.15272,1.19,6200.0,3.84764,33.58015,0.24107
519,100167801,303.67134786,38.5712003259,12.911,13.589414,1720.310851,0.00787,0.43975343704,15,1,2,2.24852,2.0,8169.0,4.0353,12.35174,0.22185
526,100167891,303.73063478,38.54353479,13.2009,0.553489,1711.537782,0.00474,0.20159176358,15,1,2,9.41683,,6058.0,,20.94548,-0.60285
534,100167982,303.738633457,38.488589974,12.2964,1.160433,1712.201724,0.0748,0.08670755376,15,1,2,10.6858,,4939.0,,30.07575,0.44373
537,100168009,303.747149431,38.4793204912,12.4047,1.160433,1712.201763,0.03378,0.08887756347,15,1,2,41.8725,,4146.0,,33.20478,0.50242
571,100168744,303.649420065,38.3213124654,13.4365,6.945458,1717.411292,3.27502,0.35394053968,15,1,2,26.2357,,4920.0,,102.62362,0.26579
579,100169103,303.733870989,38.2936450068,13.1393,4.467094,1712.565319,0.05308,0.27959541346000005,15,1,2,101.571,,3631.0,,35.13076,0.35082
588,100169322,303.677831493,38.2493304538,12.9911,7.053124,1687.079315,0.03718,0.06376024096,15,1,2,1.22203,1.54,6989.0,4.45142,12.39083,0.15741
603,100169739,310.596416823,33.1186678925,8.9588,0.418767,1683.744257,0.00877,0.20669501586,15,1,2,32.8872,,4070.0,,40.53637,-1.46294
604,100169746,310.582321191,33.1328197631,13.0217,0.418767,1683.731166,0.00837,0.23287632870000002,15,1,2,1.1584,1.42,6694.0,4.46264,37.97971,-1.19704
632,100170337,310.57535515,33.2789894347,12.8877,1.022239,1684.342214,0.01218,0.14538283058,15,1,2,11.0121,,4531.0,,10.10055,0.11254
636,100170438,310.652108604,33.2906144592,8.4609,1.167378,1683.843631,0.0126,0.15466591122,15,1,2,22.3455,,4601.0,,18.23331,0.09194
641,100170536,310.613680411,33.3192572042,11.2909,13.522866,1693.752856,359762117.44953,0.71454823944,15,1,2,61.2265,,3565.0,,1718.18106,0.49899
643,100170564,310.669594496,33.3365795055,13.4778,0.454878,1683.933221,0.00095,0.18505801674000003,15,1,2,1.81673,1.27,6371.0,4.02329,34.87718,-0.97884
656,100170861,310.636097941,33.4060988792,9.98463,13.996377,1694.159085,0.04718,0.18489214017,15,1,2,1.28149,0.984,5577.0,4.21563,27.61445,0.16588
665,100230784,310.613525359,33.5000906589,11.22,13.970908,1694.189274,0.01259,0.25874121615999995,15,1,2,11.5228,,4686.0,,15.94768,0.19723
670,100230857,310.553679995,33.5339356496,12.3655,13.996376,1694.175164,0.10903,0.23947799336,15,1,2,8.3188,,4389.0,,32.40067,0.2136
680,100231062,310.688019917,33.5910689496,10.8161,13.991276,1694.178509,0.03493,0.23855125579999997,15,1,2,10.5245,,4448.0,,22.32052,0.21745
682,100231092,310.665211679,33.6081865182,11.9794,0.18335,1683.858668,0.00534,0.022858244500000003,15,1,2,,,,,12.03067,0.00611
685,100231173,310.61720619,33.6184578819,12.1359,0.4146,1684.076789,0.00484,0.050510718,15,1,2,1.40924,1.46,6793.0,4.30445,11.90387,0.25326
702,100231511,310.637177767,33.7066512686,12.2433,8.74619,1690.918646,0.01667,0.1258576741,15,1,2,17.5176,,4581.0,,10.95701,0.21886
716,100231800,310.559866903,33.7797345581,13.2807,1.642378,1684.083831,0.30605,0.20964955170000002,15,1,2,1.12237,1.19,6205.0,4.41334,71.40801,0.41482
718,100231852,310.618797411,33.7938209317,11.9945,3.079183,1686.814382,0.06044,0.20858385642,15,1,2,1.22595,1.208,6238.0,4.34319,68.84558,0.25106
719,100231896,310.656643219,33.7952097715,13.4665,1.642378,1684.083079,0.01268,0.20539579268,15,1,2,14.0921,,4521.0,,37.60988,0.42142
720,100231907,310.674450782,33.7955174858,12.9975,3.079878,1686.811327,0.02804,0.19381672253999999,15,1,2,21.9934,,4312.0,,31.1622,0.18265
724,100231962,310.665961,33.84351,12.932,0.819461,1684.096689,0.00106,0.14403665997,15,1,2,,,,,12.58888,0.35627
725,100231977,310.654041519,33.8438336689,13.0614,0.543767,1683.785802,0.01005,0.09841638933,15,1,2,0.84732,0.844,5054.0,4.50832,13.78388,0.0723
728,100232116,310.57113965,33.8693629626,12.234,0.54585,1683.991754,0.00513,0.09390257549999999,15,1,2,1.56278,1.04,5778.0,4.0673,20.93077,-0.1915
744,100232561,310.661096128,33.9303914502,12.6782,0.413211,1683.73538,0.00552,0.08787758337,15,1,2,7.33835,,4402.0,,26.64644,0.01126
745,100232562,310.657966436,33.9365001848,11.7194,2.488211,1684.990698,0.0012,0.18134081768000002,15,1,2,7.98679,,4919.0,,12.84398,0.20113
746,100232563,310.626481842,33.9464973812,12.7838,0.413211,1683.741642,0.01076,0.08198932662000001,15,1,2,26.8865,,4353.0,,17.35291,0.17459
747,100232599,310.615719266,33.9780767818,12.5538,0.520155,1683.760651,0.00248,0.1020856203,15,1,2,12.143,,4652.0,,16.66702,0.15151
750,100232659,310.585505533,34.0008971877,13.1445,0.706267,1684.332232,0.00568,0.09318486798,15,1,2,41.9217,,4151.0,,16.74704,0.16042
756,100232767,310.59982608,34.0519857394,13.4117,13.996369,1694.145868,0.05824,0.33787234766,15,1,2,9.09413,,4430.0,,21.60978,0.21794
757,100232785,310.556927119,34.0586691031,11.4845,0.418767,1683.836532,0.00264,0.10428973368000001,15,1,2,1.21415,1.28,6391.0,4.37674,27.56777,-0.56202
759,100232878,310.616244,34.062447,12.773,13.9709,1694.025573,0.13244,0.61611669,15,1,2,,,,,68.95404,0.42149
760,100232938,310.684440657,34.0650812556,13.2793,1.248628,1684.955506,1.41943,0.18962913436,15,1,2,1.80111,1.44,6740.0,4.08535,108.55594,0.49475
761,100232949,310.563072784,34.0703368995,12.4373,1.248628,1684.954184,0.30459,0.2051495804,15,1,2,10.2012,,4725.0,,169.13784,0.41005
762,100232952,310.591449672,34.0743116621,12.2522,1.248628,1684.954446,0.10452,0.20827115040000002,15,1,2,1.34923,1.68,7378.0,4.40321,177.25458,0.40074
763,100232959,310.635465165,34.0805893909,11.9927,13.9709,1694.191891,0.00622,0.250777655,15,1,2,2.64404,1.21,6237.0,3.67632,13.25938,0.18242
764,100232977,310.59091796,34.0848166882,9.835,13.286956,1694.142893,0.00572,0.179373906,15,1,2,2.99073,1.55,7030.0,3.67685,14.39068,0.27137
766,100233005,310.559118355,34.0933622437,13.1312,1.248628,1684.955041,0.14427,0.20482493712,15,1,2,12.0035,,4639.0,,149.60046,0.39529
778,100233282,310.637168619,34.1499911568,13.279,0.438905,1683.807954,0.00704,0.059985146350000004,15,1,2,0.803684,0.836,5025.0,4.5501,11.43888,0.03564
784,100233389,310.61502936,34.1840059979,12.9453,3.374511,1684.089538,0.09178,0.19285330365,15,1,2,5.46652,,5898.0,,15.7993,0.20998
785,100233449,310.683807258,34.1866387835,12.4715,3.373746,1684.085575,3.26187,0.35447949222,15,1,2,16.7808,,4301.0,,272.56223,0.20298
786,100233456,310.666808565,34.1900189164,12.77,3.376043,1684.072169,0.52338,0.39935212647,15,1,2,22.4443,,4571.0,,274.85094,0.43782
788,100233495,310.69262447,34.1938856006,11.7743,3.374511,1684.081744,0.71559,0.38843996121,15,1,2,53.1864,,3687.0,,252.8576,0.44308
789,100233544,310.684771282,34.2001748609,12.6527,3.375277,1684.078346,0.13301,0.38133879546,15,1,2,,,,,98.37569,0.404
790,100233565,310.634382306,34.2141200326,12.7869,3.378341,1684.068286,0.00744,0.13999845103999997,15,1,2,12.0501,,4637.0,,12.95444,0.20858
792,100233586,310.580846088,34.2309345767,13.1169,0.625017,1684.154437,0.0061,0.06585804129,15,1,2,17.6264,,4360.0,,9.58135,0.18054
794,100233640,310.656398603,34.2455010547,11.6869,1.872933,1685.454478,0.00331,0.12194666763,15,1,2,7.01692,,5025.0,,9.44589,0.18531
802,100233769,310.652359142,34.3098196595,12.5667,0.159739,1683.788153,0.00239,0.013592191509999999,15,1,2,11.3614,,4699.0,,11.1059,0.25647
812,100233979,310.657854255,34.3462274624,10.9535,0.431267,1683.988417,0.00552,0.02806685636,15,1,2,20.3472,,4165.0,,13.56676,0.19996
813,100233987,310.677465137,34.3501395696,13.0835,0.431267,1683.988361,0.00828,0.030063622569999997,15,1,2,23.1404,,4239.0,,13.42638,0.20691
816,100234034,310.68210407,34.3686710904,11.8372,0.431267,1683.987424,0.00905,0.02899408041,15,1,2,11.2548,,4427.0,,12.29448,0.21196
817,100234069,310.556009737,34.3742328471,12.6058,0.306267,1683.849123,0.00266,0.03432028002,15,1,2,12.7151,,4702.0,,11.88257,0.19352
820,100234221,310.657590296,34.380054307,12.1802,3.098628,1685.460479,0.19819,0.13330297656,15,1,2,1.19245,1.13,6062.0,4.33827,163.19733,0.40565
821,100234224,310.673491619,34.3826878238,12.9435,3.098628,1685.460531,0.06645,0.13413960612,15,1,2,14.9815,,4541.0,,152.42785,0.39472
822,100234241,310.607551193,34.3918383727,13.4727,3.097933,1685.468794,0.00506,0.09947462862999999,15,1,2,1.66181,1.35,6533.0,4.12724,11.92748,0.22201
823,100234317,310.648695588,34.3920523328,13.1021,3.098628,1685.461737,0.03265,0.12475076328,15,1,2,2.64052,1.66,7325.0,3.8148,54.56658,0.43049
830,100234472,310.66800369,34.4258852049,12.7366,0.65835,1684.055658,0.00273,0.04489947,15,1,2,2.3002,1.02,5719.0,3.72314,15.6996,0.17594
831,100234474,310.683500469,34.44328038,11.4326,0.904878,1684.198246,0.01709,0.12134413979999999,15,1,2,1.72369,1.338,6513.0,4.0916,18.80805,0.07531
835,100234523,310.568105527,34.4888674755,13.3042,0.904878,1684.193407,0.01547,0.18968957514,15,1,2,0.755758,0.987,5588.0,4.67562,110.91731,0.42055
836,100234531,310.639107071,34.4889528818,11.9273,0.65835,1684.156805,0.00662,0.046334673,15,1,2,12.0956,,4507.0,,15.79432,0.20443
837,100234546,310.682584572,34.4954633373,12.3619,0.904878,1684.193408,0.01863,0.18964433124,15,1,2,2.11791,1.25,6334.0,3.88316,182.53564,0.43139
840,100234570,310.615098849,34.5052745183,11.8502,0.904878,1684.194004,0.02713,0.18416981933999998,15,1,2,11.1471,,4563.0,,119.57499,0.4282
841,100234583,310.556016024,34.50831469,12.9752,0.904878,1684.193912,0.20628,0.18863086788,15,1,2,14.4634,,4699.0,,257.49325,0.4408
844,100234669,310.618813266,34.5155932193,11.5851,0.65835,1684.156005,0.00772,0.0455249025,15,1,2,52.8476,,3751.0,,12.30216,0.22076
861,100235478,310.665047517,34.5898725911,11.396,0.561822,1684.156151,0.00768,0.06830070054000001,15,1,2,9.47356,,4889.0,,15.53158,0.13216
863,100235509,310.560231215,34.5979795189,13.1547,0.561822,1684.159819,0.0176,0.10275724380000001,15,1,2,2.06303,1.0,5648.0,3.80906,65.94282,0.39118
866,100235564,310.575009603,34.6134763051,12.5436,0.561822,1684.159966,0.03456,0.10600457496,15,1,2,12.2282,,4849.0,,83.21122,0.40568
868,100235677,310.599193292,34.6189983715,11.9324,0.561822,1684.157876,0.00434,0.06887375898,15,1,2,24.4135,,4170.0,,14.36492,0.18938
890,100236332,310.599857838,34.7343003467,13.1278,1.988905,1684.924898,0.00049,0.22782906775,15,1,2,2.75635,,4811.0,,10.48924,0.13199
950,100238988,310.599796641,35.1566660923,13.4991,0.657655,1683.960136,0.00181,0.0990033837,15,1,2,5.01814,,7582.0,,17.43446,0.07054
957,100239229,310.692410711,35.1946019607,12.9955,0.595155,1684.182984,0.00425,0.09058854255000001,15,1,2,1.16942,1.4,6650.0,4.44826,11.1894,0.05646
959,100239261,310.556970694,35.2104417934,12.1378,0.484739,1684.176987,0.00132,0.054712490929999996,15,1,2,13.059,,4569.0,,11.32926,0.17128
960,100239268,310.622433662,35.2204716953,13.2029,0.484739,1684.179352,0.00399,0.06114497746,15,1,2,11.4501,,4770.0,,9.03917,0.14746
961,100239377,310.623941392,35.2420685392,13.121,0.545155,1684.11148,7e-05,0.07103914805,15,1,2,0.999686,1.083,5934.0,4.47297,9.51244,0.25474
962,100239381,310.670188348,35.2463171325,12.4743,0.297933,1683.854299,0.04001,0.13664697045000002,15,1,2,36.8789,,4158.0,,74.12194,-1.28614
963,100239442,310.593212085,35.2482695028,13.3095,0.595155,1684.181269,0.00591,0.1666791093,15,1,2,1.51173,1.61,7195.0,4.28595,23.65748,0.52466
964,100239482,310.582630241,35.248610407,12.4056,0.363211,1683.946204,0.00748,0.10783008168,15,1,2,13.627,,4471.0,,26.77958,0.32769
965,100239510,310.564921944,35.2741020952,12.5967,0.363211,1683.770641,0.00129,0.061883890180000005,15,1,2,11.6498,,4442.0,,17.02387,-0.00441
967,100239547,310.555231137,35.3019879812,13.1977,0.363211,1683.764658,0.00469,0.0741313651,15,1,2,1.11107,1.72,7470.0,4.58211,17.50037,-0.06717
972,100239735,310.684069856,35.3413817528,12.7971,0.154183,1683.691066,0.0044,0.019810973669999996,15,1,2,13.7004,,5005.0,,11.81732,0.01377
1005,100341994,310.646532507,35.5634852318,12.5982,8.185603,1687.779207,0.12807,0.28453156028,15,1,2,,,,,28.61766,0.41563
1007,100342059,310.690263573,35.5678243025,10.5491,0.799322,1684.445469,0.01014,0.12720410308,15,1,2,20.2458,,4721.0,,23.55667,0.41462
1009,100342066,310.681217275,35.594142071,12.4708,0.799322,1684.446794,0.01792,0.12578130992,15,1,2,2.07548,0.98,5574.0,3.79506,18.77136,0.41502
1013,100342100,310.608425651,35.6115322959,13.1379,0.799322,1684.443106,0.00729,0.09420809092,15,1,2,38.0381,,3661.0,,14.68975,0.08901
1014,100342107,310.607674934,35.6172962722,12.892,0.799322,1684.443927,0.01319,0.09810878228,15,1,2,1.30488,1.28,6392.0,4.31414,14.66969,0.24462
1015,100342122,310.678868022,35.6295442175,13.3503,0.799322,1684.4472,0.00062,0.13874631276000002,15,1,2,1.36929,1.22,6266.01,4.25144,25.30576,0.47733
1023,100342370,310.673204011,35.6887897389,12.6659,9.197016,1687.879334,0.16812,0.31738902216,15,1,2,11.0033,,5735.0,,38.05922,0.42577
1034,100342510,310.622437542,35.7501163108,13.3652,10.79695,1693.040049,0.00096,0.3872865965,15,1,2,13.4903,,4527.0,,9.15966,0.14517
1045,100342692,310.684689596,35.7947711127,12.1,0.268767,1683.816118,0.00083,0.042596881829999995,15,1,2,1.38982,1.444,6754.0,4.31172,14.67026,0.02747
1047,100342712,310.604769522,35.7994625472,13.1584,0.268767,1683.820031,0.00753,0.036976963859999996,15,1,2,1.0658,1.18,6177.0,4.4546,15.71181,0.07398
1096,100398560,310.76204425,35.7981540087,13.2528,0.629183,1684.144106,0.00525,0.007770410050000001,15,1,2,3.14486,2.09,8430.0,3.76301,9.03815,0.26643
1098,100398564,310.723538555,35.7903082714,12.7921,0.321544,1683.92927,0.00239,0.06866250576,15,1,2,1.32254,1.38,6614.0,4.33513,28.20287,-0.17851
1099,100398605,310.779838976,35.7874828275,11.6847,0.321544,1683.929296,0.01071,0.061713939919999995,15,1,2,12.8181,,4756.0,,39.43201,-0.14905
1101,100398650,310.814897015,35.784307953,13.2915,0.321544,1683.927878,0.01746,0.09125097176,15,1,2,6.43697,,4790.0,,46.9618,0.34758
1115,100398912,310.799055343,35.7042092918,11.161,2.372239,1685.150959,0.13457,0.23945380466,15,1,2,10.1384,,5018.0,,17.30058,0.17242
1116,100398928,310.725291473,35.7022933939,13.0474,10.717964,1693.461337,0.09434,0.14705046608,15,1,2,10.1212,,5094.0,,9.44918,0.20669
1117,100398936,310.789853786,35.7022786387,13.0274,1.184739,1684.657247,0.00057,0.18230763732,15,1,2,2.80689,1.21,6250.0,3.6244,12.94774,-0.01342
1141,100399375,310.731174636,35.5771938913,13.3688,0.425711,1683.964946,0.00445,0.0414216803,15,1,2,1.00403,1.44,6743.0,4.59294,11.91277,0.17207
1142,100399393,310.826130065,35.5511960783,12.6503,0.255572,1683.696798,0.00127,0.0503732412,15,1,2,,,,,19.67916,0.53975
1143,100399395,310.740600711,35.5330822923,12.1856,0.425711,1683.965864,0.00406,0.03992743469,15,1,2,1.43831,1.25,6333.0,4.21927,11.10695,0.20057
1145,100399407,310.81974331,35.5229791785,11.1588,0.425711,1683.965988,0.01042,0.039544294790000004,15,1,2,48.5146,,3788.0,,10.36347,0.17787
1149,100399610,310.805775985,35.4770981511,11.471,13.286948,1694.135806,0.01437,0.1866816194,15,1,2,,,,,24.67112,0.3752
1159,100399821,310.746046363,35.3953292245,10.9663,7.012374,1688.448208,0.00551,0.09375544038,15,1,2,10.1498,,4662.0,,11.77732,0.21237
1162,100399891,310.816492511,35.3776599229,13.3431,3.406861,1683.916329,0.34779,0.03652154992,15,1,2,1.65652,1.1,5980.0,4.04107,11.00074,0.13176
1164,100399908,310.80268551,35.373770966,12.6438,14.005602,1694.320155,0.04171,0.17787114539999999,15,1,2,19.7069,,4419.0,,12.06577,0.23356
1180,100400157,310.805911463,35.3046179223,11.3692,13.975982,1694.187131,0.0459,0.26274846160000004,15,1,2,30.4395,,4050.0,,21.443,0.2147
1182,100400166,310.768160918,35.2885314662,11.6605,13.996361,1694.178011,0.07048,0.23583868285,15,1,2,8.52147,,4941.0,,22.38064,0.21451
1183,100400181,310.758728482,35.2869567383,12.7607,8.662263,1690.902737,0.00493,0.04253171133,15,1,2,5.67088,,4749.0,,12.26662,0.24847
1193,100400424,310.758956127,35.2162251361,9.991,13.991264,1694.148649,0.07592,0.30137182656,15,1,2,,,,,38.24908,0.24362
1195,100400464,310.817055451,35.210123105,13.499,13.970895,1694.158597,0.06867,0.2833297506,15,1,2,1.45124,1.16,6123.0,4.17905,32.03516,0.19061
1196,100400471,310.810774248,35.2091789211,10.3212,2.335433,1686.050599,0.00061,0.22950300091,15,1,2,35.8831,,4066.0,,10.87168,0.15519
1201,100400610,310.824100284,35.1903273124,10.9103,13.991264,1694.177521,0.09596,0.27520816288,15,1,2,7.98716,,5178.0,,27.66305,0.26126
1216,100400978,310.697385545,35.1027753301,11.8908,0.247239,1684.329106,0.31616,0.0029174201999999996,15,1,2,20.3707,,4082.0,,10.79674,0.2714
1218,100401032,310.830259932,35.0977791145,12.6987,0.186128,1683.729193,0.00469,0.07941895632,15,1,2,1.2664,0.99,5590.0,4.22856,20.21816,-0.66662
1221,100401073,310.77722057,35.0886698049,13.334,0.930572,1684.286381,0.00214,0.09792409156,15,1,2,1.27525,1.12,6030.0,4.2761,12.19012,0.35961
1225,100401190,310.801481411,35.0433607777,12.2965,11.691259,1685.059774,0.01453,0.14321792275,15,1,2,10.4233,,4931.0,,10.65592,0.10596
1226,100401195,310.813581494,35.0369769706,13.3658,7.480703,1685.228999,0.00764,0.44816891673,15,1,2,8.28378,,4426.0,,10.49912,-0.00114
1232,100401325,310.831002147,35.0115768576,10.8073,0.313211,1683.840335,0.00398,0.026936145999999998,15,1,2,77.9698,,3596.0,,9.43902,0.23145
1238,100401439,310.773238326,34.9939894238,13.3597,13.182823,1694.5013,0.01485,0.31335570271,15,1,2,1.91822,1.9,7935.0,4.15102,15.76853,0.32484
1248,100401569,310.787683666,34.9340524612,11.7545,13.583727,1687.471354,0.69222,0.14439501801000001,15,1,2,10.8201,,4671.0,,13.56775,0.24476
1269,100401986,310.829199355,34.8379397882,11.8553,10.611492,1694.151573,0.04865,0.13391702904,15,1,2,5.79153,,4705.0,,20.00504,0.20925
