num,tic_id,RA,Dec,Tmag,Period,Epoc,Transit_Depth,Duration,Sectors,Camera,CCD,star_rad,star_mass,teff,logg,SN,Qingress
145,136324649,303.98478,38.06573329,12.4813,0.899322,1683.899385,0.01132,0.068924038,14,1,1,6.15669,,4443,,10.35446,0.21705
165,87323240,303.9862115,37.02988694,11.492,0.656267,1684.03684,0.01877,0.12788675,14,1,1,1.36778,1.082,5930,4.20026,20.49037,-0.06281
171,202569413,304.041217,36.54758968,12.5233,2.0381,1684.061766,0.01115,0.091082689,14,1,1,,,,,17.74993,0.17735
197,85709538,304.1385962,37.549713,10.4283,0.746544,1683.807709,0.00051,0.244649934,14,1,1,0.989774,0.76,4739,4.32781,18.37419,0.39503
203,328521572,304.1773083,38.0400405,12.7929,0.730572,1684.087138,0.00197,0.072721137,14,1,1,,,,,9.64985,0.16517
206,41452056,304.2112932,38.29091548,11.3174,12.168192,1684.839085,0.02199,0.234359378,14,1,1,76.0414,,4000,,31.25797,0.54698
230,170069761,304.1516851,40.63946173,11.9441,1.429183,1684.097235,0.00535,0.151093227,14,1,1,1.08931,1.288,6408,4.47368,16.7365,0.17914
261,105514947,304.2913563,39.12326933,11.687,0.484044,1684.040039,0.01358,0.049154668,14,1,1,19.5611,,4666,,10.49688,0.19117
263,170448091,304.3329777,38.90974617,12.9649,1.059739,1683.787112,0.01761,0.149009901,14,1,1,1.37475,1.34,6509,4.28872,19.29471,0.2524
269,184419083,304.2377801,38.67163989,11.7231,0.191683,1683.837201,0.0457,0.085486784,14,1,1,,,,,43.68388,-0.35842
270,136528860,304.3359973,38.66256684,12.3736,1.485433,1683.978277,0.48566,0.156104154,14,1,1,1.11475,1.31,6451,4.46098,163.38464,0.47029
278,103874371,304.2837815,38.27509924,12.3176,0.711822,1684.141466,0.01464,0.119066466,14,1,1,2.13806,0.97,5534,3.7648,19.98881,0.37812
281,40965495,304.2302734,37.94680921,12.975,14.00237,1691.084498,0.35407,0.71034023,14,1,1,2.80191,1.52,6939,3.725,68.91879,0.32843
287,172559306,304.274744,37.86598654,13.1365,2.033682,1684.764546,0.14915,0.376800601,14,1,1,18.3343,,4393,,118.70691,0.52609
291,313012368,304.3483841,37.62408814,13.4748,0.357655,1684.037636,0.00954,0.053945104,14,1,1,10.2968,,4939,,18.75459,0.02702
296,100231485,304.2267734,37.26652767,10.6999,7.027007,1690.178054,0.04402,0.279674879,14,1,1,80.8241,,3765,,16.13064,0.21244
328,92776377,304.4581458,37.6219763,11.9266,0.422933,1683.75325,0.07439,0.106397255,14,1,1,2.48651,0.95,5458,3.62461,54.3577,-0.07397
335,91452594,304.4223383,38.51304463,12.4493,1.117378,1684.21759,0.0027,0.162578499,14,1,1,1.52594,2.54,9938,4.47583,9.12481,0.09998
340,41066284,304.3732652,38.8634527,9.8564,7.065653,1683.773438,0.58454,0.05680785,14,1,1,10.5242,,5078,,23.36702,0.18167
341,313019700,304.3886938,38.99837509,12.4357,0.284044,1683.835621,0.00542,0.048364172,14,1,1,10.944,,4410,,12.43651,0.05431
342,87314260,304.4491565,39.00309351,13.0574,12.60142,1690.059302,2.80647,0.169867142,14,1,1,2.36136,1.38,6615,3.83162,31.92317,0.20477
349,15248297,304.4891381,40.16712139,9.67941,2.496371,1685.569634,0.0094,0.183483269,14,1,1,1.69767,2.318,9154,4.34348,15.11478,0.21976
351,280166692,304.4721577,40.4723102,12.9018,12.460241,1695.93882,0.00331,0.161110916,14,1,1,1.60569,2.33,9205,4.3941,10.74745,0.15645
352,15779585,304.4203207,40.57782567,12.9294,0.578489,1683.866465,0.04158,0.063992453,14,1,1,13.6413,,4369,,12.13061,0.18783
362,169822598,304.6146876,41.50984347,11.0562,13.983222,1691.273622,0.04397,0.814662514,14,1,1,13.9348,,9010,,48.55433,0.16162
365,274762528,304.6143165,40.9425042,7.8795,0.360433,1683.749273,0.02567,0.064485068,14,1,1,,,,,23.17988,-0.06701
391,41454608,304.5664264,38.09747271,11.0359,11.800446,1690.873011,0.10483,0.15505786,14,1,1,11.9417,,4704,,36.54245,0.22253
404,103621141,304.5319649,36.74871714,12.5179,2.225027,1684.886727,0.01547,0.106934798,14,1,1,4.95598,1.77,7605,3.29578,18.02868,0.17963
416,58454273,304.8961646,41.42955017,11.8036,0.197933,1683.804745,0.00723,0.018249423,14,1,1,1.79709,1,5635,3.92893,10.70288,0.2845
421,84729571,304.864191,40.88825793,11.1919,0.222239,1683.875347,0.02741,0.018612516,14,1,1,36.5988,,5683,,13.23036,0.16434
424,41695268,304.8305309,40.78133934,12.9666,0.509739,1683.698365,0.00774,0.046029432,14,1,1,16.4663,,5928,,9.13287,0.01961
448,199115064,304.915617,37.64890456,12.0124,0.415989,1683.880459,0.0605,0.151844305,14,1,1,11.5698,,4710,,68.51117,-1.00543
462,186224637,298.6265502,29.84748862,10.5274,7.06951,1690.603698,0.05375,0.178434432,14,1,1,58.6612,,4013,,23.58292,0.18102
473,58551537,305.0999467,36.20200241,11.7539,0.413211,1684.102131,0.00854,0.076952285,14,1,1,,,,,32.19563,-0.23351
479,42006344,305.0958789,36.69629135,11.9568,0.30835,1683.853889,0.00128,0.045105438,14,1,1,2.0287,0.96,5482,3.8059,13.27131,0.07011
489,90243132,305.0676301,38.19955546,13.3358,6.728549,1687.914039,0.05057,0.163907454,14,1,1,,,12757,,63.22886,0.36549
490,170441508,304.9949367,38.2091551,13.2903,0.725017,1683.984177,0.00423,0.071551928,14,1,1,13.917,,4394,,10.63379,0.20493
517,40473819,304.9683442,41.47686905,12.4525,7.088907,1690.67808,0.08895,0.26604668,14,1,1,1.07686,1.05,5813,4.39494,26.52975,0.27471
534,64929726,305.1305604,38.61580373,11.0527,1.550711,1684.675941,0.05613,0.103758073,14,1,1,96.6215,,3804,,25.59713,0.18708
549,15127886,305.1271643,37.28603921,13.3229,2.907549,1683.902446,0.01543,0.166631633,14,1,1,16.6066,,4765,,17.60213,0.2305
562,100159066,305.3535485,37.37579581,13.0441,0.791683,1684.164103,0.00145,0.090837707,14,1,1,5.57731,,6773,,14.25847,0.22065
577,87188915,305.2803232,39.17183697,12.6093,0.365294,1683.782597,0.01731,0.098651298,14,1,1,12.9757,,4739,,44.27143,-0.39155
581,170647420,305.3566582,39.80959134,10.0077,1.349322,1684.094069,0.00396,0.140302502,14,1,1,1.97366,2.14,8577,4.17794,13.07027,0.16141
587,427750670,305.3817574,40.91218369,13.4127,1.740989,1683.760389,0.00966,0.153886018,14,1,1,1.11113,1.01,5662,4.35086,21.8937,0.37417
596,43065925,305.5120614,41.48497688,10.4286,0.822933,1684.054499,0.01046,0.109334878,14,1,1,3.59086,,5220,,12.98643,0.09788
599,360029257,305.5394551,40.84006767,12.5519,0.330572,1683.822254,0.00055,0.045827196,14,1,1,1.34064,1.07,5880,4.21283,9.64688,0.09996
607,92425101,305.5345042,39.70799291,12.5876,0.965294,1683.727111,0.00367,0.107321387,14,1,1,8.97215,,8163,,11.09296,0.03735
608,102855741,305.4631249,39.63096633,9.494,0.693072,1684.0984,0.01292,0.065661641,14,1,1,23.5055,,8305,,11.41523,0.14346
610,202559533,305.5095408,39.56297239,12.1004,0.146544,1683.800962,0.00358,0.025687698,14,1,1,60.1542,,4446,,12.5196,-0.05373
617,43306705,305.5470252,38.58033401,13.3918,1.181267,1684.771955,0.08765,0.200425572,14,1,1,2.43604,2.64,10273,4.0863,40.91602,0.42991
624,13781880,305.4758462,37.51308305,12.2431,0.525017,1684.154096,0.01937,0.121803944,14,1,1,1.15887,1.14,6085,4.3669,34.02646,-0.15444
627,104676951,305.4212483,37.31423407,10.4512,2.046234,1683.765059,0.2978,0.179516109,14,1,1,9.42308,,6377,,52.88184,0.04936
674,12912875,305.7814169,41.68535448,12.2869,3.077304,1686.775172,0.00303,0.151341811,14,1,1,,,,,9.29747,0.22419
696,83299119,305.7827813,38.70805029,12.9042,2.621187,1685.645472,0.00458,0.14437498,14,1,1,26.1797,,4283,,16.17911,0.30179
708,12920495,305.8426547,37.28829252,11.9337,0.460433,1683.734652,0.00666,0.177110158,14,1,1,1.77898,1.082,5931.07,3.97195,34.5165,-0.40896
709,312894030,305.8324015,37.25055526,13.2714,0.288905,1683.966859,0.02434,0.053502317,14,1,1,,,,,36.66072,-0.12991
710,91935597,305.8531152,37.2317423,11.5995,5.8406,1688.284156,0.005,0.063604134,14,1,1,,,12964,,9.51551,0.23153
716,360137938,305.7277685,36.50233214,11.6565,1.466683,1684.373633,0.00229,0.114386607,14,1,1,6.12051,,4761.3,,14.54574,0.19898
732,40366589,305.9873334,38.2729994,9.4173,7.054057,1683.809725,0.11851,0.134591408,14,1,1,13.2237,,6988,,21.8538,0.19362
733,89276646,305.8975409,38.2807427,13.3946,0.329183,1683.844849,0.01945,0.051938494,14,1,1,,,,,15.81208,-0.0542
739,57398894,306.009429,38.6605827,11.0771,10.836965,1694.212412,1131.39204,0.162771214,14,1,1,11.6128,,6236,,37.1697,0.27558
747,64320229,306.0117097,39.54151374,7.8607,4.592605,1687.882763,0.01484,0.184163461,14,1,1,6.02401,,11387,,50.49218,0.36745
759,15077186,306.0699307,41.69412267,11.5216,6.674465,1690.415811,0.0181,0.236609784,14,1,1,,,,,80.37104,0.41196
765,169647315,306.1523773,40.8866773,11.8905,0.407655,1683.753123,0.00375,0.053769694,14,1,1,0.812147,0.968,5512,4.60467,11.37677,0.14916
781,16847955,306.0252227,36.90808133,11.3245,0.9521,1684.393949,0.01266,0.151431505,14,1,1,1.04764,1.209,6241,4.48007,13.00426,0.13978
791,41452942,306.1949558,36.3247726,13.001,2.823922,1685.225539,0.00532,0.049079764,14,1,1,1.49161,1.99,8153,4.38961,10.7607,0.28477
858,13009612,306.3510249,35.93561428,12.1915,1.013211,1683.814515,0.00506,0.123003815,14,1,1,0.997535,0.894,5238,4.39155,10.20912,0.13746
881,356159205,306.5292225,39.64668921,12.9032,11.754577,1690.909583,0.03452,0.14422866,14,1,1,5.35382,,9430,,27.64136,0.07172
894,87186470,306.4724471,41.38426397,10.9794,0.394461,1683.843561,0.00126,0.063492443,14,1,1,1.09758,,6237,,11.08702,0.05249
902,230501841,306.6279161,41.32587695,13.4931,0.291683,1683.789103,0.01199,0.021103265,14,1,1,,,,,14.73084,0.01307
920,381125670,306.6997081,38.06986065,13.0941,1.731267,1685.19559,0.04619,0.259274546,14,1,1,3.11783,1.78,7621,3.70078,91.28021,0.45357
934,172380746,306.8556824,36.76033221,10.9911,0.961128,1684.401905,0.02471,0.156164077,14,1,1,1.61073,1.569,7079.91,4.21964,25.12649,0.36556
937,171779984,306.8197171,37.2317375,12.1801,1.379878,1684.257299,0.00333,0.110031472,14,1,1,1.536,1.58,7124.84,4.26394,22.4027,0.29428
941,168814869,306.7821451,38.36267407,11.7486,0.861822,1684.223603,0.0081,0.040445306,14,1,1,1.36173,1.352,6544,4.30086,9.41174,0.18768
947,64310016,306.8613671,39.01576372,13.1993,2.787774,1684.919187,0.46594,0.253520168,14,1,1,1.13756,1.06,5866,4.35142,52.89825,0.38608
958,171015746,306.8710231,40.77792282,12.7708,0.581267,1684.065576,0.00401,0.055516811,14,1,1,1.96408,1.25,6323,3.94866,10.02853,0.19404
960,172435079,306.8930286,41.11183306,13.4832,3.317774,1685.997961,0.00713,0.164329346,14,1,1,18.1715,,4309,,21.17934,0.21116
964,274348473,306.8284104,41.23253476,13.4322,0.166683,1683.844577,0.01158,0.013699676,14,1,1,1.6744,1.13,6055,4.04343,10.94099,0.26199
984,103358401,306.957963,38.62907,12.829,0.509739,1683.739616,0.04874,0.174320543,14,1,1,,,,,92.24921,0.48843
985,170832761,306.9393983,38.46148918,12.6528,2.197078,1685.103402,0.03819,0.16223224,14,1,1,1.5641,1.14,6096,4.10644,22.75377,0.30184
995,274628953,307.030243,37.49831202,11.6064,0.644461,1684.061046,0.07062,0.138191772,14,1,1,0.683211,0.68,4352,4.60147,36.44022,0.43262
999,170443345,306.9582379,36.49516198,8.9455,2.180048,1684.976948,0.00371,0.293957672,14,1,1,7.27982,,9280,,15.93959,0.36335
1019,188647250,307.168323,38.03115302,12.0867,6.984983,1689.413745,0.23229,0.240912064,14,1,1,4.28866,1.17,6156,3.24161,15.97397,0.34639
1020,274761347,307.1764426,38.09230443,12.8092,2.800134,1685.358562,0.01184,0.035645706,14,1,1,31.1919,,3984,,12.93035,0.15102
1023,83403434,307.1434247,38.421365,12.5089,0.878489,1684.471305,0.06473,0.231279799,14,1,1,20.9964,,3360,,182.33447,0.42738
1032,378903982,307.138061,40.05390037,11.4995,0.376405,1683.79781,0.08056,0.094850296,14,1,1,,,14627,,95.65065,0.44455
1041,193890949,307.0758938,41.3345717,12.5379,1.855572,1685.513923,0.01236,0.101685346,14,1,1,8.33538,,7288,,15.30599,0.24744
1080,12992670,307.4756769,37.94160872,12.8479,1.611128,1685.315174,0.15233,0.174742943,14,1,1,1.16822,1.37,6579,4.43974,125.64601,0.40608
1084,87803771,307.4150479,38.48796461,13.1427,4.391734,1684.864163,0.5052,0.291040212,14,1,1,1.02392,1.11,6022,4.46286,95.78551,0.5521
1088,405944129,307.3831624,39.35640839,9.58705,7.151442,1690.440021,0.0328,0.278048065,14,1,1,1.69744,2.385,9387,4.35597,11.01322,0.10566
1095,172067539,307.3920322,40.79615236,12.8926,0.898628,1684.004492,0.03276,0.076032915,14,1,1,1.38246,1.27,6370,4.26057,26.00997,0.20735
1100,64638498,307.4132447,41.70852969,11.9006,0.5021,1683.981607,0.00673,0.102182371,14,1,1,1.92346,1.34,6525,3.997,30.44312,0.36007
1115,138725380,307.5207584,37.51237973,13.0227,0.206267,1683.719278,0.00639,0.057620686,14,1,1,,,3138,,15.72183,-0.40732
1135,173072738,307.8123939,37.64212372,13.4202,0.24585,1683.92376,0.02569,0.114890622,14,1,1,0.991428,1.1,5988,4.48694,36.16493,-0.53372
1137,87195961,307.7337722,37.83692726,13.4711,0.957655,1684.60119,0.02201,0.06017904,14,1,1,1.63725,1.28,6392,4.11705,28.45495,0.00194
1145,89757440,307.807428,38.919159,12.902,1.22085,1684.668027,0.0488,0.154461942,14,1,1,,,,,21.64531,0.34332
1159,43069092,307.9482248,41.11057523,8.12219,0.404878,1683.990202,0.01112,0.060221554,14,1,1,3.19311,1.323,6482,3.5512,10.44027,0.03013
1163,40212690,307.9184248,39.71234732,13.3327,0.325711,1683.83816,0.03075,0.06271891,14,1,1,1.03065,1.3,6429,4.52579,21.56699,-0.12343
1177,103495595,307.9525728,36.04506463,12.8251,4.819875,1683.793721,0.02432,0.103482716,14,1,1,,,,,15.70708,0.22112
1185,40379698,308.0882156,36.77633539,10.0362,1.981643,1684.906833,0.01642,0.154409623,14,1,1,11.4008,,4615,,12.18021,0.24613
1192,65231398,307.9808772,37.64116233,13.2895,6.529528,1687.606444,0.00349,0.071433036,14,1,1,5.92842,,5863,,10.28496,0.1722
1195,102152437,308.0463923,38.76951863,11.2077,0.18335,1683.727067,0.07017,0.0707731,14,1,1,1.7109,2.08,8412,4.28968,69.63022,-0.53515
1227,136787561,308.1533899,39.61384613,11.8861,2.984678,1685.188097,0.02276,0.265158794,14,1,1,1.78577,1.4,6654,4.08055,79.76957,0.27702
1230,40735974,308.2534122,37.43577454,12.6729,2.20443,1683.831434,0.19464,0.312852706,14,1,1,,,,,67.20112,0.34112
1235,91452570,308.1325848,36.7127568,12.3366,0.459044,1683.743821,0.01345,0.073102757,14,1,1,1.04571,1.28,6393,4.50645,14.60374,0.02363
1242,58448028,308.3595685,36.10381714,12.7277,0.288905,1683.733933,0.00348,0.033215408,14,1,1,1.83446,1.68,7371,4.13636,9.5976,0.13189
1244,100401195,308.3025649,36.40209378,13.1852,7.367934,1685.19497,0.01152,0.403910142,14,1,1,35.7768,,4491,,10.59095,0.02142
1249,83214093,308.3964652,37.30784562,12.6071,0.213905,1683.782972,0.0135,0.101662629,14,1,1,,,,,26.96744,-1.2467
1253,193888475,308.3610681,37.84495762,13.0536,0.395155,1684.025278,0.34463,0.09894286,14,1,1,0.937472,1.054,5843.07,4.51699,39.70839,0.42263
1255,43782199,308.3166629,37.99447629,12.6985,0.879878,1683.916668,0.02456,0.120569682,14,1,1,1.9849,1.37,6577,3.97931,14.99844,0.11577
1256,42835987,308.3602257,38.02460039,13.3597,0.675711,1684.189923,0.40713,0.083625993,14,1,1,14.2308,,4624,,600.9944,0.44049
1261,40363945,308.3191817,39.70003212,12.6413,13.935159,1691.41013,0.01228,1.010438379,14,1,1,1.93836,0.96,5489,3.84547,15.88064,0.16922
1270,64152797,308.2794127,40.91703322,12.7661,14.005602,1694.163607,0.04889,0.200980389,14,1,1,11.5487,,3686,,11.64325,0.17577
1271,355899540,308.2922864,41.16743958,12.7091,0.241683,1683.915703,0.03016,0.040501237,14,1,1,13.1412,,3679,,12.9113,9.00E-05
1278,274342549,308.3521138,41.68314352,12.2017,1.184739,1684.461824,0.00446,0.134029523,14,1,1,1.98656,1.54,7015,4.02938,23.73669,0.33276
1285,355753237,300.1530698,41.43694412,11.7488,0.850017,1683.793247,0.00772,0.133061661,14,1,1,2.50383,1.34,6521.98,3.76796,25.13558,0.37135
1295,91818811,300.0388003,40.45554197,13.472,1.443072,1684.598823,0.00864,0.143470218,14,1,1,2.43257,,4914,,11.01713,0.20683
1297,161871848,300.1503473,40.41258228,11.9511,1.300711,1684.10757,0.0051,0.152794521,14,1,1,9.82675,,4755,,19.95192,0.39575
1313,103356774,300.1235588,39.3413963,12.667,11.16495,1687.686388,0.05557,0.126163935,14,1,1,12.7308,,4784,,24.26859,0.2157
1331,102223485,300.0866342,37.85917609,11.3207,2.69473,1683.835552,0.00598,0.249073894,14,1,1,16.3477,,4361,,14.85097,0.15864
1342,15795609,300.0307304,37.0618231,12.88,0.369461,1683.864193,0.00508,0.087783934,14,1,1,1.55022,1.02,5731,4.06588,23.47235,-0.18937
1344,102855834,300.073373,36.89529335,12.4367,1.134044,1684.373973,0.04668,0.151667045,14,1,1,51.1789,,3907,,15.7597,0.13655
1370,273629505,300.4055938,40.27890351,13.4184,3.035538,1685.105575,0.02666,0.151442991,14,1,1,2.08297,1.07,5891,3.83009,10.18044,0.19705
1375,12261073,300.4028097,40.14722321,12.2553,7.088899,1690.429069,0.12869,0.179632701,14,1,1,1.42059,1.42,6702,4.28542,32.40026,0.26701
1377,83296091,300.4351085,39.77242932,12.2505,0.598628,1684.181853,0.00928,0.068644673,14,1,1,53.6958,,3953,,11.61127,0.14232
1378,312366523,300.3663419,39.75926892,10.9507,0.717378,1683.781699,0.02559,0.157155998,14,1,1,33.9529,,4053,,29.13773,0.40116
1390,16311967,300.3431291,38.11286715,13.2529,0.097239,1683.684011,0.00548,0.004763739,14,1,1,12.801,,4453,,11.23003,0.21397
1414,40967799,300.382346,36.41116713,12.8583,7.027107,1683.867175,0.00443,0.125293318,14,1,1,3.3102,2.16,8639,3.73281,15.55905,0.18782
1420,86307470,300.4136239,36.05384506,13.0611,0.3521,1683.855295,0.00961,0.03795638,14,1,1,2.99019,2.08,8387,3.80473,12.50492,0.14808
1423,105014909,301.013894,41.94051418,12.6623,1.656961,1684.245317,0.02068,0.14531548,14,1,1,,,,,11.39037,0.15815
1429,42363678,301.0409152,41.15939958,12.3222,0.727794,1683.766995,0.00587,0.10238606,14,1,1,1.64114,1.52,6953,4.18962,17.86924,0.20729
1433,406134279,301.0238077,40.85985224,12.0114,0.435433,1683.696685,0.04018,0.05192974,14,1,1,114.93,,3521,,9.65232,0.01876
1441,42120764,301.0147521,39.95654416,9.4549,0.18335,1683.838359,0.08205,0.066682562,14,1,1,1.71733,,7068,,67.36136,-0.25044
1450,313015817,300.9337445,39.16830241,13.4872,1.072933,1684.087159,0.06998,0.14668067,14,1,1,14.5927,,4879,,70.49342,0.07145
1452,91942247,300.9889862,38.86857502,12.4631,0.526405,1684.126973,0.02024,0.072712323,14,1,1,22.0933,,4461,,12.21541,0.32064
1453,40470631,301.0042655,38.77781376,11.6083,3.781897,1684.398061,0.07425,0.306295838,14,1,1,1.12897,1.272,6376,4.43719,39.94304,0.24971
1489,184210310,300.9287061,36.28828123,13.1769,2.440212,1684.140448,0.11759,0.145778265,14,1,1,4.48076,1.5,6908,3.31146,115.36182,0.28898
1500,41688764,301.1966055,36.36834384,13.4155,0.454183,1683.875809,0.01037,0.067936693,14,1,1,24.0521,,4941,,13.55409,0.09684
1502,89887045,301.1378564,36.6506161,10.591,0.9646,1683.95834,0.00638,0.086215948,14,1,1,1.17548,1.045,5812,4.31676,11.48235,0.19465
1503,171660894,301.174588,36.73314526,11.7682,1.388211,1684.82118,0.0472,0.076879125,14,1,1,12.9155,,5021,,16.29336,0.2045
1513,40835236,301.1403143,37.95685622,13.4929,0.963905,1683.788893,0.00591,0.131871843,14,1,1,1.188,1.23,6292,4.37834,12.45228,0.10857
1514,16741221,301.1959548,38.04690892,12.1064,1.043767,1684.055308,0.04703,0.212886717,14,1,1,1.50124,1.43,6718,4.2405,24.49195,0.40573
1525,43650870,301.1218841,38.64009297,13.0658,0.286822,1683.877598,0.00948,0.041807175,14,1,1,2.95589,1.27,6369,3.60049,15.53859,0.13273
1526,171874081,301.1560912,38.75433598,12.0621,0.860433,1683.737756,0.01934,0.103277773,14,1,1,23.9336,,4278,,12.43538,0.16032
1528,15255191,301.1327046,38.81902777,12.9275,0.495155,1684.013774,0.0118,0.246156405,14,1,1,2.3295,1.04,5805,3.72058,27.10407,-1.00964
1536,202685364,301.195187,39.57528964,11.6443,0.451405,1684.096924,0.00482,0.119599755,14,1,1,11.8987,,4685,,19.63331,-0.17338
1537,57399454,301.1406765,39.68936318,12.8242,10.947193,1694.209592,0.01761,0.251675967,14,1,1,2.2158,1.73,7504,3.98505,23.06504,0.18805
1540,87926556,301.1126042,39.91043418,12.5885,0.977794,1684.432222,2.60839,0.051686191,14,1,1,3.31275,1.25,6338,3.4946,30.27522,0.36317
1562,41439562,301.4408065,36.19619791,13.4975,7.210747,1690.532271,0.00312,0.055883289,14,1,1,3.03134,2.55,9966,3.88134,10.60292,0.25829
1565,1967692479,301.5051583,36.2867975,11.9554,0.460433,1683.737283,0.03348,0.177768577,14,1,1,21.4245,,4490,,32.44505,-0.95653
1579,105010236,301.5151397,37.50587584,12.2307,7.081134,1690.364734,0.04277,0.196430657,14,1,1,148.254,,3714,,11.66931,0.23039
1584,41682551,301.4384852,37.60719276,11.6562,7.057908,1683.806516,0.03772,0.048487828,14,1,1,25.2585,,4663,,14.83688,0.09884
1595,168923558,301.453335,38.465695,13.477,2.364018,1685.24484,0.01862,0.135505512,14,1,1,,,,,13.93015,0.1865
1605,239220923,301.4377462,39.20710931,11.3326,4.012844,1685.774555,0.02293,0.189446365,14,1,1,56.1126,,3790,,43.09139,0.41606
1609,273629575,301.4927936,39.43998449,11.1029,3.03303,1685.114833,0.4863,0.164572208,14,1,1,7.06882,,5183,,67.20595,0.18935
1614,171102486,301.5072314,39.7133552,12.3902,0.266683,1683.929348,0.01515,0.036279555,14,1,1,58.2818,,4036,,16.98601,0.08824
1618,328674430,301.4022909,40.00536047,11.6855,0.384739,1683.862902,0.01452,0.063928232,14,1,1,29.9921,,4076,,14.0251,0.07136
1649,378490157,301.583616,40.91169583,13.452,2.090607,1684.238879,0.07885,0.270001894,14,1,1,8.76261,,4771,,48.07062,0.39406
1670,59024362,301.5917873,38.8353369,13.0378,1.051405,1683.79992,0.03919,0.103805216,14,1,1,13.5859,,4756,,18.58925,0.21017
1673,356043216,301.6308093,38.71986993,13.1795,7.092796,1690.749739,0.10243,0.18044073,14,1,1,2.73808,1.73,7510,3.80122,23.44375,0.22613
1675,86833203,301.6361791,38.64915616,13.2405,0.580572,1684.12649,0.06852,0.090139609,14,1,1,58.4138,,3733,,93.29707,0.42103
1678,41916289,301.6041331,38.43231434,11.8339,7.061777,1683.817987,0.0048,0.057906571,14,1,1,3.4553,1.78,7634,3.61152,10.89652,0.24277
1679,312245589,301.6439216,38.24058921,12.7568,1.1396,1684.772465,0.00664,0.144581052,14,1,1,2.05875,1.32,6469,3.93144,11.52301,0.11766
1681,14104236,301.5388505,38.16732584,12.412,1.005572,1684.71628,0.03538,0.166784172,14,1,1,9.69663,,5012,,30.12867,0.43281
1688,312487231,301.5674573,37.67485267,13.2294,7.088907,1690.696325,0.07666,0.073582855,14,1,1,59.9438,,4471,,17.71994,0.28692
1690,380636442,301.6464635,37.51180915,13.1886,1.027794,1684.654159,0.01197,0.143161426,14,1,1,10.864,,4735,,18.45872,0.03911
1705,378828681,301.5626901,36.07967851,11.7869,0.822933,1683.763457,0.11393,0.10759026,14,1,1,17.1098,,5019,,18.70338,0.08923
1727,13125585,301.7617163,37.10351815,13.103,1.050711,1684.662955,0.00145,0.186459174,14,1,1,3.17135,2.87,11018,3.89346,9.91129,-0.07117
1728,43894816,301.7088318,37.11424427,12.9206,0.438211,1683.937407,0.00118,0.045126969,14,1,1,1.72814,1.24,6310,4.05633,9.17484,0.17476
1729,12504476,301.758053,37.11664373,12.2999,1.967503,1684.425732,0.00878,0.11793213,14,1,1,7.2451,,5079,,12.84285,0.21515
1739,42256323,301.7526594,37.66722166,13.492,0.579183,1683.770257,0.0018,0.118321295,14,1,1,31.0444,,4918,,20.2847,-0.13374
1740,171874348,301.7017996,37.87104868,13.3199,2.022692,1685.340792,0.85342,0.221505001,14,1,1,56.0644,,3409,,131.47486,0.45694
1752,104334680,301.7417691,38.69724903,13.056,2.710846,1685.333364,0.01163,0.179132704,14,1,1,,,,,10.9035,0.17547
