num,tic_id,RA,Dec,Tmag,Period,Epoc,Transit_Depth,Duration,Sectors,Camera,CCD,star_rad,star_mass,teff,logg,SN,Qingress
47091,11344768,301.7279938,34.82682458,12.1287,8.986274,1692.291871,0.04165,0.185027382,14,1,1,2.05494,1.41,6675,3.96169,63.80737,0.32672
47093,169647951,301.7304215,34.65527427,12.689,1.498628,1684.150104,0.09879,0.200021879,14,1,1,1.11359,1.07,5895,4.374,22.39436,0.2533
47095,42249714,301.817519,34.587032,12.905,1.657655,1685.022999,0.04322,0.083496082,14,1,1,,,,,10.20094,0.20716
47110,139041368,301.749867,33.52992171,11.955,7.077312,1689.831876,3.78519,0.598032864,14,1,1,21.0014,,4352,,111.78975,0.19677
47117,378395477,301.7804795,32.6526138,13.0883,2.559255,1686.38902,1.75581,0.217664638,14,1,1,10.7487,,4784,,29.44792,0.14642
47136,40953151,301.960104,31.00667582,12.5333,13.935144,1691.225854,0.05869,0.642270787,14,1,1,9.91136,,5330,,31.38384,0.25042
47137,406197234,301.9052092,31.03943228,10.5974,0.209044,1683.810062,0.00125,0.072279053,14,1,1,19.4715,,4356,,13.85048,-0.01645
47141,42110901,301.8691254,31.39363585,13.4014,0.2396,1683.784389,0.01024,0.019517816,14,1,1,1.06576,1.013,5691,4.38836,11.92601,0.24948
47155,378824060,301.9399262,32.62814917,9.5952,0.493072,1684.125059,0.01223,0.060307636,14,1,1,64.3215,,3639,,10.01488,0.10465
47165,280166089,301.8744396,33.52565826,13.3921,2.296141,1684.624309,0.00363,0.157170851,14,1,1,14.6846,,4826,,11.23742,0.29163
47174,40614511,301.8922897,34.52738294,12.9628,7.06564,1690.6308,0.03633,0.215996615,14,1,1,10.5443,,5786,,19.00202,0.28558
47177,274493800,301.9179572,34.80904335,12.3667,1.753489,1684.495675,0.02429,0.160339034,14,1,1,2.24392,1.6,7153,3.94017,16.21581,0.25376
47184,83974165,301.9323471,35.42464316,13.4206,0.330572,1683.973675,0.0093,0.07451754,14,1,1,12.094,,5149,,12.92771,-0.34604
47214,378484580,302.0752666,34.86487644,11.6592,0.6771,1684.284436,0.00447,0.102824406,14,1,1,12.1847,,5159,,14.45647,0.07652
47221,356041447,302.0918808,34.37897023,13.1677,0.998628,1683.892025,0.01927,0.107012976,14,1,1,7.82179,,5322,,14.14082,0.17765
47224,170650440,302.0244166,34.08146331,8.1964,14.005602,1694.152603,0.01485,0.141596636,14,1,1,,,3086,,14.90719,0.2189
47230,42951386,302.0165237,33.36451169,11.8429,1.126405,1684.051876,0.00435,0.230270974,14,1,1,2.16985,1.43,6717,3.92054,30.35347,0.57753
47245,171415300,302.1293367,31.53613137,13.4307,0.263211,1683.797828,0.0162,0.026576415,14,1,1,10.4208,,4361,,11.14761,0.21624
47249,313409291,302.1403092,30.76854563,13.2211,4.618842,1684.14207,9.00E-05,0.184984622,14,1,1,1.02621,1.005,5661,4.41777,9.78338,0.18485
47250,312363137,302.1340795,30.68785771,9.64316,0.915294,1684.48543,0.01745,0.126338031,14,1,1,2.08105,2.158,8631,4.13555,11.10519,0.10086
47258,102233536,302.2776834,31.45738575,11.9792,0.5396,1683.762111,0.00486,0.071858532,14,1,1,1.80164,1.49,6861,4.09992,12.24755,0.10286
47260,274642207,302.1938837,32.00429162,13.1772,0.438905,1683.91569,0.01622,0.056465128,14,1,1,38.1956,,3441,,10.38663,0.17884
47266,138969296,302.2318123,32.63957265,13.2334,13.887602,1690.954497,0.16234,0.113600584,14,1,1,1.10342,1.02,5709,4.36119,28.21145,0.24905
47289,84249422,302.2200595,35.13620054,13.3744,0.163211,1683.756236,0.00312,0.0214802,14,1,1,2.77828,1.11,6005,3.59584,9.26039,0.03684
47295,64815197,302.1639254,35.52495365,13.4466,0.465294,1684.050071,0.00277,0.074940252,14,1,1,2.98384,2.28,9010,3.84645,11.0587,0.13053
47300,202558055,302.2285732,35.81414799,13.0218,0.684044,1683.796454,0.03776,0.086914631,14,1,1,9.73922,,5040,,37.89578,0.39505
47309,105168403,302.43688,31.39307216,13.113,0.522239,1683.800121,0.0406,0.111247352,14,1,1,1.67228,1.31,6465,4.10872,22.4125,-0.06738
47311,168812389,302.4504784,31.65512939,13.062,0.335433,1683.95545,0.00066,0.053233217,14,1,1,,,,,12.08417,0.01836
47315,12495470,302.4741152,32.11140736,13.0899,0.513211,1683.712063,0.01444,0.191412307,14,1,1,2.49696,1.11,6014,3.68857,28.32563,0.45552
47316,40220495,302.468285,32.211231,12.633,7.073389,1683.74742,0.09206,0.110698538,14,1,1,,,,,22.27643,0.3126
47318,87581249,302.5217725,32.32558518,12.8007,0.950017,1683.967427,0.15494,0.204852166,14,1,1,,,,,117.69382,0.4464
47322,355745904,302.5409673,33.0538107,10.758,0.235433,1683.700868,0.00216,0.051103087,14,1,1,,,,,11.47842,0.13068
47331,171967747,302.4968491,34.00305417,12.4924,0.375017,1683.892186,0.01517,0.166938818,14,1,1,,,,,31.24974,-0.22542
47348,13969702,302.5319532,35.50021247,13.0662,0.386822,1683.784562,0.02317,0.073643172,14,1,1,1.18972,1.23,6282,4.37709,14.85805,-0.0676
47352,86441730,302.6355942,35.85411831,12.8684,7.069521,1690.800627,0.00685,0.152489568,14,1,1,11.3547,,4642,,15.13796,0.22671
47355,161282455,302.6188293,35.44904132,10.5064,1.590294,1684.640834,0.22951,0.32384747,14,1,1,43.517,,4043,,94.27491,0.3784
47358,427050060,302.6752152,35.09355349,11.908,0.151405,1683.696932,0.00918,0.03923812,14,1,1,13.502,,4816,,14.28173,-0.29335
47387,274347945,302.5723611,32.21530905,11.6403,1.9396,1684.259732,0.00265,0.14479114,14,1,1,2.3068,2.58,10050,4.12367,9.81986,0.23358
47419,83297010,302.8998656,34.19654546,13.3705,0.90835,1684.329792,0.01261,0.124716455,14,1,1,,,,,24.39649,0.39498
47424,184052225,302.9642617,33.59361367,13.0902,0.23335,1683.837338,0.00127,0.028587709,14,1,1,2.95915,1.64,7261,3.71058,10.56351,0.16391
47429,290443273,302.9550722,33.12946349,11.7337,10.136374,1693.694107,0.06057,0.254828442,14,1,1,2.02117,1.02,5732,3.83546,113.869,0.15327
47436,87322363,302.8637507,32.13845287,13.245,2.445844,1685.085193,0.00942,0.077190837,14,1,1,6.37611,,5170,,14.43122,0.19469
47444,59037595,302.9029922,30.83732506,12.374,0.15835,1683.811891,0.00856,0.037752224,14,1,1,,,,,18.13572,-0.36353
47458,87809378,303.0224203,32.10710168,13.0023,1.011822,1684.542379,0.01653,0.087330357,14,1,1,2.54868,1.37,6577,3.76216,15.42839,0.2047
47494,83404345,303.0374152,35.40629688,13.2293,0.368767,1683.974623,0.03893,0.07831136,14,1,1,1.83613,1.03,5764,3.9231,16.10804,-0.01315
47502,106109829,303.0327131,35.97260406,10.7701,0.713905,1684.221962,0.00139,0.097783568,14,1,1,31.1721,,4832,,16.46348,0.10776
47507,172869721,309.9028684,35.02080374,13.4086,1.047933,1684.486218,0.00276,0.071856766,14,1,1,2.14869,1.18,6170,3.8456,13.36881,0.17786
47508,91112677,309.879582,34.83255098,10.3936,0.09585,1683.702534,0.02272,0.010840635,14,1,1,77.4037,,3623,,13.04897,0.13017
47512,105753260,309.8688433,34.59979866,13.4048,7.392617,1688.193696,0.07891,0.285650721,14,1,1,1.56501,1.05,5818,4.07022,61.1031,0.35214
47515,14405439,309.8862121,34.10421116,12.7648,1.8271,1684.716176,0.002,0.158866345,14,1,1,2.95419,1.8,7681,3.75246,10.43366,0.31618
47520,43767838,309.9742688,33.37560479,12.4066,0.640294,1683.740082,0.09528,0.156481451,14,1,1,22.6085,,4117,,52.04284,0.43489
47530,202808195,310.0291915,33.03999148,13.1132,0.455572,1684.107725,0.00378,0.08737871,14,1,1,12.1819,,4554,,18.76085,-0.12719
47545,355910703,310.0013626,34.62963732,12.4378,0.704878,1683.765794,0.03846,0.129690503,14,1,1,1.12746,0.99,5581,4.3295,18.17032,0.08634
47551,103737334,310.0513381,35.50193193,12.9307,1.670155,1684.285671,0.12531,0.179508259,14,1,1,27.8789,,4390,,17.36635,0.17975
47561,1965804708,310.2435095,35.2485809,12.8046,0.566683,1683.850077,0.1072,0.197953706,14,1,1,7.52423,,7871,,60.86518,0.50088
47590,378489250,310.340473,32.80649437,11.6724,0.835433,1684.187714,0.00551,0.085798969,14,1,1,41.4138,,4183,,25.53879,0.24214
47595,381008998,310.3923703,33.39147827,12.6777,8.434223,1686.029095,3.23984,0.740103068,14,1,1,11.7805,,4717,,126.92962,0.08282
47598,136390344,310.383041,33.64214146,10.4003,0.8021,1684.077664,0.01533,0.127461711,14,1,1,9.98181,,4861,,47.27573,0.41536
47646,274347857,310.4475002,33.88727778,13.049,4.850213,1688.004134,0.00829,0.129403683,14,1,1,10.3929,,4557,,18.90435,0.21432
47662,239226987,310.6577744,32.20184831,11.3282,13.944865,1690.982409,0.08605,0.120204736,14,1,1,5.86405,,5019,,27.1166,0.20606
47667,274636187,310.650868,33.25683813,9.6908,1.0396,1683.884895,0.08722,0.192565108,14,1,1,32.2987,,4239,,67.83522,0.39672
47674,87817959,310.6751801,34.37787879,10.9038,1.025711,1683.999781,0.00518,0.211419551,14,1,1,11.7892,,4890,,25.92613,0.441
47677,273757519,310.658674,34.49804968,13.0337,7.07726,1690.663817,0.09601,0.207929899,14,1,1,38.0372,,4611,,24.32153,0.23191
47687,13554172,310.7394854,35.39227902,13.3181,1.5146,1684.189496,0.00143,0.16266804,14,1,1,22.7179,,4249,,9.8928,0.22767
47688,161565921,310.7152093,35.24676085,11.1716,0.274322,1683.813271,0.00787,0.041126354,14,1,1,26.938,,4302,,10.1327,-0.06287
47711,169183195,310.9630773,32.39072946,13.2229,0.128489,1683.721781,0.03149,0.049024978,14,1,1,1.02672,1.32,6479,4.53574,28.44265,-0.09393
47730,105746641,310.9394294,34.32828549,12.0703,0.099322,1683.775176,0.00542,0.051306766,14,1,1,14.3939,,4331,,25.91612,-1.00748
47745,378275236,299.3076989,34.68310569,10.4049,2.546317,1684.932154,0.00518,0.247578402,14,1,1,1.79204,2.63,10227,4.35133,11.88347,0.23877
47746,380303270,299.2481494,34.32483393,12.2701,0.411822,1683.861333,0.00368,0.04583167,14,1,1,24.8762,,4402,,10.61026,0.16472
47754,138574542,299.2932629,33.98928018,13.3369,7.069581,1683.774709,0.34641,0.052880466,14,1,1,45.204,,4216,,17.63869,0.13548
47773,184364019,299.2956234,33.03269469,12.3617,0.094461,1683.767614,0.03712,0.051949772,14,1,1,1.31113,1.03,5765,4.21561,44.84105,-0.15705
47778,408207693,299.3159991,32.75419793,13.2229,1.5646,1684.444028,0.00535,0.056935794,14,1,1,1.74791,1.75,7552,4.19607,9.69817,0.19301
47787,377916003,299.2373322,31.9121135,12.8654,13.84959,1691.027575,0.03196,0.161347724,14,1,1,7.04429,,5381,,9.56511,0.25209
47801,169822548,299.2860807,30.82078231,13.3875,6.161043,1684.800871,0.04878,0.095311335,14,1,1,,,,,20.23066,0.12184
47819,193277361,299.4476205,30.02502097,11.5142,7.081127,1690.221363,0.06022,0.203653213,14,1,1,1.80963,,7327,,30.77156,0.19591
47824,172761483,299.360564,30.32557632,12.7998,1.172239,1684.415814,0.05001,0.217051773,14,1,1,4.9733,2.37,9347,3.41953,78.61026,0.41401
47825,42012028,299.4073468,30.36279246,13.3694,0.568767,1684.210865,0.04618,0.114191351,14,1,1,2.27095,1.63,7259,3.93784,21.63623,-0.20645
47832,172422382,299.4232945,31.15550532,13.1102,0.368767,1683.788564,0.00091,0.050650147,14,1,1,1.62176,1.83,7763,4.28054,9.36946,0.09781
47843,172069837,299.4307063,32.2167265,11.4029,0.996544,1683.836035,0.1139,0.173996582,14,1,1,1.68538,1.359,6558,4.11789,76.10262,0.40279
47888,170558092,299.452934,35.64899056,13.0189,3.184479,1684.555837,0.01464,0.146199431,14,1,1,28.062,,3964,,14.92902,0.23052
47897,1878529451,299.5687655,35.67287431,12.1382,1.884044,1684.954756,0.07596,0.179813159,14,1,1,120.576,,3675,,44.67569,0.37312
47904,87084440,299.5309047,34.36317545,12.4419,1.531961,1684.936667,0.00404,0.127780867,14,1,1,,,,,58.1672,0.38854
47918,99898383,299.518608,33.15343307,10.5118,0.213211,1683.69189,0.00804,0.032265221,14,1,1,11.0147,,5168,,13.84031,-0.02214
47929,184528395,299.5817489,32.30451921,12.491,0.456267,1684.14585,0.05489,0.15654977,14,1,1,8.56778,,5163,,91.37788,0.46353
47934,40349565,299.516142,31.502312,12.347,0.372933,1683.978325,0.0019,0.04970451,14,1,1,,,,,9.29249,0.06597
47941,42597092,299.5271673,31.0975692,13.0298,0.674322,1684.099469,0.00044,0.114391984,14,1,1,2.0129,1.25,6337,3.92733,12.41786,-0.01676
47971,427742566,299.762235,30.390568,12.061,1.741683,1683.756663,0.0226,0.158684738,14,1,1,,,,,24.26809,0.29747
47973,86449452,299.6507625,30.40311064,11.9691,2.011056,1685.397327,0.00898,0.152377713,14,1,1,5.62792,,7335,,14.07109,0.21841
48016,13679507,299.7046433,33.68541342,12.6252,0.387517,1684.076946,0.00154,0.04970293,14,1,1,,,,,9.41491,0.05849
48024,105900420,299.7202919,34.3487678,12.4064,0.265989,1683.810928,0.00534,0.035576029,14,1,1,72.8348,,3893,,9.76219,0.01966
48028,40484367,299.7633363,34.51899394,13.1959,3.324841,1684.668551,0.01292,0.170930076,14,1,1,25.1487,,4484,,13.40634,0.22793
48029,170844980,299.652162,34.525745,12.368,2.647142,1685.637136,0.00272,0.204650548,14,1,1,,,,,14.08807,0.19963
48033,12668878,299.7480188,35.20634066,11.5195,1.072933,1683.952957,0.13612,0.207773475,14,1,1,68.1161,,3595,,60.68932,0.31906
48034,43888489,299.75916,35.25679085,13.4017,2.023422,1685.578366,0.00145,0.133383978,14,1,1,15.9371,,4893,,11.89235,0.20099
48054,274916495,299.9334577,31.09855324,11.8133,1.022239,1683.951366,0.00367,0.127043863,14,1,1,1.60663,1.97,8099,4.3207,14.10638,0.13286
48058,170558581,299.9077962,31.26294748,12.5013,0.652794,1683.936336,0.00607,0.059632732,14,1,1,,,,,11.61977,0.29884
48065,39888095,300.0453953,31.5168357,11.4432,0.769461,1683.819862,0.02579,0.153084266,14,1,1,58.2716,,3926,,16.69335,-0.06108
48075,136399620,299.9272873,31.95509249,13.2778,0.175017,1683.692237,0.01955,0.136336493,14,1,1,12.9712,,4517,,51.07691,0.41455
48101,82715172,299.961021,33.77511092,12.8902,12.68555,1690.205323,0.06484,0.196372314,14,1,1,18.094,,4711,,33.78846,0.40435
48131,42593905,300.1611061,34.37131516,13.4429,0.359739,1683.797897,0.00696,0.067627335,14,1,1,57.2189,,3457,,19.27991,-0.10739
48138,273745775,300.0757911,33.6920483,12.8982,2.288378,1684.496106,0.0324,0.210164636,14,1,1,12.1546,,4785,,96.37125,0.49012
48157,239227642,300.1296825,31.72638711,13.2917,14.002489,1691.280208,0.03771,0.792400853,14,1,1,14.0682,,4724,,30.67984,0.129
48160,42730289,300.1259547,31.67705326,11.8719,1.157655,1684.209228,0.0108,0.131660103,14,1,1,11.1933,,5194,,23.98384,0.30478
48162,276333501,300.1499584,31.45308187,13.0433,0.113211,1683.692863,0.0093,0.018579057,14,1,1,39.5967,,4562,,13.04576,-0.03992
48165,11480700,300.0674459,31.04803906,11.3467,0.404183,1684.063002,0.22573,0.071043246,14,1,1,1.36281,1.091,5958,4.20702,23.9224,-0.36972
48171,136126071,300.0604214,30.69830146,11.5054,0.921544,1684.57657,0.01113,0.227953124,14,1,1,4.54188,2.48,9719,3.51805,29.60161,0.46078
48178,85805747,300.179155,30.364717,12.335,0.700017,1683.757245,0.01486,0.190299621,14,1,1,,,,,26.58452,0.40423
48179,43306240,300.0627871,30.31088722,12.3163,1.232655,1684.339296,0.0112,0.155129632,14,1,1,,,,,16.89648,0.42574
48218,40626346,300.221434,32.25157855,13.4577,7.065647,1683.770493,0.11862,0.07546111,14,1,1,7.85687,,4478,,15.10098,0.22088
48224,194073110,300.2754389,33.01989556,13.4113,2.972451,1684.484961,0.00463,0.280004884,14,1,1,14.5731,,4129,,13.3761,0.38129
48243,16106237,300.1978003,34.6272252,12.5653,2.404923,1685.470032,0.24604,0.277624311,14,1,1,2.52189,1.05,5830,3.65581,25.67834,0.33761
48250,40735858,300.4161346,35.80961768,13.0828,0.606267,1683.960247,0.05587,0.158945019,14,1,1,2.62102,1.42,6703,3.75342,49.49887,0.62284
48251,106013680,300.3336547,35.76122653,12.3034,2.905182,1686.255435,0.00479,0.213559929,14,1,1,1.10335,1.297,6428,4.46558,13.57766,0.2532
48254,43880183,300.395004,35.49770983,13.3346,6.981192,1690.221487,0.00629,0.199033784,14,1,1,13.4276,,4910,,12.13917,0.31526
48258,92423317,300.4416041,35.14389729,11.5805,0.225017,1683.860031,0.01336,0.112490499,14,1,1,5.50545,,10111,,48.55841,-1.23318
48269,171780791,300.3466994,33.94934367,13.2944,2.901639,1683.895723,0.01293,0.10802802,14,1,1,14.0821,,4507,,10.25684,0.22572
48277,199114752,300.4654895,33.07181691,13.2653,0.302794,1683.848095,0.00769,0.044504662,14,1,1,2.07255,1.22,6265,3.89142,10.70895,0.11877
48282,63550960,300.4155499,32.5716655,11.4318,2.24588,1684.034714,0.00537,0.063715616,14,1,1,22.1742,,9348,,15.73014,0.21327
48285,84111269,300.3898781,32.3808671,12.5607,0.755572,1683.806218,0.00722,0.084049829,14,1,1,5.84132,,5961,,9.19713,0.17259
48286,84839610,300.3298199,32.30987473,9.63705,2.255984,1684.724839,0.02008,0.141653235,14,1,1,2.8377,1.332,6501,3.65664,14.14608,0.27794
48292,16846399,300.3897906,31.96479158,12.8551,0.416683,1683.956039,0.02383,0.038843189,14,1,1,2.53477,1.09,5950,3.66762,10.24714,0.23614
48301,172562121,300.3538198,31.3087517,13.3114,0.355572,1683.777081,0.01444,0.061705965,14,1,1,8.00102,,4121,,12.84553,-0.06459
48330,172435202,300.4789278,30.5997989,13.3506,0.454183,1683.773588,0.00419,0.12161204,14,1,1,2.7296,2.08,8398,3.88393,34.64752,-0.45926
48340,59521633,300.4968032,31.42921717,11.6015,8.668803,1690.937384,0.79967,0.177623773,14,1,1,57.9411,,3918,,21.25203,0.17734
48361,106132991,300.5384203,33.04440965,13.3899,0.399322,1683.790176,0.1714,0.083314542,14,1,1,35.5796,,3957,,39.48255,0.46133
48362,41455994,300.5354418,33.10735487,12.7902,11.800448,1690.875999,0.23283,0.121780623,14,1,1,1.84562,1.44,6735,4.06415,34.11519,0.09211
48372,105170334,300.5690833,33.3971075,11.9811,2.273809,1684.092474,0.29312,0.239955064,14,1,1,2.8261,1.7,7428,3.76614,87.74168,0.39101
48380,275957256,300.4695869,34.10301465,12.7874,0.37085,1683.718445,0.01948,0.079706791,14,1,1,10.454,,4890,,15.9532,-0.22395
48397,99602700,300.4942031,35.34640465,11.3861,0.193767,1683.873124,0.00062,0.025377664,14,1,1,10.0755,,6201,,11.04818,0.11675
48412,378274317,300.674726,35.42865083,10.2377,0.738211,1684.314135,0.00511,0.09768008,14,1,1,5.95267,,7843,,11.00959,0.03655
48414,42361322,300.6325391,35.28112722,13.234,0.829183,1683.855656,0.00415,0.093606469,14,1,1,1.42118,1.44,6748,4.29113,14.38339,0.22822
48416,380632283,300.6564774,35.19323385,13.3363,1.443767,1684.812196,2.0969,0.374166656,14,1,1,37.5107,,4253,,63.66049,1.20234
48417,40362301,300.7345434,35.17833172,12.0636,7.027103,1683.878518,0.11379,0.103157872,14,1,1,1.79116,1.19,6208,4.00734,24.59472,0.2223
48435,170734156,300.6597632,33.41087781,12.1209,0.147239,1683.755957,0.00045,0.034079939,14,1,1,38.0848,,4636,,11.94128,0.02811
48437,40359839,300.6502486,33.26659628,12.9178,7.034791,1683.862975,0.05512,0.104888734,14,1,1,14.1735,,4697,,19.28931,0.20626
48446,312487745,300.682807,32.60886556,12.2617,0.413211,1683.987515,0.01553,0.077262193,14,1,1,26.6658,,4393,,12.42129,-0.04022
48448,161862267,300.6502419,32.26398239,12.7676,0.693072,1683.981841,0.00244,0.086044889,14,1,1,35.6134,,7864,,10.10025,0.18795
48453,171424391,300.6829276,31.95283385,13.1073,0.418767,1683.79819,0.01241,0.064883759,14,1,1,,,,,16.56653,0.02719
48456,202678149,300.6895102,31.58516131,13.1474,0.64585,1684.308095,0.01803,0.074886308,14,1,1,30.373,,5065,,18.49071,0.13564
48498,89385398,300.861715,32.53545365,12.1849,0.763905,1684.472929,0.02362,0.130161773,14,1,1,9.32075,,8549,,18.63536,0.40756
48502,87074306,300.778148,33.31296361,11.4726,0.154878,1683.824635,0.00269,0.016509995,14,1,1,2.01651,2.09,8443,4.14901,9.1526,0.1992
48507,311945765,300.792796,33.55141679,13.4104,0.497933,1683.747304,0.77324,0.11206978,14,1,1,1.17308,1.11,6022,4.34474,205.79029,0.45347
48522,12261180,300.8090397,34.44770462,11.3002,7.10057,1690.404012,0.09037,0.224449018,14,1,1,8.36163,,5571,,30.26167,0.37041
48530,89759666,300.8841403,35.68296734,11.9198,3.327674,1685.624981,0.001,0.158397282,14,1,1,108.474,,3355,,11.97397,0.20162
48542,312364844,300.9246543,35.44465187,11.937,6.704584,1683.87928,0.96308,0.097819881,14,1,1,10.5284,,5849,,11.46796,0.23948
48556,356039477,301.0047475,34.01452164,12.6034,0.644461,1684.061491,0.01115,0.146647101,14,1,1,1.04838,0.741,4656,4.26685,53.20749,0.5038
48562,83072703,300.8985484,33.35621105,12.4245,7.672651,1684.99621,1.95754,0.144706198,14,1,1,18.1329,,5034,,20.69194,0.21895
48592,103878112,301.0249979,31.18578052,12.4555,0.393767,1683.80997,0.0588,0.10841193,14,1,1,1.83467,1.7,7423,4.1414,40.80276,0.44526
48608,105759109,301.1354222,30.41455786,8.617,0.649322,1684.163182,0.03355,0.146928582,14,1,1,,,,,30.67447,0.49301
48613,12140602,301.1340739,31.16708693,12.8193,5.369389,1686.430756,0.06963,0.226427134,14,1,1,1.92021,1.49,6860,4.04456,36.69587,0.24612
48615,12149197,301.1361528,31.3599124,11.5944,2.478099,1685.175746,0.02842,0.187220379,14,1,1,44.5553,,4527,,10.99606,0.21238
48643,103869847,301.1399573,33.72698368,13.2644,2.603728,1684.38498,3.71931,0.215875088,14,1,1,1.51957,1.07,5900,4.10401,28.70605,0.22189
48654,87463881,301.0488257,34.73615148,13.1451,2.742372,1684.665864,0.00938,0.172933978,14,1,1,2.12933,2.45,9601,4.17075,9.94384,0.12397
48696,39968950,305.1909102,31.83269735,13.0941,0.510433,1683.81593,0.0397,0.080056312,14,1,1,1.99398,1.55,7042,4.02896,17.88363,0.08331
48702,40846170,305.3289819,31.27041465,13.2723,1.756961,1684.203399,0.09435,0.158179199,14,1,1,45.9816,,3875,,26.9274,0.41306
48719,103884682,305.3140874,34.47906847,13.4995,2.055156,1684.078363,0.00178,0.247687401,14,1,1,12.0712,,7201,,11.13089,0.32956
48724,274628338,305.3232049,35.07761476,12.708,5.632586,1688.614204,0.09792,0.171343266,14,1,1,3.90143,1.25,6321,3.35253,37.55355,0.37723
48737,103356445,305.4761652,34.44479264,12.5582,4.148659,1686.850805,0.04346,0.140100214,14,1,1,13.5696,,4849,,19.23679,0.21857
48738,57399509,305.492781,34.18140626,13.4388,10.816461,1694.309042,0.12617,0.308377303,14,1,1,,,14747,,27.1136,0.22291
48753,99894538,305.3855317,31.82677209,11.811,0.318072,1683.744992,0.00674,0.0501854,14,1,1,1.61115,1.11,6018,4.06912,12.27184,0.07208
48761,171780867,305.5702036,31.73173213,11.6476,2.89692,1683.917347,0.00797,0.123669515,14,1,1,41.4558,,4048,,15.03379,0.23701
48767,41550055,305.5197512,32.13338685,13.1029,7.015586,1683.904092,0.01235,0.035498865,14,1,1,4.12589,1.57,7075,3.40293,18.1785,0.3371
48778,103241828,305.6319579,33.52618449,12.7064,0.136128,1683.80063,0.00121,0.019169545,14,1,1,1.63273,1.08,5915,4.04566,11.90177,0.10973
48793,59253198,305.6403051,35.11156627,13.2341,1.867378,1684.962329,0.00318,0.191536961,14,1,1,14.1883,,7949,,13.95362,0.17076
48799,168985213,305.5759168,35.44739791,13.2271,0.271544,1683.903605,0.01247,0.044275249,14,1,1,3.36308,1.94,8022,3.67239,18.37453,0.01134
48807,102733513,305.7018343,35.33471366,13.2624,0.149322,1683.750362,0.05199,0.051560887,14,1,1,12.5784,,5716,,71.90078,-0.54527
48829,1967580817,305.6603846,31.90285363,12.9439,4.26098,1685.363278,0.00487,0.163706852,14,1,1,1.75646,1.73,7500,4.18684,9.65984,0.18135
48833,104514349,305.7350366,31.36507424,13.3662,0.862517,1684.164333,0.00806,0.118561587,14,1,1,0.776624,1.002,5646,4.65851,12.90482,0.07413
48839,199222189,305.8173471,31.78434576,11.5511,0.713211,1684.375694,0.01133,0.071378157,14,1,1,48.6327,,4038,,11.55176,0.22469
48846,171880399,305.9296636,32.88299645,12.1199,0.354183,1683.894897,0.00081,0.033459668,14,1,1,1.43234,1.237,6302,4.21835,10.67095,0.2185
48848,184066006,305.8080541,33.19203637,12.6579,0.221544,1683.757565,0.02543,0.083546458,14,1,1,12.2366,,4485,,57.08356,-0.5783
48851,104524454,305.8642437,33.51473893,12.8483,1.054878,1684.709517,0.03626,0.109654568,14,1,1,34.029,,4189,,52.15875,0.30841
48852,11712897,305.8498255,33.55266572,13.2696,2.972452,1683.837834,0.00426,0.084595984,14,1,1,1.44688,1.17,6165,4.18539,11.43559,0.18062
48857,102373501,305.8955148,33.80992015,11.4628,0.492378,1684.145761,0.01004,0.068455313,14,1,1,4.3243,,4752,,11.96066,0.06907
48859,170068702,305.9158363,34.15357562,11.7626,2.784427,1684.315036,0.01003,0.086623524,14,1,1,1.4552,1.4,6641,4.25835,11.10485,0.22211
48860,103621587,305.89128,34.22188511,12.2327,1.837517,1684.823804,2.10408,0.181693681,14,1,1,17.5243,,5274,,225.73839,0.52753
48877,59143981,306.0524202,34.57668217,13.2429,0.216683,1683.771727,0.11668,0.111310057,14,1,1,1.57868,1.55,7033,4.23181,83.55312,-1.27397
48906,105758965,294.0546362,40.15324595,12.1765,0.649322,1684.163607,0.02056,0.083184641,14,1,1,66.7773,,3989,,12.52325,0.09657
48926,57399300,294.8940191,40.55454843,13.2056,3.723657,1686.70629,0.07599,0.125487241,14,1,1,0.735057,0.692,4422,4.54553,9.21314,0.17878
48938,102145471,294.8628882,39.12004618,10.1389,1.712517,1684.267223,0.02025,0.162346612,14,1,1,19.3487,,4280.16,,157.99263,0.18054
48939,184247917,294.9217601,39.07675364,13.423,8.633386,1690.957179,0.01563,0.054390332,14,1,1,,,,,15.77784,0.30888
48941,184522014,294.8122257,38.5682324,13.1991,0.8521,1684.4409,0.01318,0.126911774,14,1,1,1.71832,1.34,6510,4.09496,21.9317,0.40306
48945,84254332,295.038428,38.01616082,12.5472,0.610433,1683.931681,0.08336,0.127867401,14,1,1,12.2995,,4492,,72.64291,0.41712
48961,65537666,294.9566042,39.56877663,11.2658,0.398628,1683.82803,0.00557,0.066200152,14,1,1,2.42224,1.51,6913.03,3.84861,17.57395,0.0445
48993,85935533,295.0794351,37.82838238,12.0091,0.346544,1683.688373,0.10182,0.30235964,14,1,1,79.6844,,4016,,82.59385,1.7883
49006,169819371,295.3569573,38.23883277,13.2328,0.39585,1683.785772,0.00365,0.039343532,14,1,1,0.820459,0.904,5271.94,4.56612,14.58605,0.21402
49015,91570637,295.2472681,39.42351636,13.2923,0.715989,1683.947445,0.02747,0.126780172,14,1,1,2.0129,1.36,6558,3.96396,33.56841,0.41398
49025,173075350,295.3007053,40.82716082,13.0833,0.425017,1683.849757,0.00244,0.05774706,14,1,1,63.1458,,3977,,10.22917,0.09944
