time, circaper5, circaper0
2756.4554,1.0028938,1.0069365
2756.4758,1.0044555,1.0071901
2756.4963,1.0042192,1.0075035
2756.5371,1.0031859,1.0069926
2756.5576,1.0032012,1.0071187
2756.578,1.0042541,1.006883
2756.5984,1.0043282,1.0075108
2756.6189,1.0031647,1.0071514
2756.6393,1.0039722,1.0072829
2756.6597,1.003429,1.0072916
2756.6801,1.0033719,1.007206
2756.7006,1.0048936,1.0075065
2756.721,1.0040316,1.0072471
2756.7414,1.0018229,1.0072158
2756.7823,1.0035572,1.0074638
2770.7985,1.0027549,1.0066392
2770.8189,1.0027191,1.0065499
2770.8394,1.0017863,1.0055831
2770.8598,1.0015757,1.0063117
2770.8802,1.0018119,1.005918
2770.9007,1.0030804,1.0068545
2770.9211,1.0024357,1.0069279
2770.9415,1.002433,1.0068727
2770.962,1.0026718,1.0067387
2770.9824,1.0023403,1.0066268
2771.0028,1.002784,1.007345
2771.0233,1.0032401,1.0076151
2771.0437,1.0009909,1.0068804
2771.0641,1.0028459,1.0073293
2771.0846,1.0039461,1.0078293
2771.105,1.003807,1.0080009
2771.1254,1.002177,1.0078666
2771.1458,1.0027858,1.0077014
2771.1663,1.0024234,1.0080719
2771.1867,1.0026642,1.0080117
2771.2071,1.004106,1.0079097
2771.2276,1.003658,1.0082628
2771.248,1.0035978,1.008291
2771.2684,1.0042038,1.0081756
2771.2889,1.0021673,1.0083166
2771.3093,1.0032907,1.0083829
2771.3297,1.0026057,1.0080031
2771.3502,1.0020395,1.008158
2771.3706,1.002079,1.0084147
2771.391,1.003384,1.0086929
2771.4115,1.0030719,1.0092751
2771.4319,1.0020014,1.0084741
2771.4523,1.0031529,1.0086831
2771.4728,1.0031257,1.0083939
2771.4932,1.0032657,1.0091646
2771.5136,1.0070493,1.0086934
2771.5341,1.0027733,1.009401
2771.5545,1.0019016,1.0091453
2771.5749,1.0017117,1.0087691
2771.5953,1.002645,1.0096056
2771.6158,1.0038142,1.0094904
2771.6362,1.0016702,1.008832
2771.6566,1.002975,1.0099893
2771.6771,1.0035996,1.0103012
2771.6975,1.0024985,1.0094676
2771.7384,1.0023767,1.0086115
2771.7588,1.0040901,1.0096584
2771.7792,1.0031549,1.0087386
2771.7997,1.0041519,1.0092112
2771.8201,1.0022202,1.0086254
2771.8405,1.0035542,1.0089364
2771.861,1.002939,1.0097324
2771.8814,1.0039999,1.0088323
2771.9018,1.0036988,1.0089302
2771.9223,1.0033064,1.0087631
2771.9427,1.0030052,1.0093114
2771.9631,1.0025815,1.0085798
2771.9836,1.0031474,1.0091232
2772.004,1.0024704,1.0090064
2772.0244,1.0021437,1.0090096
2772.0448,1.0036693,1.0095325
2772.0653,1.0034989,1.0092877
2772.0857,1.0080566,1.0118241
2772.1061,1.00335,1.0091362
2772.1266,1.0023901,1.0090112
2772.147,1.0030247,1.0091942
2772.1674,1.0025809,1.0092889
2772.1879,1.0024012,1.0090141
2772.2083,1.0031238,1.0092238
2772.2287,1.0034413,1.0092346
2772.2492,1.0029568,1.0092708
2772.2696,1.0013429,1.0086273
2772.29,1.0028856,1.0088159
2772.3105,1.0023968,1.0089453
2772.3309,1.0033064,1.0086781
2772.3513,1.0018089,1.0083599
2772.3718,1.002731,1.0092596
2772.3922,1.0024012,1.0088403
2772.4126,1.002437,1.0090286
2772.433,1.0033173,1.0088669
2772.4535,1.0030621,1.0092972
2772.4739,1.0023152,1.0090729
2772.4943,1.00541,1.0099077
2772.5148,1.0030357,1.0088063
2772.5352,1.0022795,1.0087162
2772.5556,1.0031658,1.0090704
2772.5761,1.0019144,1.0080282
2772.5965,1.0022542,1.0085124
2772.6169,1.0036259,1.0095907
2772.6374,1.0033533,1.009053
2772.6578,1.0034473,1.0090385
2772.6782,1.002962,1.009264
2772.7191,1.0025012,1.0090617
2772.7395,1.0031918,1.0091315
2772.76,1.0035065,1.0091495
2772.7804,1.0024641,1.0080377
2772.8008,1.0024794,1.00886
2772.8213,1.0029743,1.0087724
2772.8417,1.0014856,1.0082986
2772.8621,1.0017337,1.0080621
2772.8825,1.0027824,1.009081
2772.903,1.0022826,1.0084539
2772.9234,1.0028641,1.0085653
2772.9438,1.0024287,1.008749
2772.9643,1.0035862,1.0090836
2772.9847,1.0022126,1.0083861
2773.0051,1.0049552,1.0092902
2773.0256,1.0024863,1.0086196
2773.046,1.0035026,1.0089344
2773.0664,1.0022866,1.0082567
2773.0869,1.0021451,1.0087295
2773.1073,1.0029411,1.008698
2773.1277,1.0035868,1.0088031
2773.1482,1.0026553,1.0085465
2773.1686,1.0030217,1.0087917
2773.189,1.0025345,1.0087674
2773.2095,1.0024706,1.008876
2773.2299,1.0032619,1.0092969
2773.2503,1.0028529,1.00886
2773.2707,1.0026116,1.0089894
2773.2912,1.0026484,1.0087603
2773.3116,1.0016104,1.0083498
2773.332,1.0039319,1.0094712
2773.3525,1.0017229,1.0078894
2773.3729,1.0025712,1.0087125
2773.3933,1.0024918,1.0085543
2773.4138,1.00314,1.0092091
2773.4342,1.0021689,1.0083209
2773.4546,1.0036587,1.009316
2773.4751,1.002757,1.0089793
2773.4955,1.0030299,1.0088969
2773.5159,1.0022653,1.0091313
2773.5364,1.0020719,1.008266
2773.5568,1.0035829,1.0085805
2773.5772,1.0029837,1.008655
2773.5977,1.002435,1.0085652
2773.6181,1.0016528,1.0085977
2773.6385,1.0023324,1.008771
2773.659,1.0019541,1.0084429
2773.6794,1.0034748,1.0092817
2773.6998,1.002629,1.0085474
2773.7202,1.0038637,1.0092352
2773.7407,1.0034965,1.0095455
2773.7611,1.0026257,1.0084929
2773.7815,1.0023226,1.0085446
2773.802,1.0031501,1.0085437
2773.8224,1.004449,1.0091262
2773.8428,1.0021438,1.008504
2773.8633,1.0027403,1.0084122
2773.8837,1.0028733,1.0087034
2773.9041,1.0027931,1.0088646
2773.9246,1.0029204,1.0083569
2773.945,1.0024479,1.008135
2773.9654,1.0038585,1.0085783
2773.9859,1.0021982,1.0082521
2774.0063,1.0027381,1.0084846
2774.0267,1.0031621,1.0091035
2774.0472,1.0035566,1.0086799
2774.0676,1.0021471,1.0081829
2774.088,1.0031165,1.009263
2774.1084,1.003165,1.0085744
2774.1289,1.0030542,1.0084144
2774.1493,1.0026248,1.0082403
2774.1902,1.0027268,1.0085539
2774.2106,1.0026339,1.0085105
2774.231,1.0028128,1.0082891
2774.2515,1.0026047,1.0087578
2774.2719,1.0034352,1.0085679
2774.2923,1.0030719,1.0090466
2774.3128,1.0017408,1.008617
2774.3332,1.0025633,1.0087688
2774.3536,1.0017831,1.0085778
2774.3741,1.0018234,1.0086567
2774.3945,1.0023903,1.0080933
2774.4149,1.0019078,1.0082562
2774.4354,1.0027099,1.0086483
2774.4558,1.0032488,1.0088043
2774.4762,1.0020185,1.0082177
2774.4966,1.0015111,1.0081011
2774.5171,1.002572,1.0083555
2774.5375,1.0017997,1.0081988
2774.5579,1.0040044,1.0089329
2774.5784,1.003568,1.008817
2774.5988,1.0024043,1.0082014
2774.6192,1.0028888,1.0089744
2774.6397,1.0018599,1.0084017
2774.701,1.0036181,1.0080504
2774.7214,1.001741,1.0081024
2774.7418,1.0021606,1.0080679
2774.7623,1.0026272,1.0086302
2774.7827,1.0020425,1.00809
2774.8031,1.0015895,1.0082146
2774.8236,1.0024549,1.0081341
2774.844,1.0023441,1.0080198
2774.8644,1.0029221,1.0082493
2774.8849,1.0024325,1.0084708
2774.9053,1.0018729,1.008279
2774.9257,1.0028565,1.0085637
2774.9461,1.0025863,1.0081683
2774.9666,1.0018317,1.0080576
2774.987,1.0027329,1.008325
2775.0074,1.0023996,1.00826
2775.0279,1.0017148,1.0082837
2775.0483,1.0017367,1.0079257
2775.0687,1.0030707,1.0086964
2775.0892,1.0037142,1.0083656
2775.1096,1.0012993,1.0079531
2775.13,1.0022542,1.0078313
2775.1505,1.0023748,1.0084465
2775.1709,1.0025529,1.0079459
2775.1913,1.0051337,1.0096244
2775.2118,1.0021237,1.0083446
2775.2322,1.0029395,1.0082428
2775.2526,1.0016235,1.0086171
2775.2731,1.0018129,1.0079573
2775.2935,1.0027786,1.0077192
2775.3139,1.0014965,1.00745
2775.3343,1.0038507,1.0080462
2775.3548,1.0034319,1.0083317
2775.3752,1.0022355,1.0072173
2775.4161,1.0021837,1.0077903
2775.4365,1.0016818,1.0077453
2775.4569,1.0023348,1.0075876
2775.4774,1.0023036,1.0084498
2775.4978,1.0044352,1.0099774
2775.5182,1.0012658,1.0075017
2775.5387,1.001722,1.0069832
2775.5591,1.0177393,1.0080103
2775.5795,1.0022671,1.0076443
2775.6,1.0010461,1.0077096
2775.6204,1.0032187,1.0079899
2775.6613,1.0013346,1.0072822
2775.6817,1.0014009,1.0076656
2775.7021,1.0014337,1.0076399
2775.7226,1.001964,1.0078253
2775.743,1.0025828,1.0077472
2775.7634,1.0028426,1.0078671
2775.7838,1.0042471,1.008274
2775.8043,1.00175,1.0079851
2775.8247,1.0026392,1.0084108
2775.8451,1.0013426,1.0078906
2775.8656,1.0019836,1.0077991
2775.886,1.0033992,1.0079989
2775.9064,1.0021405,1.0082872
2775.9269,1.0011886,1.0075723
2775.9473,1.0042182,1.0081358
2775.9677,1.0023263,1.0080976
2775.9882,1.0020631,1.0075804
2776.0086,1.0027986,1.00759
2776.029,1.0026751,1.0079043
2776.0495,1.0012191,1.0079858
2776.0699,1.001925,1.0079483
2776.0903,1.0014512,1.0076578
2776.1108,1.003208,1.0079773
2776.1312,1.001868,1.0081757
2776.1516,1.0018991,1.0073305
2776.172,1.0028817,1.0077487
2776.1925,1.0020932,1.007955
2776.2129,1.0021781,1.0076739
2776.2333,1.0024802,1.0076173
2776.2538,1.0021038,1.0076427
2776.2742,1.0012318,1.0072868
2776.2946,1.0018879,1.007446
2776.3151,1.0013869,1.0076794
2776.3355,1.0022699,1.0078314
2776.3559,1.0029886,1.0084603
2776.3764,1.0018512,1.0077793
2776.3968,1.002327,1.007952
2776.4172,1.0026605,1.0079167
2776.4377,1.0022567,1.0078737
2776.4581,1.0047237,1.0083641
2776.4785,1.0023717,1.0076206
2776.499,1.0012585,1.0080199
2776.5194,1.0020625,1.0079127
2776.5398,1.0015962,1.0073892
2776.5603,1.0030115,1.0077332
2776.5807,1.0020523,1.0079479
2776.6011,1.0021862,1.0077986
2776.6624,1.0034501,1.0074107
2776.6828,1.0025209,1.0074214
2776.7033,1.0015657,1.0067897
2776.7237,1.0005718,1.0066904
2776.7441,1.0026696,1.0071915
2776.7646,1.0006882,1.0069231
2776.785,1.0023166,1.0071243
2776.8054,1.0015582,1.0072412
2776.8259,1.0028287,1.0066454
2776.8463,1.0022774,1.0071943
2776.8667,1.0028912,1.0080172
2776.8872,1.0021977,1.0077838
2776.9076,1.0024137,1.0078686
2776.928,1.0022348,1.0075917
2776.9485,1.0076321,1.0076017
2776.9689,1.001966,1.0076785
2776.9893,1.0021762,1.007186
2777.0097,1.0026934,1.0074877
2777.0302,1.0032525,1.0077758
2777.0506,1.002467,1.0075032
2777.071,1.0020089,1.0077764
2777.0915,1.0029731,1.0075977
2777.1119,1.0022679,1.0076979
2777.1323,1.0010367,1.0075585
2777.1528,1.0025314,1.0075516
2777.1732,1.0016129,1.0073594
2777.1936,1.0016717,1.0071265
2777.2141,1.002181,1.007458
2777.2345,1.002226,1.0073254
2777.2549,1.0023974,1.0077214
2777.2754,1.0020949,1.0075808
2777.2958,1.0019831,1.0074169
2777.3162,1.0019055,1.0077006
2777.3367,1.0014547,1.0074643
2777.3571,1.0022183,1.0077544
2777.3775,1.0020844,1.0075154
2777.3979,1.0017272,1.00742
2777.4184,1.0015444,1.0072215
2777.4388,1.0010215,1.0072654
2777.4592,1.0028463,1.0078138
2777.4797,1.0017675,1.0073938
2777.5001,1.0010641,1.0073442
2777.5205,1.0022752,1.00713
2777.541,1.003341,1.0077313
2777.5614,1.0015739,1.0070842
2777.5818,1.0034995,1.0076167
2777.6023,1.0026063,1.0070864
2777.6227,1.0017067,1.0074319
2777.6431,1.0027983,1.0078457
2777.6636,1.00231,1.0076783
2777.684,1.0010003,1.0070138
2777.7044,1.0125723,1.0142224
2777.7249,1.0015297,1.0069804
2777.7453,1.0032946,1.0077218
2777.7657,1.0016519,1.0072041
2777.7862,1.0022611,1.0079965
2777.8066,1.0020825,1.0076145
2777.827,1.0062815,1.011098
2777.8474,1.002161,1.0076776
2777.8679,1.0015542,1.0077218
2777.8883,1.0013216,1.007731
2777.9087,1.0024801,1.0079164
2777.9292,1.0009475,1.0074778
2777.9496,1.0010874,1.0071731
2777.97,1.0027649,1.0077226
2777.9905,1.0019996,1.0074908
2778.0109,1.0027861,1.0076429
2778.0313,1.0032482,1.0085866
2778.0518,1.0039576,1.0077647
2778.0722,1.0038857,1.0079608
2778.0926,1.0031644,1.0081298
2778.1131,1.0024421,1.0079948
2778.1335,1.0018558,1.0075067
2778.1539,1.0028784,1.0077039
2778.1744,1.00227,1.0073386
2778.1948,1.0019271,1.0073632
2778.2152,1.0023808,1.0078744
2778.2356,1.0027626,1.0074462
2778.2561,1.0018947,1.0075043
2778.2765,1.0020481,1.0074568
2778.2969,1.0019694,1.0075096
2778.3174,1.0011156,1.007243
2778.3378,1.0016211,1.0072906
2778.3582,1.0031562,1.0077987
2778.3787,1.0021513,1.0073016
2778.3991,1.0018856,1.0076153
2778.4195,1.0016454,1.0072178
2778.44,1.0016656,1.0074282
2778.4604,1.0018778,1.0081108
2778.4808,1.001333,1.0075064
2778.5013,1.0017121,1.0073521
2778.5217,1.0014436,1.0075603
2778.5421,1.0015895,1.0073887
2778.5626,1.0029721,1.0084727
2778.6034,1.0013857,1.0067602
2778.6239,1.0026588,1.006671
2778.6443,1.002077,1.0074739
2778.6647,1.0024158,1.0073401
2778.6851,1.002689,1.0075683
2778.7056,0.99992217,1.0061044
2778.726,1.0040136,1.0077779
2778.7464,1.0023288,1.0079128
2778.7669,1.0035296,1.0071599
2778.7873,1.0006976,1.006545
2778.8077,1.0014325,1.0071244
2778.8282,1.0090358,1.0075752
2778.8486,1.0012963,1.0075545
2778.869,1.0016436,1.0072143
2778.8895,1.0023052,1.0073979
2778.9099,1.0016262,1.0073787
2778.9303,1.0021388,1.0074062
2778.9508,1.0019933,1.0073108
2778.9712,1.0017923,1.0079107
2778.9916,1.0014908,1.0071851
2779.0121,1.0017902,1.0075184
2779.0325,1.0026381,1.0075644
2779.0529,1.00251,1.0080709
2779.0733,1.0018397,1.0074241
2779.0938,1.0019539,1.0077786
2779.1142,1.0035039,1.0078641
2779.1346,1.0027299,1.0075938
2779.1551,1.0024519,1.0073508
2779.1755,1.0011029,1.0069934
2779.1959,1.002531,1.007386
2779.2164,1.0040246,1.0079049
2779.2368,1.0032383,1.0083492
2779.2572,1.0011361,1.0071343
2779.2777,1.0019778,1.0071247
2779.2981,1.0023406,1.0077071
2779.3185,1.0023722,1.0073599
2779.339,1.002322,1.0074185
2779.3594,1.0018172,1.00657
2779.3798,1.0023691,1.0073797
2779.4003,1.0015945,1.0070835
2779.4207,1.0036278,1.007411
2779.4411,1.0014069,1.0066288
2779.4615,1.0022592,1.0070767
2779.482,1.0024329,1.0071733
2779.5024,1.0022093,1.0072721
2779.5228,1.0026999,1.0069261
2779.5433,1.0017052,1.0070947
2779.5637,1.0019609,1.0069558
2779.5841,1.0024205,1.0070206
2779.6046,1.0023956,1.0071069
2779.625,1.0020348,1.0069594
2779.6454,1.0037537,1.0071966
2779.6659,1.0044104,1.0073286
2779.6863,1.0024862,1.0072016
2779.7067,1.0027572,1.0073739
2779.7272,1.0040365,1.0074172
2779.7476,1.0011911,1.0067955
2779.768,1.0031452,1.0074832
2779.7885,1.0028167,1.0073436
2779.8089,1.0018664,1.0073838
2779.8293,1.0026792,1.0071026
2779.8498,1.0021926,1.0068347
2779.8702,1.0021622,1.0069214
2779.8906,1.0029632,1.006116
2779.911,1.0019437,1.0068844
2779.9315,1.0035159,1.0068717
2779.9519,1.0021594,1.0069829
2779.9723,1.0010475,1.0059523
2779.9928,1.0027533,1.0069794
2780.0132,1.0032557,1.0071182
2780.0336,1.0022899,1.0069572
2780.0541,1.0018967,1.0066428
2780.0745,1.0019486,1.00688
2780.0949,1.0098316,1.0068352
2780.1154,1.0021129,1.0067585
2780.1358,1.0039469,1.0064446
2780.1562,1.0010687,1.0067315
2780.1767,1.0024033,1.006654
2780.1971,1.0016895,1.0060999
2780.2175,1.0028424,1.006903
2780.238,1.0030308,1.0066273
2780.2584,1.0023427,1.0067194
2780.2788,1.0020716,1.0068147
2780.3197,1.0023153,1.0066647
2780.3401,1.0033721,1.007053
2780.3605,1.0019269,1.0062569
2780.381,1.0021071,1.0074155
2780.4014,1.0026942,1.0070317
2780.4218,1.002134,1.0072865
2780.4423,1.0020842,1.0069273
2780.4627,1.0015295,1.0067387
2780.4831,1.0029808,1.0070969
2780.5036,1.0026432,1.0067723
2780.524,1.0022622,1.0066501
2780.5853,1.0020608,1.0071459
2780.6057,1.0024808,1.0061887
2780.6262,1.0019449,1.0061701
2780.6466,1.0040094,1.0070595
2780.667,1.0022764,1.0068428
2780.6874,1.0028217,1.0064043
2780.7079,1.0006858,1.0060071
2780.7283,1.0023539,1.0058286
2780.7487,1.0026684,1.0064156
2780.7692,1.0025959,1.0061736
2780.7896,1.0015613,1.0061216
2780.81,1.0025764,1.005782
2780.8305,1.0027324,1.00583
2780.8509,1.0026001,1.0065491
2780.8713,1.0034146,1.0068244
2780.8918,1.0019401,1.0063402
2780.9122,1.0031073,1.006825
2780.9326,1.0015193,1.0059471
2780.9531,1.0023972,1.0062445
2780.9735,1.0024164,1.0063209
2780.9939,1.0020789,1.0059794
2781.0144,1.0014638,1.0060516
2781.0348,1.0004424,1.0059852
2781.0552,1.0011639,1.005533
2781.0757,1.0010401,1.0056786
2781.0961,1.0007896,1.0055037
2781.1165,1.0005377,1.005662
2781.1369,0.99968466,1.0056475
2781.1574,1.0010219,1.0061109
2781.1778,1.0013623,1.0055479
2781.1982,1.0018467,1.005663
2781.2187,1.0016757,1.0056302
2781.2391,1.0018465,1.006017
2781.2595,1.0027558,1.0057571
2781.28,1.0012593,1.0055643
2781.3004,1.0027674,1.0057079
2781.3208,1.001885,1.0059577
2781.3413,1.0013324,1.0056253
2781.3617,1.0014202,1.0057189
2781.3821,1.0015558,1.0057161
2781.4026,1.0023772,1.0056054
2781.423,1.001508,1.005638
2781.4434,1.0010338,1.0053485
2781.4639,1.0002999,1.0047371
2781.4843,1.0008003,1.0055002
2781.5047,1.002276,1.0057569
2781.5456,1.001758,1.0058237
2781.566,1.0021551,1.0057828
2781.5864,1.0023197,1.0063299
2781.6069,1.0028822,1.0068156
2781.6273,1.0006124,1.0057616
2781.6477,1.0022453,1.0059664
2781.6682,1.0012445,1.0055485
2781.6886,1.0015937,1.0061829
2781.709,1.0018996,1.0060311
2781.7295,1.0017903,1.0057085
2781.7499,1.0001176,1.0054871
2781.7703,1.0017782,1.0060062
2781.7908,1.0020593,1.0056974
2781.8112,1.0018748,1.0059047
2781.8316,1.0010803,1.0056444
2781.8521,1.0006279,1.0058265
2781.8725,1.0012124,1.0053063
2781.8929,1.0004468,1.0056057
2781.9133,1.0023669,1.0053974
2781.9338,1.0004291,1.0050414
2781.9542,1.0018249,1.005443
2781.9746,1.0017896,1.0052403
2781.9951,1.0010943,1.0056822
2782.0155,1.0023692,1.005238
2782.0359,1.0017971,1.0050557
2782.0564,1.0007803,1.0051142
2782.0768,1.0011994,1.0055477
2782.0972,1.0008133,1.0048856
2782.1177,1.0016833,1.0050221
2782.1381,1.002099,1.0050715
2782.1585,0.99984251,1.0049693
2782.179,1.0030337,1.005546
2782.1994,1.00144,1.0053148
2782.2198,1.0005911,1.0049379
2782.2403,1.0017854,1.0050957
2782.2811,1.0003268,1.0055863
2782.3016,1.0008303,1.0050267
2782.322,1.001597,1.005499
2782.3424,1.0009218,1.0050261
2782.3628,1.0010543,1.0051302
2782.3833,0.99990553,1.0046358
2782.4037,1.0006374,1.0055177
2782.4241,1.0009446,1.005365
2782.4446,1.0018746,1.0054659
2782.465,1.0010183,1.0050082
2782.4854,1.0010728,1.005419
2782.5263,1.0008899,1.0050073
2782.5467,1.0011728,1.005125
2782.5672,1.001552,1.0052568
2782.5876,1.0008318,1.0047581
2782.608,1.001492,1.0052715
2782.6285,1.0032584,1.0058101
2782.6489,1.0006666,1.0049604
2782.6693,1.0005208,1.0052227
2782.6898,1.003186,1.0058008
2782.7102,1.0002592,1.0044284
2782.7306,1.0019897,1.0050406
2782.7715,1.0018176,1.0052533
2782.7919,1.0001252,1.0043432
2782.8123,1.0022265,1.0055649
2782.8328,1.0020331,1.0050782
2782.8532,1.000253,1.0045408
2782.8736,0.99989188,1.0049074
2782.8941,1.0005865,1.0046357
2782.9145,1.0021395,1.0054135
2782.9349,0.99995161,1.0043936
2782.9554,1.0008816,1.0046219
2782.9758,1.0007185,1.0039772
2782.9962,1.0009402,1.0046068
2783.0167,1.0011064,1.0048428
2783.0371,1.0000465,1.0042383
2783.0575,1.0008333,1.0044658
2783.078,0.99960882,1.0042543
2783.0984,1.0000987,1.0045413
2783.1188,1.0017136,1.0050837
2783.1392,1.0000816,1.0042033
2783.1597,1.0000133,1.0044919
2783.1801,1.000504,1.004321
2783.2005,1.000284,1.0049026
2783.221,1.0005493,1.0044302
2783.2414,1.0010368,1.0049619
2783.2618,1.0020095,1.0046879
2783.2823,1.0009295,1.0047074
2783.3027,1.0011773,1.0047743
2783.3231,1.0014579,1.00482
2783.3436,1.0002938,1.0041314
2783.364,0.99986177,1.0043463
2783.3844,1.0002555,1.004138
2783.4049,1.0011484,1.0049216
2783.4253,1.0000192,1.0043785
2783.4457,1.0004303,1.0043769
2783.4662,1.0008088,1.0045412
2783.507,1.000677,1.004035
2783.5275,0.9995972,1.0042656
2783.5479,1.0005861,1.0040141
2783.5683,1.0005559,1.0036307
2783.5887,0.99877306,1.003401
2783.6092,1.0005376,1.0044291
2783.6296,0.99953811,1.0037119
2783.65,0.99958772,1.004083
2783.6705,1.0008164,1.0044003
2783.6909,0.9999427,1.0042937
2783.7113,1.0004174,1.0041001
2783.7318,0.99985413,1.0039485
2783.7522,1.0001264,1.0037721
2783.7726,1.0016211,1.0048151
2783.7931,1.0010846,1.0043719
2783.8135,0.99968683,1.0042141
2783.8339,1.0012679,1.0045959
2783.8544,1.000038,1.0040436
2783.8748,0.99941446,1.004031
2783.8952,1.000099,1.0037737
2783.9157,1.0011539,1.0042529
2783.9361,1.0010675,1.0041041
2783.9565,0.99894726,1.0039678
2783.9974,1.0000184,1.004312
2784.0178,1.0003128,1.0037512
2784.0382,1.0005012,1.004051
2784.0587,0.9987317,1.0029994
2784.0791,1.0004065,1.0034363
2784.0995,1.000328,1.0039103
2784.12,0.99980388,1.0034723
2784.1404,1.000429,1.0040352
2784.1608,0.99962715,1.0036499
2784.1813,0.9996427,1.0041685
2784.2017,1.0002495,1.004481
2784.2221,0.99961895,1.0035753
2784.2426,1.0002529,1.0043585
2784.263,1.0004071,1.0042399
2784.2834,0.99939008,1.0039342
2784.3039,0.99968579,1.0038637
2784.3243,0.99995202,1.0040529
2784.3447,1.0000261,1.0037338
2784.3651,1.0008971,1.004097
2784.3856,0.99912446,1.0033824
2784.406,0.99999137,1.003689
2784.4264,1.000134,1.0039613
2784.4469,0.99981402,1.0033691
2784.4877,1.0002398,1.0035336
2784.5082,0.9996168,1.0030911
2784.5286,1.0002572,1.0033344
2784.549,0.99960284,1.003364
2784.5695,0.99940536,1.0039836
2784.5899,0.99950394,1.0032737
2784.6103,1.001224,1.0034829
2784.6308,1.0004566,1.0037935
2784.6512,0.99952243,1.0034013
2784.6716,1.0006724,1.0039461
2784.6921,0.9998876,1.0039394
2784.7329,1.0003061,1.0039015
2784.7534,0.99983346,1.0036113
2784.7738,0.99982422,1.0030892
2784.7942,0.9996209,1.0030483
2784.8146,0.9990114,1.0033638
2784.8351,1.0007146,1.0033783
2784.8555,0.99945639,1.0029623
2784.8759,0.99896189,1.0027442
2784.8964,0.99973087,1.0033118
2784.9168,0.9991569,1.0029243
2784.9372,0.99900364,1.0022954
2784.9577,0.99980024,1.0030662
2784.9781,0.99934964,1.0028502
2784.9985,1.0000554,1.0029214
2785.019,0.99956126,1.003275
2785.0394,0.99946687,1.0032312
2785.0598,0.99890084,1.0031399
2785.0803,0.99910046,1.0031531
2785.1007,0.99945976,1.0034471
2785.1211,1.0000031,1.0034291
2785.1416,0.9994724,1.0033095
2785.162,1.0004059,1.0036998
2785.1824,0.99922287,1.0032221
2785.2233,0.99948631,1.002508
2785.2437,0.99981737,1.0035628
2785.2641,0.99982026,1.00292
2785.2846,0.99976262,1.0032888
2785.305,0.99890089,1.0031372
2785.3254,0.99902947,1.0026455
2785.3459,0.99886776,1.0028024
2785.3663,0.9983725,1.0020952
2785.3867,0.99971546,1.003388
2785.4072,1.000056,1.0030209
2785.4276,0.99984771,1.003234
2785.4685,1.0004939,1.0035101
2785.4889,1.0013579,1.0038978
2785.5093,0.99890856,1.0026271
2785.5298,0.99951503,1.0036008
2785.5502,0.99842374,1.0024772
2785.5706,0.99975047,1.0031536
2785.591,0.99948109,1.0025406
2785.6115,1.0084548,1.0078051
2785.6319,0.99894687,1.0027606
2785.6523,0.99976381,1.0025234
2785.6728,0.99895433,1.002995
2785.7136,1.0000301,1.0027011
2785.7341,0.99791833,1.0027852
2785.7545,0.99984002,1.0028719
2785.7749,0.99889939,1.0028645
2785.7954,0.99950495,1.0029709
2785.8158,0.9989447,1.0025439
2785.8362,0.99932846,1.0025145
2785.8567,0.99860192,1.002691
2785.8771,0.99921511,1.0024319
2785.8975,0.99899504,1.0027309
2785.918,0.99897269,1.002475
2785.9588,0.99845221,1.0028015
2785.9792,0.99946557,1.0028014
2785.9997,0.99901459,1.0023186
2786.0201,0.99915161,1.00275
2786.0405,0.999825,1.002891
2786.061,0.99884764,1.0023875
2786.0814,1.0002841,1.0030769
2786.1018,0.99943267,1.0027196
2786.1223,0.99982986,1.003141
2786.1427,0.99939576,1.0024958
2786.1631,0.99864384,1.0026325
2786.204,0.9990808,1.0024853
2786.2244,0.99771497,1.0021077
2786.2449,0.99898781,1.0024749
2786.2653,0.99959048,1.0025889
2786.2857,0.99888298,1.0025782
2786.3062,0.99780798,1.001703
2786.3266,0.99845372,1.0027231
2786.347,0.99864666,1.0023703
2786.3675,0.99958917,1.0028941
2786.3879,0.99860861,1.0023402
2786.4083,0.99786471,1.0022247
2786.4696,1.0001018,1.0027972
2786.49,0.99956614,1.0021665
2786.5105,0.9987803,1.0019343
2786.5309,0.99965605,1.0024262
2786.5513,0.99919145,1.0021968
2786.5718,1.0033962,1.0049319
2786.5922,0.9976639,1.0020025
2786.6126,0.99755136,1.0016426
2786.6331,0.99676422,1.0014826
2786.6535,0.99712475,1.0012901
2786.6739,0.99923605,1.002546
2786.6944,0.99851395,1.0023846
2786.7148,0.99743444,1.0021251
2786.7352,1.0024845,1.0022475
2786.7557,0.99787973,1.0019225
2786.7761,0.99911647,1.0026545
2786.7965,0.99883279,1.0023529
2786.8169,0.99843621,1.0019213
2786.8374,0.99865862,1.0020267
2786.8578,0.99709631,1.0017321
2786.8782,0.99967139,1.002207
2786.8987,0.99750545,1.0016206
2786.9395,0.99932104,1.0019187
2786.96,0.99794654,1.0017389
2786.9804,0.99871794,1.0020641
2787.0008,0.99904998,1.0023092
2787.0213,0.99750403,1.0019051
2787.0417,0.99985245,1.0029919
2787.0621,0.99901452,1.0021308
2787.0826,0.99868651,1.0019472
2787.103,0.99828276,1.0021208
2787.1234,0.99837455,1.0021353
2787.1439,0.99797007,1.0015602
2787.1847,0.99847075,1.0019428
2787.2051,0.99882844,1.0022171
2787.2256,0.9987727,1.0023654
