tic_id,disp_E,disp_N,disp_J,disp_S,disp_B,maxcount
1716562915,0,0,10,0,0,10
377782251,10,0,0,0,0,10
158634603,0,0,0,0,10,10
123198401,10,0,0,0,0,10
122442440,0,0,10,0,0,10
1550551009,0,0,0,0,10,10
157893811,0,0,10,0,0,10
123094566,0,0,0,0,10,10
164558055,10,0,0,0,0,10
289316566,0,0,10,0,0,10
158212071,0,0,0,0,10,10
120819679,0,0,10,0,0,10
48354229,0,0,0,0,10,10
1550845395,0,0,10,0,0,10
121462734,0,0,10,0,0,10
158992560,10,0,0,0,0,10
121866154,10,0,0,0,0,10
352010309,0,0,0,0,10,10
230295899,0,0,0,0,10,10
122957665,0,0,10,0,0,10
120102013,0,0,10,0,0,10
352015031,0,0,6,0,4,6
122835046,0,0,10,0,0,10
159575251,0,0,10,0,0,10
399793543,0,0,10,0,0,10
158387820,10,0,0,0,0,10
357790008,10,0,0,0,0,10
123312445,0,0,10,0,0,10
351679739,0,0,0,0,10,10
121943644,0,0,0,0,10,10
121599453,7,0,3,0,0,7
121465794,0,0,0,0,10,10
123096848,0,0,10,0,0,10
157697257,10,0,0,0,0,10
267668304,0,0,10,0,0,10
336123398,4,0,6,0,0,6
279911561,10,0,0,0,0,10
158490401,10,0,0,0,0,10
122711694,10,0,0,0,0,10
377727897,0,0,10,0,0,10
157806792,0,0,0,0,10,10
158629583,0,0,10,0,0,10
121866674,0,0,10,0,0,10
288963329,10,0,0,0,0,10
383722858,0,0,10,0,0,10
159104855,0,0,0,0,10,10
120107536,0,0,10,0,0,10
7849879,0,0,8,0,2,8
158993000,0,0,10,0,0,10
164462628,10,0,0,0,0,10
159304640,0,0,0,0,10,10
258269969,0,0,0,0,10,10
122707931,0,0,0,0,10,10
159097419,10,0,0,0,0,10
377782148,10,0,0,0,0,10
120577246,0,0,7,0,3,7
159179755,0,0,10,0,0,10
1882444921,1,0,2,0,7,7
288614490,0,0,0,0,10,10
120691153,10,0,0,0,0,10
158984226,0,0,0,0,10,10
123357810,0,0,10,0,0,10
120101789,10,0,0,0,0,10
137211634,10,0,0,0,0,10
159304511,0,0,10,0,0,10
159651148,0,0,0,0,10,10
164647043,0,0,10,0,0,10
137339954,0,0,0,0,10,10
357794973,0,0,0,0,10,10
121020626,10,0,0,0,0,10
405716750,0,0,0,0,10,10
123099340,0,0,10,0,0,10
158935810,0,0,10,0,0,10
158165919,0,0,0,0,10,10
137089812,0,0,10,0,0,10
230285243,0,0,10,0,0,10
120253246,0,0,0,0,10,10
158992111,0,0,10,0,0,10
279919834,3,0,7,0,0,7
289379075,0,0,10,0,0,10
158987652,0,0,10,0,0,10
7853287,0,0,10,0,0,10
279919717,2,0,0,0,8,8
121945680,0,0,0,0,10,10
123232383,10,0,0,0,0,10
120417876,0,0,0,0,10,10
158173358,3,0,1,0,6,6
158211897,0,0,10,0,0,10
377729640,10,0,0,0,0,10
120314663,0,0,10,0,0,10
243272642,0,0,10,0,0,10
123235678,0,0,10,0,0,10
123451066,0,0,10,0,0,10
158988299,0,0,10,0,0,10
1716146150,10,0,0,0,0,10
158935412,0,0,0,0,10,10
137412553,0,0,10,0,0,10
122295249,0,0,0,0,10,10
159306495,0,0,10,0,0,10
122789095,0,0,10,0,0,10
164674459,0,0,0,0,10,10
336132339,10,0,0,0,0,10
159441965,10,0,0,0,0,10
7857572,0,0,10,0,0,10
121466525,0,0,10,0,0,10
164669019,10,0,0,0,0,10
21279927,0,0,10,0,0,10
288882010,10,0,0,0,0,10
48304595,0,0,10,0,0,10
7853362,10,0,0,0,0,10
21279791,10,0,0,0,0,10
279918372,0,0,8,0,2,8
405685900,5,0,0,5,0,5
157585595,10,0,0,0,0,10
122447077,10,0,0,0,0,10
158171489,0,0,10,0,0,10
289167630,2,0,0,0,8,8
288848006,10,0,0,0,0,10
121015325,9,0,0,0,1,9
123235657,0,0,10,0,0,10
164523531,0,0,10,0,0,10
123361779,0,0,10,0,0,10
394174686,0,0,10,0,0,10
158836116,10,0,0,0,0,10
158321843,10,0,0,0,0,10
158424441,0,0,10,0,0,10
121020558,10,0,0,0,0,10
230294947,0,0,10,0,0,10
289166512,0,0,0,0,10,10
121787454,1,0,9,0,0,9
120107519,0,0,8,0,2,8
158559512,0,0,0,0,10,10
137627570,10,0,0,0,0,10
123009162,10,0,0,0,0,10
289249552,0,0,10,0,0,10
336404040,0,0,10,0,0,10
120689739,0,0,10,0,0,10
267668536,0,0,0,0,10,10
122788173,0,0,10,0,0,10
159717453,0,0,10,0,0,10
122888214,10,0,0,0,0,10
122841141,0,0,2,0,8,8
7855996,6,0,0,0,4,6
121942650,0,0,10,0,0,10
357794219,0,0,10,0,0,10
120577269,10,0,0,0,0,10
157690305,0,0,9,1,0,9
123409976,0,0,10,0,0,10
164644088,10,0,0,0,0,10
289164741,0,0,0,0,10,10
157768086,1,0,9,0,0,9
399950705,0,0,10,0,0,10
7773058,0,0,10,0,0,10
159443322,10,0,0,0,0,10
289524625,0,0,10,0,0,10
158983395,0,0,0,0,10,10
120820148,0,0,0,0,10,10
237159629,0,0,5,0,5,5
357794621,0,0,10,0,0,10
399827456,0,0,10,0,0,10
121016336,0,0,10,0,0,10
47582109,0,0,10,0,0,10
158554073,0,0,10,0,0,10
48132292,0,0,0,0,10,10
7900623,0,0,10,0,0,10
137628906,10,0,0,0,0,10
120685421,0,0,0,0,10,10
164463419,0,0,10,0,0,10
158484497,10,0,0,0,0,10
298892207,0,0,10,0,0,10
7799187,0,0,10,0,0,10
7585171,0,0,10,0,0,10
158168670,10,0,0,0,0,10
351898282,0,0,0,0,10,10
157855876,10,0,0,0,0,10
123095411,10,0,0,0,0,10
279919437,0,0,0,0,10,10
122955155,0,0,10,0,0,10
158935571,1,0,6,0,3,6
120258315,10,0,0,0,0,10
158794983,10,0,0,0,0,10
137628718,0,0,0,0,10,10
158630571,0,0,10,0,0,10
137754536,0,0,10,0,0,10
123444754,0,0,10,0,0,10
121328347,0,0,9,0,1,9
122070883,4,0,0,0,6,6
158634203,0,0,10,0,0,10
164890522,0,0,10,0,0,10
159651777,0,0,10,0,0,10
121733979,0,0,0,0,10,10
164457253,0,0,0,0,10,10
137411233,10,0,0,0,0,10
288848857,0,0,10,0,0,10
121463130,10,0,0,0,0,10
158726127,10,0,0,0,0,10
157589696,0,0,10,0,0,10
289528681,10,0,0,0,0,10
351073181,0,0,10,0,0,10
120425077,10,0,0,0,0,10
351798452,0,0,0,0,10,10
7582000,0,0,10,0,0,10
399913539,0,0,10,0,0,10
289322850,0,0,10,0,0,10
120251822,10,0,0,0,0,10
120764302,0,0,10,0,0,10
279913202,0,0,10,0,0,10
158833341,10,0,0,0,0,10
351801168,0,0,10,0,0,10
47822216,0,0,0,0,10,10
351769888,10,0,0,0,0,10
157652519,1,0,9,0,0,9
157696836,0,0,0,0,10,10
336320012,0,0,10,0,0,10
377728228,10,0,0,0,0,10
122136817,0,0,4,0,6,6
289246736,10,0,0,0,0,10
121467162,0,0,9,0,1,9
279914595,10,0,0,0,0,10
121394030,0,0,10,0,0,10
121602401,0,0,10,0,0,10
158922455,10,0,0,0,0,10
164887331,0,0,6,0,4,6
390134519,0,0,10,0,0,10
1716467085,10,0,0,0,0,10
332629965,0,0,0,0,10,10
120043041,0,0,10,0,0,10
159180138,0,0,0,0,10,10
405684921,0,0,1,0,9,9
164835877,0,0,10,0,0,10
158833727,0,0,10,0,0,10
390203806,10,0,0,0,0,10
121013849,0,0,10,0,0,10
7849727,10,0,0,0,0,10
390134271,0,0,0,0,10,10
137412167,10,0,0,0,0,10
158390181,0,0,0,0,10,10
279913947,0,0,10,0,0,10
350987999,10,0,0,0,0,10
158275347,0,0,10,0,0,10
159310665,0,0,10,0,0,10
7774003,0,0,10,0,0,10
258271241,10,0,0,0,0,10
159717632,9,0,0,0,1,9
237161538,10,0,0,0,0,10
157760864,0,0,10,0,0,10
157645264,10,0,0,0,0,10
158327021,10,0,0,0,0,10
289248028,10,0,0,0,0,10
159050655,0,0,10,0,0,10
63121350,0,0,10,0,0,10
157889693,10,0,0,0,0,10
258268252,0,0,10,0,0,10
289323050,0,0,10,0,0,10
121945389,10,0,0,0,0,10
121086025,1,0,9,0,0,9
122885398,0,0,10,0,0,10
7801392,0,0,0,0,10,10
164892093,0,0,10,0,0,10
157650606,0,0,10,0,0,10
351667682,10,0,0,0,0,10
121464566,0,0,10,0,0,10
158842305,10,0,0,0,0,10
289531685,0,0,10,0,0,10
237161548,10,0,0,0,0,10
122138354,10,0,0,0,0,10
164524544,0,0,3,0,7,7
123499121,0,0,10,0,0,10
336326542,0,0,10,0,0,10
159652943,0,0,10,0,0,10
