#             ID,KIC,Period,T0-2454900,Duration,Depth,DISP,KepMag,P1/P2,dT0/P,Pmatch(σ),Tmatch(σ),Dmatch(σ),"Sep("")",Chan0,Mod0,Out0,Row0,Col0,Chan1,Mod1,Out1,Row1,Col1,Chan2,Mod2,Out2,Row2,Col2,Chan3,Mod3,Out3,Row3,Col3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536.01,7281484,0.566806,64.7807,1.55,0.000013,KOI,12.318,1,0,4.076,2.778,1,1242.5,21,8,1,116,809,37,12,1,111,809,61,18,1,112,805,45,14,1,118,803
4258.01,7115925,0.566832,64.7776,1.62,0.000018,KOI,12.528,1,0,4.076,2.778,1,1242.5,21,8,1,115,496,37,12,1,111,496,61,18,1,111,492,45,14,1,118,491
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536.01,7281484,0.566806,64.7807,1.55,0.000013,KOI,12.318,1,0,4.107,2.72,1,87.2,21,8,1,116,809,37,12,1,111,809,61,18,1,112,805,45,14,1,118,803
4339.01,7281411,0.566829,64.777,1.5,0.000229,KOI,15.776,1,0,4.107,2.72,1,87.2,21,8,1,94,804,37,12,1,90,804,61,18,1,91,800,45,14,1,97,799
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536.01,7281484,0.566806,64.7807,1.55,0.000013,KOI,12.318,1,0,4.218,2.254,1,562.5,21,8,1,116,809,37,12,1,111,809,61,18,1,112,805,45,14,1,118,803
4874.01,7117549,0.56682,64.7944,3,0.000044,KOI,15.061,1,0,4.218,2.254,1,562.5,21,8,1,257,812,37,12,1,253,812,61,18,1,254,808,45,14,1,260,807
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472.01,7031430,0.566813,64.7769,1.04,0.000103,KOI,15.51,1,0,3.894,2.008,1,278.2,21,8,1,97,410,37,12,1,92,410,61,18,1,93,406,45,14,1,100,404
672.03,7115785,0.566869,64.7516,3.4199,0.000026,KOI,13.998,1,0,3.894,2.008,1,278.2,21,8,1,88,479,37,12,1,83,479,61,18,1,84,475,45,14,1,91,474
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472.01,7031430,0.566813,64.7769,1.04,0.000103,KOI,15.51,1,0,3.993,2.338,1,275.9,21,8,1,97,410,37,12,1,92,410,61,18,1,93,406,45,14,1,100,404
3174.01,7115661,0.56685,64.7659,1.8,0.00013,KOI,10.624,1,0,3.993,2.338,1,275.9,21,8,1,54,464,37,12,1,50,464,61,18,1,50,460,45,14,1,57,459
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4472.01,7031430,0.566813,64.7769,1.04,0.000103,KOI,15.51,1,0,4.192,3.751,1,1567.8,21,8,1,97,410,37,12,1,92,410,61,18,1,93,406,45,14,1,100,404
4339.01,7281411,0.566829,64.777,1.5,0.000229,KOI,15.776,1,0,4.192,3.751,1,1567.8,21,8,1,94,804,37,12,1,90,804,61,18,1,91,800,45,14,1,97,799
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4874.01,7117549,0.56682,64.7944,3,0.000044,KOI,15.061,1,0,4.218,2.254,1,562.5,21,8,1,257,812,37,12,1,253,812,61,18,1,254,808,45,14,1,260,807
4536.01,7281484,0.566806,64.7807,1.55,0.000013,KOI,12.318,1,0,4.218,2.254,1,562.5,21,8,1,116,809,37,12,1,111,809,61,18,1,112,805,45,14,1,118,803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4874.01,7117549,0.56682,64.7944,3,0.000044,KOI,15.061,1,0,4.324,2.161,1,648.3,21,8,1,257,812,37,12,1,253,812,61,18,1,254,808,45,14,1,260,807
4339.01,7281411,0.566829,64.777,1.5,0.000229,KOI,15.776,1,0,4.324,2.161,1,648.3,21,8,1,94,804,37,12,1,90,804,61,18,1,91,800,45,14,1,97,799
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4874.01,7117549,0.56682,64.7944,3,0.000044,KOI,15.061,1,114,3.932,2.009,1,1027.3,21,8,1,257,812,37,12,1,253,812,61,18,1,254,808,45,14,1,260,807
RR-Lyr-pri,7198959,0.566868,0.202178,0,0.623296,GEB,7.862,1,-113.9,3.932,1.925,1,1027.3,21,8,1,49,660,37,12,1,44,659,61,18,1,45,655,45,14,1,51,654
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339.01,7281411,0.566829,64.777,1.5,0.000229,KOI,15.776,1,0,3.973,2.006,1,1292.2,21,8,1,94,804,37,12,1,90,804,61,18,1,91,800,45,14,1,97,799
672.03,7115785,0.566869,64.7516,3.4199,0.000026,KOI,13.998,1,0,3.973,2.006,1,1292.2,21,8,1,88,479,37,12,1,83,479,61,18,1,84,475,45,14,1,91,474
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339.01,7281411,0.566829,64.777,1.5,0.000229,KOI,15.776,1,0,4.107,2.72,1,87.2,21,8,1,94,804,37,12,1,90,804,61,18,1,91,800,45,14,1,97,799
4536.01,7281484,0.566806,64.7807,1.55,0.000013,KOI,12.318,1,0,4.107,2.72,1,87.2,21,8,1,116,809,37,12,1,111,809,61,18,1,112,805,45,14,1,118,803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339.01,7281411,0.566829,64.777,1.5,0.000229,KOI,15.776,1,0,4.192,3.751,1,1567.8,21,8,1,94,804,37,12,1,90,804,61,18,1,91,800,45,14,1,97,799
4472.01,7031430,0.566813,64.7769,1.04,0.000103,KOI,15.51,1,0,4.192,3.751,1,1567.8,21,8,1,97,410,37,12,1,92,410,61,18,1,93,406,45,14,1,100,404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339.01,7281411,0.566829,64.777,1.5,0.000229,KOI,15.776,1,0,4.324,2.161,1,648.3,21,8,1,94,804,37,12,1,90,804,61,18,1,91,800,45,14,1,97,799
4874.01,7117549,0.56682,64.7944,3,0.000044,KOI,15.061,1,0,4.324,2.161,1,648.3,21,8,1,257,812,37,12,1,253,812,61,18,1,254,808,45,14,1,260,807
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4020.01,7038096,0.56683,64.7784,1.24,0.000189,KOI,14.65,1,0,4.166,3.465,1,1254.9,22,8,2,885,659,38,12,2,881,659,62,18,2,882,664,46,14,2,887,664
4559.01,7285673,0.566848,64.7781,1.31,0.000068,KOI,14.498,1,0,4.166,3.466,1,1254.9,22,8,2,570,660,38,12,2,565,660,62,18,2,567,665,46,14,2,571,665
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258.01,7115925,0.566832,64.7776,1.62,0.000018,KOI,12.528,1,0,4.076,2.778,1,1242.5,21,8,1,115,496,37,12,1,111,496,61,18,1,111,492,45,14,1,118,491
4536.01,7281484,0.566806,64.7807,1.55,0.000013,KOI,12.318,1,0,4.076,2.778,1,1242.5,21,8,1,116,809,37,12,1,111,809,61,18,1,112,805,45,14,1,118,803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258.01,7115925,0.566832,64.7776,1.62,0.000018,KOI,12.528,1,0,4.16,2.314,1,274,21,8,1,115,496,37,12,1,111,496,61,18,1,111,492,45,14,1,118,491
3174.01,7115661,0.56685,64.7659,1.8,0.00013,KOI,10.624,1,0,4.161,2.314,1,274,21,8,1,54,464,37,12,1,50,464,61,18,1,50,460,45,14,1,57,459
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4559.01,7285673,0.566848,64.7781,1.31,0.000068,KOI,14.498,1,0,4.166,3.466,1,1254.9,22,8,2,570,660,38,12,2,565,660,62,18,2,567,665,46,14,2,571,665
4020.01,7038096,0.56683,64.7784,1.24,0.000189,KOI,14.65,1,0,4.166,3.465,1,1254.9,22,8,2,885,659,38,12,2,881,659,62,18,2,882,664,46,14,2,887,664
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174.01,7115661,0.56685,64.7659,1.8,0.00013,KOI,10.624,1,0,3.993,2.338,1,275.9,21,8,1,54,464,37,12,1,50,464,61,18,1,50,460,45,14,1,57,459
4472.01,7031430,0.566813,64.7769,1.04,0.000103,KOI,15.51,1,0,3.993,2.338,1,275.9,21,8,1,97,410,37,12,1,92,410,61,18,1,93,406,45,14,1,100,404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174.01,7115661,0.56685,64.7659,1.8,0.00013,KOI,10.624,1,0,4.148,2.238,1,146.4,21,8,1,54,464,37,12,1,50,464,61,18,1,50,460,45,14,1,57,459
672.03,7115785,0.566869,64.7516,3.4199,0.000026,KOI,13.998,1,0,4.148,2.238,1,146.4,21,8,1,88,479,37,12,1,83,479,61,18,1,84,475,45,14,1,91,474
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3174.01,7115661,0.56685,64.7659,1.8,0.00013,KOI,10.624,1,0,4.161,2.314,1,274,21,8,1,54,464,37,12,1,50,464,61,18,1,50,460,45,14,1,57,459
4258.01,7115925,0.566832,64.7776,1.62,0.000018,KOI,12.528,1,0,4.16,2.314,1,274,21,8,1,115,496,37,12,1,111,496,61,18,1,111,492,45,14,1,118,491
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672.03,7115785,0.566869,64.7516,3.4199,0.000026,KOI,13.998,1,0,3.894,2.008,1,278.2,21,8,1,88,479,37,12,1,83,479,61,18,1,84,475,45,14,1,91,474
4472.01,7031430,0.566813,64.7769,1.04,0.000103,KOI,15.51,1,0,3.894,2.008,1,278.2,21,8,1,97,410,37,12,1,92,410,61,18,1,93,406,45,14,1,100,404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672.03,7115785,0.566869,64.7516,3.4199,0.000026,KOI,13.998,1,0,3.973,2.006,1,1292.2,21,8,1,88,479,37,12,1,83,479,61,18,1,84,475,45,14,1,91,474
4339.01,7281411,0.566829,64.777,1.5,0.000229,KOI,15.776,1,0,3.973,2.006,1,1292.2,21,8,1,94,804,37,12,1,90,804,61,18,1,91,800,45,14,1,97,799
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672.03,7115785,0.566869,64.7516,3.4199,0.000026,KOI,13.998,1,0,4.148,2.238,1,146.4,21,8,1,88,479,37,12,1,83,479,61,18,1,84,475,45,14,1,91,474
3174.01,7115661,0.56685,64.7659,1.8,0.00013,KOI,10.624,1,0,4.148,2.238,1,146.4,21,8,1,54,464,37,12,1,50,464,61,18,1,50,460,45,14,1,57,459
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616.01,5956787,0.569116,65.01879,2.8115,0.003462,KOI,12.093,1,0,4.313,2.177,1,8.2,18,7,2,972,142,58,17,2,967,141,66,19,2,967,147,26,9,2,969,146
3821.01,5956776,0.569125,65.002,1.836,0.019905,KOI,16.747,1,0,4.313,2.177,1,8.2,18,7,2,971,144,58,17,2,966,143,66,19,2,967,149,26,9,2,969,148
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2616.01,5956787,0.569116,65.01879,2.8115,0.003462,KOI,12.093,1,-62,4.902,3.423,1,8.2,18,7,2,972,142,58,17,2,967,141,66,19,2,967,147,26,9,2,969,146
005956776-pri,5956776,0.569115,100.303601,2.154,0.2512,KEB,16.747,1,62,4.902,3.45,1,8.2,18,7,2,971,144,58,17,2,966,143,66,19,2,967,149,26,9,2,969,148
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3821.01,5956776,0.569125,65.002,1.836,0.019905,KOI,16.747,1,0,4.313,2.177,1,8.2,18,7,2,971,144,58,17,2,966,143,66,19,2,967,149,26,9,2,969,148
2616.01,5956787,0.569116,65.01879,2.8115,0.003462,KOI,12.093,1,0,4.313,2.177,1,8.2,18,7,2,972,142,58,17,2,967,141,66,19,2,967,147,26,9,2,969,146
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4732.01,7870282,0.58074,64.731,1.61,0.000081,KOI,15.236,1,19,4.223,2.797,1,46.1,53,16,1,802,1041,81,24,1,802,1037,29,10,1,807,1037,1,2,1,808,1042
007938870-pri,7938870,0.580726,53.693949,2.6077,0.3601,KEB,12.295,1,-19,4.223,2.77,1,46.1,53,16,1,790,1039,81,24,1,791,1034,29,10,1,796,1034,1,2,1,797,1039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799.01,5649833,0.597934,64.95439,2.0759,0.000306,KOI,13.364,1,0,4.223,2.619,1,24,11,4,3,576,512,15,6,3,581,511,75,22,3,578,517,71,20,3,578,517
4078.01,5649837,0.597948,64.94911,0.962,0.000307,KOI,15.248,1,0,4.223,2.619,1,24,11,4,3,571,514,15,6,3,576,514,75,22,3,573,519,71,20,3,572,519
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078.01,5649837,0.597948,64.94911,0.962,0.000307,KOI,15.248,1,0,4.223,2.619,1,24,11,4,3,571,514,15,6,3,576,514,75,22,3,573,519,71,20,3,572,519
2799.01,5649833,0.597934,64.95439,2.0759,0.000306,KOI,13.364,1,0,4.223,2.619,1,24,11,4,3,576,512,15,6,3,581,511,75,22,3,578,517,71,20,3,578,517
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028.01,7818447,0.618959,64.58458,1.44,0.000463,KOI,13.593,1,0,4.384,2.532,1,12.5,43,13,3,490,423,44,13,4,396,519,41,13,1,485,425,42,13,2,392,516
007818448-pri,7818448,0.618952,64.591595,1.9787,0.1014,KEB,13.894,1,0,4.384,2.532,1,12.5,43,13,3,488,420,44,13,4,393,517,41,13,1,484,423,42,13,2,389,515
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724.01,5308387,0.620741,65.101,1.7297,0.000101,KOI,12.878,0.5,0,4.088,2.363,1,13.8,11,4,3,156,397,15,6,3,161,396,75,22,3,158,402,71,20,3,157,401
3887.01,5308419,1.241508,65.08976,1.15,0.000195,KOI,13.482,2,0,0.675,2.61,1,13.8,11,4,3,152,396,15,6,3,158,395,75,22,3,155,401,71,20,3,154,400
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888.01,12023078,0.623443,64.98911,1.0742,0.000124,KOI,12.65,1,-59,4.703,3.037,1,9.8,71,20,3,368,896,11,4,3,367,891,15,6,3,373,891,75,22,3,370,896
012023089-pri,12023089,0.623441,101.770732,1.2359,0.0234,KEB,15.626,1,59,4.703,3.056,1,9.8,71,20,3,367,898,11,4,3,365,893,15,6,3,371,892,75,22,3,368,898
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184.01,4037164,0.635446,67.1827,1.248,0.003614,KOI,15.432,1,-52,4.629,2.946,1,6.4,16,6,4,417,330,76,22,4,415,324,72,20,4,412,325,12,4,4,412,329
004037163-pri,4037163,0.635444,100.227955,1.4717,0.1278,KEB,16.675,1,52,4.629,2.928,1,6.4,16,6,4,418,328,76,22,4,416,323,72,20,4,413,323,12,4,4,413,328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735.01,3446451,0.642348,64.91048,1.4482,0.000258,KOI,12.305,0.5,-54,4.548,3.285,1,10.6,2,2,2,953,559,54,16,2,947,559,82,24,2,947,564,30,10,2,951,564
003547315-pri,3547315,1.2847,99.59663,1.8808,0.0166,KEB,16.639,2,27,0.674,3.439,1,10.6,2,2,2,950,558,54,16,2,945,558,82,24,2,945,563,30,10,2,949,562
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735.01,3446451,0.642348,64.91048,1.4482,0.000258,KOI,12.305,0.5,-55,4.548,3.359,1,10.6,2,2,2,953,559,54,16,2,947,559,82,24,2,947,564,30,10,2,951,564
003547315-sec,3547315,1.2847,100.240136,1.6804,0.013,KEB,16.639,2,27.5,0.674,0.675,1,10.6,2,2,2,950,558,54,16,2,945,558,82,24,2,945,563,30,10,2,949,562
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735.01,3446451,0.642348,64.91048,1.4482,0.000258,KOI,12.305,1,0,4.621,2.74,1,10.6,2,2,2,953,559,54,16,2,947,559,82,24,2,947,564,30,10,2,951,564
3736.01,3547315,0.642351,64.906536,1.585,0.032285,KOI,16.639,1,0,4.621,2.74,1,10.6,2,2,2,950,558,54,16,2,945,558,82,24,2,945,563,30,10,2,949,562
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3736.01,3547315,0.642351,64.906536,1.585,0.032285,KOI,16.639,1,0,4.621,2.74,1,10.6,2,2,2,950,558,54,16,2,945,558,82,24,2,945,563,30,10,2,949,562
1735.01,3446451,0.642348,64.91048,1.4482,0.000258,KOI,12.305,1,0,4.621,2.74,1,10.6,2,2,2,953,559,54,16,2,947,559,82,24,2,947,564,30,10,2,951,564
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4594.01,5696918,0.642999,65.0086,0.9,0.000062,KOI,14.8,1,0,4.519,3.443,1,8.6,17,7,1,571,1056,57,17,1,566,1056,65,19,1,567,1051,25,9,1,570,1052
005696909-sec,5696909,0.643003,65.00823,1.017,0.002,KEB,14.984,1,0,4.519,3.443,1,8.6,17,7,1,569,1056,57,17,1,564,1056,65,19,1,565,1050,25,9,1,568,1051
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3949.01,5598595,0.648763,64.7498,1.61,0.000242,KOI,15.399,0.5,14,4.112,2.891,1,67.8,35,11,3,594,1074,79,23,3,594,1078,51,15,3,590,1078,7,3,3,589,1074
005598639-sec,5598639,1.297551,55.664631,3.192,0.1098,KEB,10.201,2,-7,0.675,3.124,1,67.8,35,11,3,607,1063,79,23,3,607,1067,51,15,3,604,1067,7,3,3,603,1064
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3949.01,5598595,0.648763,64.7498,1.61,0.000242,KOI,15.399,0.5,15,4.112,2.694,1,67.8,35,11,3,594,1074,79,23,3,594,1078,51,15,3,590,1078,7,3,3,589,1074
005598639-pri,5598639,1.297551,55.013779,3.3165,0.1081,KEB,10.201,2,-7.5,0.675,0.68,1,67.8,35,11,3,607,1063,79,23,3,607,1067,51,15,3,604,1067,7,3,3,603,1064
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181.01,3344419,0.651784,66.11067,1.4865,0.005848,KOI,14.997,1,-52,4.94,3.341,1,11.4,2,2,2,1025,719,54,16,2,1019,720,82,24,2,1019,724,30,10,2,1024,724
003344427-pri,3344427,0.651785,100.00292,1.5956,0.3135,KEB,15.832,1,52,4.94,3.328,1,11.4,2,2,2,1028,719,54,16,2,1022,719,82,24,2,1022,724,30,10,2,1026,724
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3957.01,7458309,0.660645,64.8505,1.55,0.000063,KOI,13.872,1,0,4.204,2.329,1,18.4,25,9,1,542,916,17,7,1,543,920,57,17,1,538,920,65,19,1,538,915
007458285-pri,7458285,0.660628,64.863627,2.5257,0.3502,KEB,13.519,1,0,4.204,2.329,1,18.4,25,9,1,539,919,17,7,1,539,923,57,17,1,535,924,65,19,1,535,919
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2810.01,10275766,0.661742,64.8646,2.654,0.000207,KOI,15.396,1,16,4.424,2.968,1,31,66,19,2,59,916,26,9,2,62,917,18,7,2,63,911,58,17,2,58,911
010275747-pri,10275747,0.661748,54.274749,2.4808,0.545,KEB,12.796,1,-16,4.424,2.984,1,31,66,19,2,55,910,26,9,2,58,910,18,7,2,59,904,58,17,2,54,904
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286.01,10879208,0.668484,111.28043,1.539,0.003803,KOI,15.905,0.5,16,4.569,2.904,1,7.3,51,15,3,468,601,7,3,3,467,597,35,11,3,471,597,79,23,3,472,601
010879213-sec,10879213,1.336971,100.582228,2.1498,0.1913,KEB,18.792,2,-8,0.674,3.118,1,7.3,51,15,3,467,600,7,3,3,465,597,35,11,3,470,596,79,23,3,470,600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286.01,10879208,0.668484,111.28043,1.539,0.003803,KOI,15.905,0.5,17,4.569,2.828,1,7.3,51,15,3,468,601,7,3,3,467,597,35,11,3,471,597,79,23,3,472,601
010879213-pri,10879213,1.336971,99.913074,1.8899,0.1561,KEB,18.792,2,-8.5,0.674,0.678,1,7.3,51,15,3,467,600,7,3,3,465,597,35,11,3,470,596,79,23,3,470,600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286.01,10879208,0.668484,111.28043,1.539,0.003803,KOI,15.905,1,69,4.286,2.157,1,7.3,51,15,3,468,601,7,3,3,467,597,35,11,3,471,597,79,23,3,472,601
3730.01,10879213,0.668496,65.13431,1.5,0.442269,KOI,18.792,1,-69,4.286,2.173,1,7.3,51,15,3,467,600,7,3,3,465,597,35,11,3,470,596,79,23,3,470,600
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3730.01,10879213,0.668496,65.13431,1.5,0.442269,KOI,18.792,1,-69,4.286,2.173,1,7.3,51,15,3,467,600,7,3,3,465,597,35,11,3,470,596,79,23,3,470,600
1286.01,10879208,0.668484,111.28043,1.539,0.003803,KOI,15.905,1,69,4.286,2.157,1,7.3,51,15,3,468,601,7,3,3,467,597,35,11,3,471,597,79,23,3,472,601
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3839.01,10095484,0.677748,64.63214,1.525,0.000496,KOI,14.382,1,-52,4.263,2.48,1,15.2,52,15,4,714,547,8,3,4,712,551,36,11,4,717,551,80,23,4,717,547
010095469-pri,10095469,0.677762,99.866139,2.4546,0.4788,KEB,14.693,1,52,4.263,2.452,1,15.2,52,15,4,717,546,8,3,4,716,550,36,11,4,721,550,80,23,4,721,547
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485.01,9692345,0.687896,66.66325,2.4988,0.000593,KOI,15.657,1,-49,4.64,2.948,1,13.3,74,22,2,505,379,70,20,2,509,380,10,4,2,510,374,14,6,2,504,374
009692336-pri,9692336,0.687898,100.367937,2.7373,0.297,KEB,17.49,1,49,4.64,2.932,1,13.3,74,22,2,507,376,70,20,2,511,377,10,4,2,512,371,14,6,2,506,371
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4211.01,5078025,0.696264,64.887,1.93,0.000108,KOI,15.034,1,15,4.154,2.526,1,34.3,35,11,3,244,653,79,23,3,244,656,51,15,3,240,657,7,3,3,239,653
005077994-sec,5077994,0.696287,54.435002,2.3211,0.2305,KEB,12.668,1,-15,4.154,2.541,1,34.3,35,11,3,236,657,79,23,3,236,660,51,15,3,232,661,7,3,3,231,657
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492.01,12108312,0.705448,66.80677,2.584,0.000483,KOI,14.351,1,18,5.057,2.981,1,21.4,81,24,1,808,999,29,10,1,813,999,1,2,1,814,1004,53,16,1,808,1004
012108333-pri,12108333,0.705448,54.106687,2.2518,0.3561,KEB,13.228,1,-18,5.057,2.982,1,21.4,81,24,1,809,994,29,10,1,814,994,1,2,1,815,999,53,16,1,808,999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1492.01,12108312,0.705448,66.80677,2.584,0.000483,KOI,14.351,1,3,4.194,2.142,1,29,81,24,1,808,999,29,10,1,813,999,1,2,1,814,1004,53,16,1,808,1004
4540.01,12108293,0.705467,64.6677,2.2,0.00006,KOI,14.837,1,-3,4.194,2.143,1,29,81,24,1,808,1007,29,10,1,813,1006,1,2,1,814,1011,53,16,1,808,1011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540.01,12108293,0.705467,64.6677,2.2,0.00006,KOI,14.837,1,0,4.078,2.422,1,102.6,81,24,1,808,1007,29,10,1,813,1006,1,2,1,814,1011,53,16,1,808,1011
4592.01,12108364,0.705499,64.6568,1.17,0.000111,KOI,15.826,1,0,4.078,2.422,1,102.6,81,24,1,808,981,29,10,1,813,981,1,2,1,814,985,53,16,1,808,985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540.01,12108293,0.705467,64.6677,2.2,0.00006,KOI,14.837,1,15,4.198,2.173,1,50.3,81,24,1,808,1007,29,10,1,813,1006,1,2,1,814,1011,53,16,1,808,1011
012108333-pri,12108333,0.705448,54.106687,2.2518,0.3561,KEB,13.228,1,-15,4.198,2.179,1,50.3,81,24,1,809,994,29,10,1,814,994,1,2,1,815,999,53,16,1,808,999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540.01,12108293,0.705467,64.6677,2.2,0.00006,KOI,14.837,1,-3,4.194,2.143,1,29,81,24,1,808,1007,29,10,1,813,1006,1,2,1,814,1011,53,16,1,808,1011
1492.01,12108312,0.705448,66.80677,2.584,0.000483,KOI,14.351,1,3,4.194,2.142,1,29,81,24,1,808,999,29,10,1,813,999,1,2,1,814,1004,53,16,1,808,1004
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4592.01,12108364,0.705499,64.6568,1.17,0.000111,KOI,15.826,1,0,4.078,2.422,1,102.6,81,24,1,808,981,29,10,1,813,981,1,2,1,814,985,53,16,1,808,985
4540.01,12108293,0.705467,64.6677,2.2,0.00006,KOI,14.837,1,0,4.078,2.422,1,102.6,81,24,1,808,1007,29,10,1,813,1006,1,2,1,814,1011,53,16,1,808,1011
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4592.01,12108364,0.705499,64.6568,1.17,0.000111,KOI,15.826,1,15,3.969,1.996,1,52.4,81,24,1,808,981,29,10,1,813,981,1,2,1,814,985,53,16,1,808,985
012108333-pri,12108333,0.705448,54.106687,2.2518,0.3561,KEB,13.228,1,-15,3.969,2.006,1,52.4,81,24,1,809,994,29,10,1,814,994,1,2,1,815,999,53,16,1,808,999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106.01,11017094,0.70856,65.1021,1.68,0.000142,KOI,15.017,1,0,4.514,2.681,1,24,78,23,2,1026,214,50,15,2,1030,213,6,3,2,1029,209,34,11,2,1027,210
011017077-pri,11017077,0.708564,65.107299,2.828,0.3441,KEB,13.448,1,0,4.514,2.681,1,24,78,23,2,1031,210,50,15,2,1034,209,6,3,2,1034,205,34,11,2,1031,206
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871.01,9752982,0.716725,65.04082,0.777,0.000552,KOI,12.224,1,0,4.927,3.647,1,13,74,22,2,542,424,70,20,2,546,425,10,4,2,547,420,14,6,2,541,419
3162.01,9752973,0.716726,65.04063,1.065,0.000038,KOI,10.047,1,0,4.927,3.647,1,13,74,22,2,545,424,70,20,2,549,424,10,4,2,550,419,14,6,2,544,419
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3162.01,9752973,0.716726,65.04063,1.065,0.000038,KOI,10.047,1,0,4.927,3.647,1,13,74,22,2,545,424,70,20,2,549,424,10,4,2,550,419,14,6,2,544,419
3871.01,9752982,0.716725,65.04082,0.777,0.000552,KOI,12.224,1,0,4.927,3.647,1,13,74,22,2,542,424,70,20,2,546,425,10,4,2,547,420,14,6,2,541,419
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107.01,3228959,0.7309,66.685,2.8862,0.000223,KOI,15.401,1,17,4.012,2.934,1,82.6,1,2,1,244,147,53,16,1,238,147,81,24,1,238,143,29,10,1,243,142
003228863-pri,3228863,0.730944,54.262147,2.7893,0.4865,KEB,11.816,1,-17,4.012,2.85,1,82.6,1,2,1,224,142,53,16,1,218,142,81,24,1,217,138,29,10,1,223,137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107.01,3228959,0.7309,66.685,2.8862,0.000223,KOI,15.401,1,2,3.881,2.343,1,59.3,1,2,1,244,147,53,16,1,238,147,81,24,1,238,143,29,10,1,243,142
