,tic_id,RA,Dec,Tmag,Period,Epoc,Transit_Depth,Duration,Sectors,Camera,CCD,star_rad,star_mass,teff,logg,SN,Qingress
236,121991372,284.977007056,29.8926568143,12.4727,2.880003,1685.193389,0.04681,0.03208323342,14,1,2,3.83932,,5057.0,,11.59986,0.16929
272,29819071,285.224672187,34.7433090824,12.9642,0.588211,1683.79225,0.00054,0.10285457546,14,1,2,1.88007,1.28,6397.0,3.99693,12.15815,-0.08685
275,40285577,285.297031384,33.7073970921,12.4379,0.456961,1683.68809,0.0138,0.17221946168,14,1,2,2.13229,1.38,6601.0,3.92026,55.47633,-0.86648
292,120100001,285.289288801,30.5739958156,12.598,13.901907,1691.243462,0.06943,0.39592631135999995,14,1,2,1.2402,1.14,6088.0,4.30799,28.31602,0.38299
298,122072331,285.328981417,30.1376827007,8.6301,11.317548,1693.976249,0.01906,0.33024605064,14,1,2,108.174,,3544.0,,18.47099,0.15103
309,70844442,285.380062846,31.2185447597,11.4137,1.693767,1683.847757,0.02047,0.17726965422000002,14,1,2,8.34375,,4871.0,,29.90892,0.43774
327,122368214,285.420192699,34.480315152,10.3671,0.740294,1684.240095,0.00106,0.07150499746,14,1,2,57.5554,,4012.0,,10.01602,0.17472
328,426121151,285.419743268,34.9583634906,11.0559,12.974665,1696.475061,0.18731,0.23652814295,14,1,2,9.5005,,4832.0,,85.31792,0.28414
329,22374236,285.405406058,35.1260515819,12.5336,7.258565,1690.848069,0.00626,0.12230682025,14,1,2,12.6615,,4758.0,,9.38223,0.23618
339,21765696,285.494167148,34.7356883425,13.4203,0.847933,1683.662218,0.05171,0.14327523901000003,14,1,2,1.06563,0.897,5249.0,4.33565,25.11105,0.40855
344,41103855,285.48132066,33.3246541154,12.7774,0.565989,1683.955415,0.00282,0.07638021554999999,14,1,2,1.5464,1.04,5798.0,4.07646,11.87927,0.19013
349,399792154,285.504998351,33.0168589092,12.1534,1.063905,1684.058525,0.27162,0.1309879836,14,1,2,0.866405,0.906,5280.0,4.51975,40.06115,0.50108
353,70949887,285.528526987,32.6196837341,13.4346,13.920562,1691.29608,0.02168,0.49668565216000005,14,1,2,1.9016,1.25,6335.0,3.97674,27.00521,0.20345
364,284688217,292.017451226,34.6696232295,12.4993,13.99714,1690.998729,0.08949,0.242850379,14,1,2,12.1713,,4751.0,,28.41091,0.20002
373,122705143,292.016289791,33.7927124688,11.0552,14.005602,1690.976958,0.02925,0.23571428166000002,14,1,2,14.8519,,4711.0,,17.84054,0.19824
388,122366798,292.014649753,32.3553168919,11.0538,10.657246,1694.113753,0.01147,0.12959211136,14,1,2,25.5265,,4250.0,,18.62718,0.52374
392,392799218,291.976227049,31.8884659826,12.6334,10.860068,1694.165883,0.03012,0.16214081524,14,1,2,11.8989,,4786.0,,50.05123,0.22519
398,395020523,292.050087711,31.6291746702,8.6923,9.324842,1686.742033,0.00478,0.11739976078000001,14,1,2,21.1774,,4533.0,,9.08045,0.21696
402,138721912,291.968718478,31.4028097636,11.9333,7.491486,1690.436566,0.00941,0.2217479856,14,1,2,21.3514,,4334.0,,21.79128,0.30242
442,214343267,292.122986102,32.1609236587,12.5382,8.149302,1688.750362,0.16037,0.17382461166,14,1,2,12.107,,4652.0,,68.4866,0.27756
443,137215339,292.104708396,32.3535010475,11.1511,11.25266,1693.58797,0.01587,0.171603065,14,1,2,2.40016,1.97,8114.0,3.97205,9.82976,0.19128
444,394695696,292.080290119,32.6024703916,12.6516,13.901621,1691.280409,0.00618,0.3864650638,14,1,2,2.24896,1.2,6225.0,3.81329,10.96745,0.08358
450,40999246,292.173697668,33.2890984306,12.8403,13.958801,1691.148361,0.08807,0.31016455822,14,1,2,1.09501,1.217,6259.0,4.44452,34.77151,0.20912
474,213174750,292.078586112,35.537191486,11.4212,13.997112,1690.993386,0.45422,0.17776332239999998,14,1,2,24.4136,,4221.0,,37.87333,0.23534
483,71773047,292.280408335,35.7544066793,12.9151,10.15914,1687.742291,0.01626,0.3547571688,14,1,2,8.6424,,4691.0,,9.43698,0.00459
485,20778034,292.283083141,35.6257332142,12.8944,11.310398,1694.099334,0.0301,0.15416072473999998,14,1,2,6.77726,,4908.0,,16.6081,0.23146
488,138490690,292.326963078,35.3019478772,12.8797,5.424187,1686.995685,0.04405,0.08657002451999998,14,1,2,11.3648,,4461.0,,20.00056,0.23555
490,137763063,292.224277451,35.2140666983,12.3126,13.892148,1691.322676,0.02805,0.53887642092,14,1,2,4.81822,,5019.0,,25.42792,0.151
493,68624636,292.289187167,34.5132679053,12.0699,11.303264,1694.113449,0.01081,0.17350510240000003,14,1,2,15.4339,,4564.0,,20.12578,0.22065
499,41281799,292.232069372,34.1999764008,12.8317,11.739953,1693.896545,0.05623,0.34339362525,14,1,2,8.66632,,4560.0,,42.40377,0.13238
520,394383057,292.320599534,30.9951216132,12.7118,1.810433,1684.877119,0.02013,0.08742580957,14,1,2,1.74851,1.22,6267.0,4.03909,12.69243,0.20887
521,21969094,292.253307883,30.7814784428,13.4662,0.972239,1684.59663,0.06027,0.16130417249,14,1,2,10.647,,4751.0,,13.55592,-0.01136
528,71075446,292.252084559,29.9665974124,12.6055,0.907655,1683.734673,0.01131,0.1401056258,14,1,2,1.96341,0.88,5194.0,3.79653,12.52931,0.12269
540,137347875,292.37806498,31.3963789741,13.3817,1.404878,1684.221972,0.94913,0.19440701764,14,1,2,12.9238,,4703.0,,220.29877,0.45364
542,138038978,292.358671869,31.444108153,11.4948,13.997223,1691.125305,0.17193,0.49998080556,14,1,2,10.5756,,4509.0,,26.85242,0.14207
545,110221019,292.355660992,31.7805573476,13.4441,1.995809,1685.327969,0.02903,0.16184015181,14,1,2,13.1551,,4869.0,,64.66957,0.41984
575,120492945,292.442053993,34.3308323695,11.0874,0.551405,1683.643344,0.00675,0.058388275450000006,14,1,2,0.821653,1.027,5746.0,4.62026,11.18053,0.11042
597,358604409,292.507615522,34.9801438337,11.8586,0.443072,1683.649994,0.00964,0.07725403391999999,14,1,2,36.9073,,4317.0,,23.10935,0.56346
613,138033024,292.579329234,33.311872058,12.2329,0.613211,1683.812566,0.00863,0.07513674382999999,14,1,2,1.3681,1.182,6181.0,4.23845,11.4652,0.14022
626,394859312,292.518740015,31.6026222075,12.4882,0.467378,1683.939223,0.00046,0.12381310597999999,14,1,2,11.4156,,4738.0,,12.89517,-0.07951
639,302815059,292.597630008,30.6248859798,13.0736,2.488133,1684.845629,0.02401,0.12781539221,14,1,2,2.23882,1.27,6379.0,3.84183,17.98448,0.24277
653,137971335,292.680905329,29.9676247663,13.4532,11.317482,1693.890084,0.34992,0.47771091522,14,1,2,15.1241,,4070.0,,9.17027,0.21188
661,72023713,292.685839742,30.2917687609,12.654,0.124322,1683.613792,0.24842,0.00136008268,14,1,2,0.928466,0.984,5574.0,4.49553,10.45777,0.51672
668,110220667,292.665487785,30.7357566863,11.6586,0.40835,1683.671315,0.12114,0.13571512249999998,14,1,2,12.8277,,4643.0,,232.35711,0.45372
676,137215482,292.686677099,31.3342692916,10.6344,7.077623,1683.750052,0.52495,0.042111856850000004,14,1,2,30.1271,,4264.0,,17.61707,0.13932
678,112980053,292.762598999,31.3909241233,12.993,0.381267,1683.755432,0.13096,0.10018934226000001,14,1,2,,,,,26.64088,0.44925
684,58817605,292.732405689,32.2799956945,13.3867,8.700441,1690.862613,0.09659,0.10196916851999999,14,1,2,11.0301,,4759.0,,14.55556,0.2553
698,115235368,292.719845757,33.8271251529,11.0157,0.311128,1683.768189,0.00497,0.06233760608,14,1,2,8.90089,,5031.0,,18.51246,0.47338
701,40175062,292.728630837,34.5565921223,12.7843,0.204183,1683.791937,0.07143,0.14677082406,14,1,2,3.50805,1.13,6069.0,3.40101,123.30473,0.60507
706,115648801,292.673268324,35.8938678161,11.748,0.738211,1684.256594,0.11858,0.12377583837,14,1,2,13.7659,,4622.0,,15.94712,-0.03175
730,112362827,292.802928222,32.6357102107,12.9182,3.08907,1685.174382,0.06326,0.24428365559999998,14,1,2,12.2725,,4852.0,,70.92878,0.39393
735,24237776,292.80734592,32.0044618085,13.4441,0.526405,1683.653199,0.0082,0.0354586408,14,1,2,10.3767,,4824.0,,9.56631,0.24693
772,138566841,293.008350944,30.3428497975,13.241,11.649288,1694.21305,0.10277,0.2254137228,14,1,2,1.63848,1.43,6721.0,4.16452,16.01569,0.22635
779,24367406,292.907888269,30.9256392258,13.3563,11.019038,1694.410342,0.00727,0.12352341598,14,1,2,12.152,,4613.0,,10.01097,0.22785
799,70731387,292.939479153,33.0138452547,13.1787,0.95835,1684.241993,0.00567,0.221436351,14,1,2,3.01806,1.42,6689.0,3.6309,23.28414,0.36513
803,138717828,292.941018195,33.1655294735,13.0402,11.485449,1694.036226,0.00937,0.20294788383,14,1,2,4.25833,,4917.0,,34.06864,0.20552
815,21153538,293.014104046,35.2923481045,12.2599,11.238419,1694.137997,0.00505,0.11867770464,14,1,2,1.87101,0.99,5606.0,3.88955,11.95963,0.23848
839,435346827,291.015355634,33.3802476311,12.8434,0.321544,1683.929629,0.0897,0.07691654024,14,1,2,1.60479,1.38,6613.0,4.16711,39.68888,0.42209
853,138029165,291.017875326,31.9754345056,13.4101,11.515023,1694.152354,0.00561,0.17261019476999998,14,1,2,2.57726,1.38,6603.0,3.75563,9.56786,0.247
866,30423161,291.050740245,30.4569787655,13.1824,0.555572,1683.856023,0.00925,0.06323520503999999,14,1,2,8.8998,,5126.0,,15.47433,0.2381
878,111787679,291.1334638,30.9289105626,13.2368,0.673628,1684.192917,0.00095,0.0962614412,14,1,2,1.71089,1.49,6858.0,4.14481,16.88518,0.04443
879,122071331,291.201883213,31.0871528127,12.6853,11.485565,1693.944557,0.0086,0.27760610604999997,14,1,2,10.333,,4564.0,,22.62491,0.06155
902,70240869,291.168716661,33.9476035868,13.1868,9.324805,1692.862101,0.6554,0.197685866,14,1,2,3.93256,,5581.0,,206.57836,0.42697
906,1867338420,291.199674785,34.3536565786,13.2459,0.54585,1684.070449,0.02926,0.08708490899999999,14,1,2,0.912443,0.92,5321.0,4.48144,24.10076,-0.06662
907,122131750,291.210038955,34.3994021365,11.5397,14.005602,1691.182019,0.07385,0.41904761183999995,14,1,2,1.20505,1.139,6081.0,4.33258,24.54868,0.04936
915,41614386,281.707543064,32.4856532451,12.8609,0.362517,1683.65111,0.01709,0.10298382935999999,14,1,2,10.7214,,4857.0,,20.01911,0.50255
921,57766515,281.702774488,34.5103368368,12.554,12.049013,1684.054036,1.50534,0.07133015696,14,1,2,2.24194,1.18,6188.0,3.8087,23.0783,0.5267
927,40998124,281.698552235,35.3568929529,10.4527,7.10473,1684.19179,0.00103,0.2263566978,14,1,2,1.75317,1.03,5749.0,3.96326,9.01221,0.21128
936,41831896,281.881380015,33.9209945846,10.1246,0.629183,1683.999149,0.01834,0.06697023852,14,1,2,24.5963,,4454.0,,27.4957,0.32715
955,392863762,282.238563032,31.3495012224,13.2768,0.544461,1684.17154,0.00707,0.08886147980999999,14,1,2,1.21583,1.04,5803.0,4.28535,10.08355,0.06327
960,29538027,282.461606112,35.3465521146,13.0711,0.840989,1684.020983,0.00351,0.13745124216,14,1,2,11.0384,,4782.0,,11.75429,0.0151
961,110222925,282.492008845,35.3443407535,12.8861,7.050587,1683.793747,0.01014,0.05584064904,14,1,2,0.702826,0.98,5561.0,4.7356,14.81317,0.09358
971,138361343,282.498137606,33.8555607143,11.187,1.844461,1684.049765,0.06366,0.22749581974,14,1,2,,,,,36.59938,0.44094
989,70604495,282.50112706,30.6906477649,13.275,0.372239,1683.970283,0.01746,0.08779256815,14,1,2,1.01652,1.11,6021.0,4.46916,27.33468,-0.16816
991,1712251013,282.57821175,30.4656593507,9.913,13.12334,1691.009019,1.29577,0.16194201560000002,14,1,2,2.86838,1.58,7105.0,3.72145,15.36315,0.15061
995,40570575,282.544715095,30.8034359838,10.8892,2.494865,1684.768915,0.08438,0.2101175303,14,1,2,0.848491,0.921,5336.0,4.54503,53.64379,0.39758
1014,392664256,282.787919275,34.666648141,10.128,2.966873,1686.447621,0.01463,0.08909519619,14,1,2,11.465,,4775.0,,10.63706,0.1942
1022,137312958,282.807299884,33.0338356632,12.6146,0.411128,1684.025919,0.02243,0.08470881312,14,1,2,3.08691,,4888.0,,25.92378,0.14672
1026,122140949,282.752699365,32.7031833616,12.8266,13.90174,1691.243331,0.09869,0.410796417,14,1,2,0.85872,0.89,5212.0,4.51975,14.27617,0.13397
1030,137489113,282.79837263,32.0715577289,10.4341,0.456961,1683.807376,0.36114,0.11011389216999999,14,1,2,1.97339,1.975,8115.0,4.14321,39.27561,0.41139
1035,42321328,282.8190466,30.0737844066,12.2663,7.046792,1690.10246,0.49904,0.4080092568,14,1,2,35.3414,,3963.0,,15.29299,0.47093
1037,111214746,282.918698543,30.7583164335,12.6996,0.404878,1683.918851,0.06003,0.10300501198000002,14,1,2,1.49926,1.23,6287.0,4.17622,27.42272,0.33879
1045,72018755,282.876594022,34.2958959643,12.8235,8.829072,1687.757547,0.0059,0.14135344272,14,1,2,0.776657,0.86,5117.0,4.59211,9.26163,0.13127
1050,57604774,282.943018951,35.5473287173,11.981,7.601002,1687.726217,0.07651,0.15224807006,14,1,2,6.71124,,4863.0,,32.95206,0.47218
1057,392651108,282.964373181,34.9789014933,13.0267,1.542378,1684.657867,0.23827,0.19062249702,14,1,2,1.83959,1.0,5638.0,3.90863,149.60654,0.44008
1069,404355884,283.008694756,31.2179385578,12.003,2.347746,1684.171144,0.00069,0.09942704309999999,14,1,2,1.25298,1.216,6256.0,4.32711,9.24405,0.20384
1075,425520603,283.042717335,30.6474017985,12.8441,0.076405,1683.643551,0.00932,0.000809893,14,1,2,2.1168,1.4,6648.0,3.93284,12.23847,0.10159
1079,137892463,283.014761765,29.9001642263,11.7695,0.219461,1683.679758,0.00546,0.021487426509999998,14,1,2,1.30293,1.296,6424.61,4.32083,12.84772,0.46151
1085,403604176,283.166479175,31.9967741436,13.1978,0.111128,1683.617351,0.00737,0.00071455304,14,1,2,1.54624,1.26,6358.0,4.15988,12.57226,0.17302
1108,138040840,283.245309439,33.9477177991,11.6388,0.395155,1683.62851,0.02608,0.00686384235,14,1,2,32.9662,,4056.0,,16.81255,0.21202
1110,41208620,283.287550029,33.6789869211,12.9252,0.538905,1683.733672,0.00238,0.11173656269999999,14,1,2,1.26328,1.23,6283.0,4.32497,12.94876,0.38724
1123,358606148,283.336547151,31.678376143,12.6537,2.931956,1684.530478,0.006,0.14510250244,14,1,2,1.44392,1.35,6547.0,4.24932,49.18443,0.27361
1124,392580521,283.3310192,31.3077111092,13.2102,0.815294,1684.119704,0.00467,0.04484932294,14,1,2,10.685,,4782.0,,10.56146,0.23193
1145,40688983,283.44621493,34.8612828264,10.6108,13.911078,1691.208124,0.0635,0.30646104834,14,1,2,16.0844,,4528.0,,47.8635,0.14178
1157,41430582,283.559997746,34.0435412074,9.5646,0.934739,1684.071545,0.00748,0.06703013369,14,1,2,56.7632,,4014.0,,10.38139,0.20732
1166,24340229,283.594055679,32.1138381005,12.465,14.005602,1690.884234,0.00245,0.28389355254,14,1,2,2.06269,1.31,6447.0,3.92647,15.86581,0.22256
1172,137972114,283.563796519,30.6806556192,11.5867,11.862377,1693.897021,65.49253,0.51933486506,14,1,2,1.76528,1.239,6306.0,4.03751,76.85455,0.21085
1177,70479999,287.834462734,35.7046917501,12.8,13.825667,1691.105988,0.15105,0.1147530361,14,1,2,1.52901,1.38,6594.0,4.20913,20.70078,0.38219
1190,40294231,287.849692568,33.6562938166,12.6023,0.779878,1684.068488,0.01013,0.10994720043999999,14,1,2,9.33482,,4566.0,,22.66228,0.35734
1210,137143706,287.858460115,30.6774092804,12.2174,1.490989,1683.866406,3.27125,0.22807658732999997,14,1,2,32.0346,,4228.0,,46.91353,0.25666
1231,68625190,287.90591626,32.5535297642,13.3608,0.136822,1683.697652,0.00236,0.0263724405,14,1,2,4.39641,,4873.0,,17.48754,-0.08953
1232,42552839,287.992054188,32.6820632106,10.8713,0.273628,1683.878897,0.01021,0.04385983211999999,14,1,2,2.26794,1.24,6310.0,3.82023,14.01786,0.03855
1263,29533741,288.023393461,34.2434293407,13.151,3.290856,1686.219489,0.02744,0.059564493600000004,14,1,2,,,,,20.58153,0.23562
1264,40571126,288.128627428,33.9844282236,11.3077,13.920611,1691.238848,0.10036,0.42694513936999995,14,1,2,28.2585,,4671.0,,51.06116,0.41704
1265,121775763,288.010245258,33.904248015,11.8898,6.962838,1687.157443,0.0011,0.1340346315,14,1,2,9.57253,,4697.0,,9.47171,0.23738
1266,68627846,288.075034378,33.6870572453,11.4881,11.530108,1694.159035,0.01491,0.14089791976,14,1,2,1.06676,1.038,5787.0,4.39813,17.62424,0.17195
1275,42317725,288.094180774,32.6409902883,13.0045,8.544564,1685.585566,0.01159,0.11347180992,14,1,2,,,,,9.35083,0.18254
1299,122510596,288.274636035,30.7845213422,11.2397,11.456068,1694.25613,0.00319,0.08993013379999999,14,1,2,0.73077,0.878,5178.0,4.654,10.19556,0.2007
1302,394248380,288.209168296,31.2605528855,12.3247,0.320155,1683.889614,0.01082,0.0640566124,14,1,2,9.33529,,4760.0,,20.67875,-0.03704
1337,71660055,288.324400265,35.5496651003,11.5175,1.162517,1683.955318,0.02497,0.13894403184,14,1,2,25.8234,,4404.0,,40.05514,0.4417
1339,70727401,288.417270587,35.5081452649,8.6465,0.381267,1683.848349,0.02631,0.10652981247,14,1,2,39.7913,,4221.0,,32.87734,-0.45143
1340,392935424,288.31785761,35.5067181186,13.2195,0.64585,1683.863444,0.01295,0.0626151575,14,1,2,13.9323,,4593.0,,39.23393,0.21881
1343,70959919,288.407321737,34.7707696493,13.2643,13.930085,1691.060857,0.0076,0.20839407159999998,14,1,2,1.52946,1.21,6250.0,4.15178,13.24309,0.24831
1346,28632472,288.300258827,34.0070954708,13.0348,0.234739,1683.642569,0.00205,0.04761211137,14,1,2,3.00714,,5168.0,,9.58672,0.1419
1350,22261654,288.398898664,32.6914752706,10.6549,11.302977,1694.109711,0.06772,0.16038924363,14,1,2,11.5479,,4516.53,,18.52042,0.37481
1369,121998798,288.507752222,30.2028939297,10.7552,10.860088,1694.178319,0.00906,0.18255807927999998,14,1,2,4.47231,1.31,6452.0,3.25428,20.18228,0.19801
1383,115304971,288.534339995,31.460215813,13.4256,0.337517,1683.940579,0.00816,0.050023394570000004,14,1,2,11.2318,,4570.0,,21.93019,0.05899
1403,71653581,288.453238306,34.9647356396,13.2862,0.752794,1684.104928,0.0611,0.15219236298,14,1,2,0.70471,0.66683,3966.0,4.56606,39.65977,0.46338
1415,42624363,288.664040282,35.2372750099,11.4734,11.238385,1694.088019,0.03332,0.18116276619999996,14,1,2,1.01768,1.083,5934.0,4.45748,12.20664,0.1952
1427,237195671,288.579872945,33.8636781062,11.5965,1.238211,1684.509386,2.90127,0.013174565039999999,14,1,2,38.5616,,4058.0,,10.55365,0.2492
1441,20695825,288.693835933,30.1951155975,13.0953,0.397239,1683.880715,0.00206,0.15237293561999998,14,1,2,2.43405,1.15,6107.39,3.7261,20.78226,-0.64305
1443,394623400,288.883420734,35.9528286662,13.1518,0.379183,1683.91154,0.01115,0.05034033507999999,14,1,2,1.17365,1.21,6244.0,4.38177,17.49609,0.06887
1454,71425829,288.848248858,33.7690909143,10.9026,0.697239,1683.865291,0.00839,0.09299076543,14,1,2,2.03729,1.266,6363.0,3.92239,20.31215,0.35842
1485,122780474,289.134639161,34.2323048578,12.6008,13.610848,1691.268889,0.01254,0.14386666336,14,1,2,1.34158,1.28,6396.0,4.29004,10.53093,0.18946
1499,29013062,289.235476922,31.8640885592,11.6451,11.303209,1693.996237,0.01974,0.31072521541000003,14,1,2,2.7658,1.78,7639.0,3.80485,13.72174,-0.07837
1504,122372537,289.21441505,31.177478866,12.6907,11.854721,1693.936355,0.00704,0.39654041745,14,1,2,10.5979,,4777.0,,13.31688,0.10742
1525,302816757,289.329045394,31.1940303459,11.5017,0.972239,1683.997984,0.06349,0.13993435927,14,1,2,4.45399,1.53,6983.0,3.32526,15.2362,0.05003
1551,122605965,289.476914466,35.8479363115,12.81,13.835314,1691.249412,0.11069,0.5215913378,14,1,2,10.6107,,4790.0,,21.08388,0.24904
1556,1876941407,289.492575826,34.191927461,12.9597,0.453489,1684.076622,0.19103,0.22331612316,14,1,2,23.811,,4195.0,,54.0715,-1.50725
1576,394864216,289.475604383,30.8007408366,13.08,11.375541,1694.160008,0.04964,0.12376588608000001,14,1,2,7.16536,,4697.0,,22.54558,0.10197
1589,214234356,289.682058137,30.9310167727,8.8208,13.997097,1691.024645,0.02355,0.16194641229,14,1,2,4.39366,2.54,9927.0,3.55725,15.85974,0.21015
1599,121939109,289.628766675,32.9185111937,12.1272,13.911282,1691.303808,0.04625,0.49287672126000004,14,1,2,0.830085,0.822,4975.0,4.51469,13.6954,0.02788
1601,114942404,289.630750678,33.1640396368,12.7791,0.932655,1684.02402,0.03002,0.16417525965,14,1,2,1.58992,1.186,6190.0,4.1094,31.77932,0.41496
1605,30861389,289.542696328,34.1735947104,13.1092,0.34585,1683.681852,0.08546,0.0558859015,14,1,2,1.35579,1.35,6545.0,4.30401,21.3593,0.02596
1624,30526570,289.793390334,34.6051119022,11.2773,13.920732,1691.27044,0.06048,0.44671628988,14,1,2,6.52157,,4829.0,,39.57817,0.05158
1654,20610056,289.95015124,30.7540173308,13.1169,0.443767,1683.757647,0.00743,0.07437978687,14,1,2,1.15195,1.17,6153.79,4.38338,14.56841,0.30398
1656,70155452,289.924189907,31.1156935921,11.9061,0.375017,1683.830498,0.01104,0.04147313003,14,1,2,8.27349,,4456.0,,12.20218,0.18486
1666,113444936,289.937443653,31.9835495041,13.3105,3.797165,1685.225021,0.05064,0.20299644090000002,14,1,2,10.1043,,4999.0,,20.497,0.31881
1687,452054094,293.04910531,35.3777355265,13.0239,1.031961,1684.200663,0.32006,0.18510284456999998,14,1,2,10.8461,,4581.0,,655.9686,0.47882
1699,40288765,293.135942938,34.2060361877,12.0022,0.387517,1683.706585,0.00853,0.19247194356,14,1,2,20.0375,,4236.0,,45.7861,-1.79261
1701,407256820,293.055368466,33.9180563547,12.8425,7.441681,1686.815037,0.00508,0.07694698154,14,1,2,30.7423,,4003.0,,9.29475,0.19105
1728,350992235,293.149958335,32.0830283742,13.0861,13.797767,1691.396919,0.04094,0.49423601394,14,1,2,9.68842,,4790.0,,23.79009,0.13044
1730,70724617,293.107675043,32.0429925215,13.1339,0.429878,1683.914052,0.00106,0.06992825426,14,1,2,49.4696,,3686.0,,15.70362,0.05389
1735,28938386,293.128967816,31.3460650867,12.6531,0.181961,1683.641177,0.00051,0.20363983354,14,1,2,0.995818,0.97,5518.0,4.42848,39.77978,0.40284
1744,120967362,293.178545087,30.823957851,13.1544,11.709792,1694.088551,0.00374,0.22775545439999997,14,1,2,11.5309,,4767.0,,10.02749,0.23902
1747,137094408,293.179316703,30.5523394429,10.8033,2.849881,1685.508102,0.02382,0.034255569619999995,14,1,2,54.6001,,3749.0,,18.44621,0.18342
1748,72141467,293.085978116,30.4430858075,12.8531,1.563211,1684.578296,0.00216,0.13989175238999998,14,1,2,6.27533,,4821.0,,9.5004,0.17717
1757,393101757,293.123069038,29.9231883019,10.1837,0.488211,1683.766263,0.0016,0.05732573562,14,1,2,10.6042,,4766.0,,22.76103,0.42605
1767,30061793,293.250556366,30.3522064831,12.8416,1.193072,1684.626691,0.02039,0.13190604032,14,1,2,2.29758,0.95,5449.0,3.69325,26.70474,0.38519
