tic_id,disp_E,disp_N,disp_J,disp_S,disp_B,maxcount
230508555,0,0,10,0,0,10
104772787,0,0,10,0,0,10
378703177,0,0,0,0,10,10
1966275549,0,0,10,0,0,10
90118750,10,0,0,0,0,10
59037013,10,0,0,0,0,10
381116035,10,0,0,0,0,10
86840519,10,0,0,0,0,10
10758361,0,0,10,0,0,10
378903919,10,0,0,0,0,10
86309169,9,0,1,0,0,9
11710992,10,0,0,0,0,10
103356069,0,0,10,0,0,10
86191681,10,0,0,0,0,10
102157601,10,0,0,0,0,10
59035156,10,0,0,0,0,10
15779011,0,0,10,0,0,10
83990855,0,0,10,0,0,10
84486216,10,0,0,0,0,10
40371176,0,0,10,0,0,10
380895432,0,0,10,0,0,10
42365661,0,0,10,0,0,10
378819988,0,0,0,0,10,10
172562975,0,0,10,0,0,10
202623681,0,0,10,0,0,10
103358317,10,0,0,0,0,10
63549502,0,0,0,0,10,10
85815050,10,0,0,0,0,10
185604181,10,0,0,0,0,10
273758324,0,0,10,0,0,10
91224338,0,0,10,0,0,10
406137537,0,0,0,0,10,10
312373061,0,0,10,0,0,10
274765573,0,0,10,0,0,10
59256433,0,0,10,0,0,10
102234216,10,0,0,0,0,10
170559046,0,0,0,0,10,10
99596169,0,0,10,0,0,10
58454500,10,0,0,0,0,10
40477199,0,0,7,0,3,7
11695002,0,0,10,0,0,10
355910918,0,0,10,0,0,10
184521446,0,0,0,0,10,10
188051220,0,0,0,0,10,10
99601185,10,0,0,0,0,10
356164483,10,0,0,0,0,10
185294500,1,0,9,0,0,9
40737115,0,0,10,0,0,10
276168616,0,0,10,0,0,10
313015370,10,0,0,0,0,10
41075427,0,0,10,0,0,10
11478286,0,0,0,0,10,10
172432087,0,0,10,0,0,10
39955737,1,0,8,0,1,8
169942269,10,0,0,0,0,10
59149110,10,0,0,0,0,10
311957441,0,0,10,0,0,10
85939937,0,0,0,0,10,10
83651549,10,0,0,0,0,10
100234474,10,0,0,0,0,10
184244699,0,0,10,0,0,10
138635169,1,0,0,9,0,9
12503060,0,0,0,0,10,10
276332278,10,0,0,0,0,10
42481662,0,0,10,0,0,10
41186842,0,0,10,0,0,10
41195917,0,0,10,0,0,10
91341781,10,0,0,0,0,10
42241672,0,0,10,0,0,10
83293424,9,0,1,0,0,9
185454409,0,0,10,0,0,10
90349417,10,0,0,0,0,10
273757483,0,0,10,0,0,10
184165058,0,0,10,0,0,10
171597547,0,0,9,0,1,9
168906839,0,0,10,0,0,10
136045721,0,0,10,0,0,10
230508060,0,0,1,0,9,9
139100523,0,0,10,0,0,10
43413412,0,0,6,0,4,6
91112748,0,0,10,0,0,10
64703996,10,0,0,0,0,10
13424894,0,0,10,0,0,10
378828777,9,0,1,0,0,9
99604748,0,0,10,0,0,10
11586710,0,0,0,0,10,10
92202489,10,0,0,0,0,10
274768764,0,0,8,2,0,8
83411249,10,0,0,0,0,10
1968895294,0,0,8,0,2,8
185297911,0,0,10,0,0,10
273893775,10,0,0,0,0,10
171186809,10,0,0,0,0,10
15124942,0,0,10,0,0,10
169822990,0,0,10,0,0,10
171183500,0,0,1,0,9,9
426590661,10,0,0,0,0,10
40217749,0,0,10,0,0,10
312373887,9,0,0,0,1,9
381020521,0,0,10,0,0,10
230601545,10,0,0,0,0,10
58453218,0,0,10,0,0,10
136126061,10,0,0,0,0,10
172377280,10,0,0,0,0,10
87819906,0,0,10,0,0,10
161619000,0,0,0,0,10,10
171879545,10,0,0,0,0,10
84614712,10,0,0,0,0,10
102016144,0,0,10,0,0,10
170072788,0,0,10,0,0,10
86824679,10,0,0,0,0,10
161088256,9,0,0,0,1,9
105746531,0,0,10,0,0,10
172694951,10,0,0,0,0,10
42725726,0,0,0,0,10,10
90978622,10,0,0,0,0,10
86820912,0,0,0,0,10,10
230486573,10,0,0,0,0,10
1864071883,10,0,0,0,0,10
15778556,8,0,0,2,0,8
89886818,10,0,0,0,0,10
42944817,10,0,0,0,0,10
1966237217,0,0,10,0,0,10
43195738,0,0,10,0,0,10
172980991,4,0,4,0,2,4
171192239,0,0,0,0,10,10
170560688,0,0,0,0,10,10
171585001,0,0,0,0,10,10
41072332,0,0,10,0,0,10
16312084,0,0,10,0,0,10
42372280,1,0,0,0,9,9
172431781,0,0,10,0,0,10
273634765,4,0,2,4,0,4
139108472,10,0,0,0,0,10
102227543,10,0,0,0,0,10
42257140,0,0,0,0,10,10
199371086,0,0,0,0,10,10
15887375,0,0,10,0,0,10
1879712250,0,0,0,0,10,10
427049976,0,0,10,0,0,10
172677384,10,0,0,0,0,10
172438488,0,0,10,0,0,10
41539617,1,0,8,1,0,8
12676794,0,0,10,0,0,10
328363306,10,0,0,0,0,10
12364821,0,0,10,0,0,10
427520330,10,0,0,0,0,10
102989709,10,0,0,0,0,10
11702843,0,0,0,0,10,10
193397288,10,0,0,0,0,10
170255197,0,0,10,0,0,10
203142751,0,0,10,0,0,10
43424363,0,0,1,0,9,9
138433676,0,0,10,0,0,10
87081951,10,0,0,0,0,10
59024901,0,0,10,0,0,10
89640799,10,0,0,0,0,10
92424168,3,0,0,0,7,7
171505050,0,0,0,0,10,10
12576369,0,0,10,0,0,10
39887690,0,0,10,0,0,10
14617089,10,0,0,0,0,10
15067235,0,0,0,0,10,10
83990859,0,0,10,0,0,10
82833542,0,0,10,0,0,10
172259221,0,0,0,0,10,10
171500154,0,0,10,0,0,10
378275445,10,0,0,0,0,10
170439772,10,0,0,0,0,10
84381594,0,0,10,0,0,10
41542625,10,0,0,0,0,10
42946623,0,0,10,0,0,10
82832561,0,0,10,0,0,10
105522716,0,0,10,0,0,10
83410611,10,0,0,0,0,10
99317699,0,0,10,0,0,10
92770421,3,0,7,0,0,7
40727756,0,0,0,10,0,10
184560042,0,0,10,0,0,10
312900080,0,0,0,0,10,10
273749296,10,0,0,0,0,10
16611385,10,0,0,0,0,10
12994990,0,0,10,0,0,10
381114219,0,0,10,0,0,10
274069891,10,0,0,0,0,10
171884685,10,0,0,0,0,10
184300748,0,0,10,0,0,10
103879765,0,0,10,0,0,10
86451599,0,0,0,0,10,10
202809175,0,0,2,0,8,8
103504506,10,0,0,0,0,10
12576138,10,0,0,0,0,10
274496194,0,0,10,0,0,10
230531058,10,0,0,0,0,10
275816763,10,0,0,0,0,10
84742003,0,0,10,0,0,10
378276704,0,0,10,0,0,10
427050421,0,0,10,0,0,10
171013824,10,0,0,0,0,10
427741810,0,0,10,0,0,10
172768286,10,0,0,0,0,10
1969271057,0,0,10,0,0,10
136773200,0,0,10,0,0,10
104343068,0,0,0,0,10,10
426342409,0,0,10,0,0,10
169178662,0,0,9,1,0,9
59031362,0,0,10,0,0,10
42246371,10,0,0,0,0,10
312244126,0,0,10,0,0,10
328682325,0,0,10,0,0,10
171673348,10,0,0,0,0,10
15784130,0,0,10,0,0,10
105896252,0,0,0,0,10,10
40479918,0,0,0,0,10,10
92210989,9,0,1,0,0,9
355753546,0,0,10,0,0,10
42361290,10,0,0,0,0,10
312898249,10,0,0,0,0,10
105740272,0,0,10,0,0,10
13877064,0,0,10,0,0,10
199114153,0,0,8,0,2,8
13430051,4,0,6,0,0,6
172566632,10,0,0,0,0,10
106128475,10,0,0,0,0,10
138887802,0,0,8,0,2,8
102230800,0,0,0,0,10,10
84619702,0,0,10,0,0,10
171511254,4,0,6,0,0,6
273635689,3,0,6,1,0,6
41194788,3,0,0,7,0,7
42372166,0,0,0,0,10,10
87456183,0,0,0,0,10,10
63656376,10,0,0,0,0,10
356164495,10,0,0,0,0,10
59634860,0,0,10,0,0,10
12502880,10,0,0,0,0,10
39970436,0,0,10,0,0,10
40369886,0,0,10,0,0,10
40245833,4,0,6,0,0,6
17244685,0,0,10,0,0,10
102729571,10,0,0,0,0,10
84489983,0,0,8,0,2,8
202559014,10,0,0,0,0,10
92201205,0,0,10,0,0,10
12927700,0,0,10,0,0,10
87926550,10,0,0,0,0,10
15126315,0,0,10,0,0,10
102736441,10,0,0,0,0,10
12365708,10,0,0,0,0,10
102611605,0,0,10,0,0,10
11696250,0,0,10,0,0,10
42732813,0,0,10,0,0,10
172760976,5,0,0,0,5,5
43663386,10,0,0,0,0,10
172977692,10,0,0,0,0,10
91950423,10,0,0,0,0,10
13559401,0,0,0,0,10,10
171186011,0,0,10,0,0,10
356045590,10,0,0,0,0,10
43414940,0,0,10,0,0,10
11918748,0,0,10,0,0,10
355752045,10,0,0,0,0,10
41443132,0,0,10,0,0,10
40223611,0,0,10,0,0,10
85719907,0,0,10,0,0,10
170935872,0,0,10,0,0,10
39967006,10,0,0,0,0,10
312248407,0,0,10,0,0,10
1863971339,10,0,0,0,0,10
168991939,0,0,0,0,10,10
381017530,10,0,0,0,0,10
355903980,0,0,0,0,10,10
43583255,3,0,0,0,7,7
41696222,0,0,10,0,0,10
11694953,0,0,10,0,0,10
83295481,0,0,0,0,10,10
43664763,10,0,0,0,0,10
1966128294,0,0,6,0,4,6
13547815,10,0,0,0,0,10
102495069,0,0,10,0,0,10
355910825,0,0,0,0,10,10
161456456,0,0,10,0,0,10
14624700,3,0,7,0,0,7
427050392,0,0,0,0,10,10
41453693,0,0,6,4,0,6
104350225,0,0,0,0,10,10
39887655,0,0,10,0,0,10
169179309,0,0,10,0,0,10
198999078,0,0,10,0,0,10
184526058,0,0,0,0,10,10
14317366,0,0,10,0,0,10
86944347,0,0,10,0,0,10
14527815,0,0,10,0,0,10
184091842,0,0,0,0,10,10
82720969,0,0,10,0,0,10
40354872,0,0,0,0,10,10
172564823,1,0,0,0,9,9
105531389,0,0,10,0,0,10
1879533917,0,0,10,0,0,10
58547549,1,0,7,0,2,7
378275870,10,0,0,0,0,10
417051592,0,0,10,0,0,10
184305578,0,0,0,0,10,10
85813852,0,0,0,0,10,10
1868898081,10,0,0,0,0,10
170448929,0,0,10,0,0,10
169180542,0,0,0,0,10,10
43662907,0,0,10,0,0,10
184166596,10,0,0,0,0,10
43439068,0,0,10,0,0,10
380411141,0,0,10,0,0,10
42736184,0,0,10,0,0,10
87465067,0,0,0,0,10,10
170557582,0,0,10,0,0,10
378904507,10,0,0,0,0,10
274632720,10,0,0,0,0,10
83879743,0,0,0,0,10,10
138804005,0,0,9,0,1,9
136451894,10,0,0,0,0,10
105177880,0,0,10,0,0,10
90123552,0,0,0,0,10,10
43414847,0,0,0,0,10,10
105517966,0,0,10,0,0,10
193865652,10,0,0,0,0,10
40480313,10,0,0,0,0,10
40836733,0,0,10,0,0,10
202755633,0,0,0,0,10,10
106128484,10,0,0,0,0,10
188518041,0,0,10,0,0,10
85935560,0,0,10,0,0,10
16842693,10,0,0,0,0,10
40842158,0,0,10,0,0,10
230638305,0,0,10,0,0,10
89878899,0,0,10,0,0,10
17446266,10,0,0,0,0,10
43203917,10,0,0,0,0,10
43197921,0,0,10,0,0,10
172759910,0,0,10,0,0,10
59035252,10,0,0,0,0,10
91704453,0,0,10,0,0,10
42834545,0,0,10,0,0,10
15470799,10,0,0,0,0,10
102858213,0,0,0,0,10,10
40476945,0,0,10,0,0,10
103358374,10,0,0,0,0,10
86942024,0,0,6,4,0,6
276332519,10,0,0,0,0,10
103986016,0,0,10,0,0,10
186225647,0,0,10,0,0,10
103874513,0,0,10,0,0,10
11119728,10,0,0,0,0,10
230410344,0,0,10,0,0,10
99400091,10,0,0,0,0,10
90581404,10,0,0,0,0,10
104508109,0,0,0,0,10,10
171412393,10,0,0,0,0,10
185177507,3,0,4,3,0,4
274627755,10,0,0,0,0,10
102233623,10,0,0,0,0,10
138641486,0,0,9,1,0,9
41996324,0,0,10,0,0,10
426803689,9,0,1,0,0,9
99606468,10,0,0,0,0,10
1967692477,0,0,10,0,0,10
172984130,10,0,0,0,0,10
40469094,0,0,10,0,0,10
64152299,2,0,8,0,0,8
42111064,8,0,0,0,2,8
169646834,10,0,0,0,0,10
274914164,2,0,7,1,0,7
230629139,0,0,10,0,0,10
184555178,0,0,0,0,10,10
72391957,0,0,10,0,0,10
378477069,0,0,10,0,0,10
516455963,10,0,0,0,0,10
41076798,3,0,6,1,0,6
102728023,10,0,0,0,0,10
312887031,0,0,10,0,0,10
193802103,0,0,10,0,0,10
103365978,0,0,0,0,10,10
41770470,0,0,10,0,0,10
42734809,0,0,10,0,0,10
172276855,5,0,0,0,5,5
86095223,0,0,10,0,0,10
1864341696,0,0,0,0,10,10
42110234,10,0,0,0,0,10
12999185,0,0,10,0,0,10
11106676,10,0,0,0,0,10
274184299,0,0,10,0,0,10
64215588,0,0,10,0,0,10
87674905,0,0,0,0,10,10
184526266,0,0,0,0,10,10
40625402,0,0,10,0,0,10
1965501769,10,0,0,0,0,10
171871940,0,0,10,0,0,10
91940259,10,0,0,0,0,10
89273232,10,0,0,0,0,10
328520504,10,0,0,0,0,10
273622098,2,0,7,0,1,7
169818278,2,0,8,0,0,8
10978039,10,0,0,0,0,10
378911783,0,0,3,0,7,7
239228581,0,0,10,0,0,10
136040562,10,0,0,0,0,10
312637855,0,0,10,0,0,10
41902425,0,0,0,0,10,10
172370548,0,0,10,0,0,10
239212837,0,0,0,0,10,10
59643831,0,0,10,0,0,10
84837820,10,0,0,0,0,10
13420495,0,0,10,0,0,10
139102277,10,0,0,0,0,10
42845452,0,0,0,0,10,10
41916771,0,0,7,0,3,7
313408643,10,0,0,0,0,10
11480510,10,0,0,0,0,10
416709532,0,0,0,0,10,10
105897508,10,0,0,0,0,10
500336926,0,0,0,0,10,10
103239365,10,0,0,0,0,10
169179003,0,0,9,1,0,9
43570108,0,0,0,0,10,10
42362686,0,0,10,0,0,10
13968923,10,0,0,0,0,10
1965499334,10,0,0,0,0,10
102618498,0,0,0,0,10,10
12151873,0,0,10,0,0,10
40214979,10,0,0,0,0,10
103615339,10,0,0,0,0,10
193279728,0,0,10,0,0,10
58555130,10,0,0,0,0,10
15247210,10,0,0,0,0,10
199227429,10,0,0,0,0,10
104462486,10,0,0,0,0,10
360144765,0,0,0,0,10,10
39969279,0,0,10,0,0,10
13878952,10,0,0,0,0,10
13880653,10,0,0,0,0,10
239223957,10,0,0,0,0,10
273755230,0,0,10,0,0,10
99602714,10,0,0,0,0,10
171190011,0,0,10,0,0,10
171186827,10,0,0,0,0,10
172430427,0,0,0,0,10,10
12261785,0,0,10,0,0,10
104445126,1,0,0,0,9,9
170560012,10,0,0,0,0,10
43769066,2,0,8,0,0,8
104190581,0,0,10,0,0,10
104906695,0,0,7,0,3,7
41541805,0,0,10,0,0,10
103006376,10,0,0,0,0,10
274495195,10,0,0,0,0,10
161566733,0,0,10,0,0,10
85825107,0,0,0,0,10,10
90348402,10,0,0,0,0,10
104782012,10,0,0,0,0,10
86086223,2,0,8,0,0,8
102738126,10,0,0,0,0,10
12365803,0,0,10,0,0,10
199115075,0,0,10,0,0,10
84244136,0,0,10,0,0,10
43065378,0,0,0,0,10,10
104212499,3,0,4,0,3,4
86819009,0,0,10,0,0,10
161287878,0,0,0,0,10,10
106227879,0,0,10,0,0,10
199114138,0,0,7,0,3,7
275955501,0,0,10,0,0,10
105524496,9,0,1,0,0,9
1872041639,10,0,0,0,0,10
274636427,0,0,0,0,10,10
86190431,10,0,0,0,0,10
91705127,10,0,0,0,0,10
