tic_id,disp_E,disp_N,disp_J,disp_S,disp_B,maxcount
138485501,0,0,10,0,0,10
115236336,0,0,0,0,10,10
122303308,0,0,10,0,0,10
70000865,0,0,0,0,10,10
21847629,0,0,8,0,2,8
350993388,0,0,10,0,0,10
69799376,10,0,0,0,0,10
1876728451,0,0,5,0,5,5
68623836,0,0,10,0,0,10
71779628,0,0,10,0,0,10
40867868,0,0,10,0,0,10
138164143,0,0,10,0,0,10
394253716,0,0,10,0,0,10
72022816,0,0,10,0,0,10
22167452,10,0,0,0,0,10
137975961,10,0,0,0,0,10
137150770,0,0,10,0,0,10
122371849,0,0,10,0,0,10
404356333,8,0,2,0,0,8
1861047664,10,0,0,0,0,10
336410345,0,0,10,0,0,10
137338240,0,0,10,0,0,10
1868535264,0,0,0,0,10,10
112281234,0,0,10,0,0,10
72026376,10,0,0,0,0,10
426121654,0,0,0,0,10,10
137551606,0,0,10,0,0,10
198729091,0,0,10,0,0,10
29618524,0,0,10,0,0,10
20350192,10,0,0,0,0,10
214348557,10,0,0,0,0,10
28937316,10,0,0,0,0,10
111218528,0,0,10,0,0,10
42547019,0,0,8,0,2,8
42712779,0,0,0,0,10,10
40689874,0,0,10,0,0,10
394781778,0,0,10,0,0,10
112362915,10,0,0,0,0,10
20535364,10,0,0,0,0,10
20695845,0,0,10,0,0,10
121456892,0,0,10,0,0,10
22467399,0,0,10,0,0,10
122214619,10,0,0,0,0,10
394857965,0,0,0,0,10,10
302813305,10,0,0,0,0,10
71279744,0,0,10,0,0,10
21380778,10,0,0,0,0,10
121394692,0,0,10,0,0,10
68938047,0,0,10,0,0,10
121653627,0,0,10,0,0,10
58220992,0,0,10,0,0,10
378019838,0,0,10,0,0,10
407679545,10,0,0,0,0,10
90394874,0,0,10,0,0,10
40682934,0,0,10,0,0,10
20351551,0,0,0,0,10,10
21764679,0,0,10,0,0,10
138212643,0,0,10,0,0,10
122449609,0,0,10,0,0,10
69353476,0,0,10,0,0,10
21965243,0,0,10,0,0,10
68484528,1,0,7,2,0,7
137688626,0,0,10,0,0,10
112972518,0,0,9,0,1,9
70156302,9,0,1,0,0,9
30250984,0,0,0,0,10,10
110314259,0,0,10,0,0,10
29062674,0,0,10,0,0,10
69785554,0,0,0,0,10,10
121546388,0,0,10,0,0,10
68391676,0,0,10,0,0,10
138491412,0,0,0,0,10,10
392728401,0,0,10,0,0,10
30627014,10,0,0,0,0,10
28570546,0,0,0,0,10,10
394615365,10,0,0,0,0,10
394696191,0,0,10,0,0,10
138105965,0,0,10,0,0,10
69901558,10,0,0,0,0,10
42705263,10,0,0,0,0,10
30423030,0,0,10,0,0,10
137895911,0,0,10,0,0,10
29528120,0,0,10,0,0,10
198728670,0,0,10,0,0,10
403240607,0,0,10,0,0,10
71421395,0,0,10,0,0,10
112286991,10,0,0,0,0,10
394471139,0,0,10,0,0,10
121782787,0,0,10,0,0,10
216236533,10,0,0,0,0,10
89369308,0,0,0,0,10,10
29962319,0,0,10,0,0,10
70477997,8,0,0,0,2,8
138106391,10,0,0,0,0,10
404199598,10,0,0,0,0,10
137338460,0,0,10,0,0,10
29441081,0,0,10,0,0,10
358976672,0,0,0,0,10,10
71183985,10,0,0,0,0,10
239471868,0,0,10,0,0,10
394789053,10,0,0,0,0,10
122607978,0,0,10,0,0,10
42313976,0,0,10,0,0,10
198876167,0,0,0,0,10,10
41969399,0,0,10,0,0,10
70014945,0,0,10,0,0,10
70609812,10,0,0,0,0,10
120501962,0,0,10,0,0,10
395025012,0,0,10,0,0,10
213680096,0,0,10,0,0,10
395100722,10,0,0,0,0,10
110743706,0,0,10,0,0,10
20606288,0,0,10,0,0,10
110300814,0,0,10,0,0,10
403936175,0,0,10,0,0,10
22072207,0,0,10,0,0,10
21152427,0,0,10,0,0,10
137554200,0,0,10,0,0,10
137763146,0,0,4,6,0,6
120362128,10,0,0,0,0,10
22459474,10,0,0,0,0,10
72015574,0,0,10,0,0,10
198882815,0,0,2,0,8,8
29537674,0,0,10,0,0,10
214916778,10,0,0,0,0,10
41837905,0,0,10,0,0,10
90063614,10,0,0,0,0,10
395022879,0,0,10,0,0,10
214334652,10,0,0,0,0,10
90386588,0,0,10,0,0,10
21073553,0,0,10,0,0,10
121870090,0,0,10,0,0,10
393038958,0,0,0,0,10,10
121325084,0,0,10,0,0,10
137686265,0,0,10,0,0,10
30858225,0,0,10,0,0,10
69245397,0,0,10,0,0,10
216986367,6,0,4,0,0,6
403539119,0,0,0,0,10,10
1712850808,0,0,10,0,0,10
71522287,0,0,10,0,0,10
137350583,0,0,10,0,0,10
138485240,0,0,10,0,0,10
121129218,0,0,10,0,0,10
426121246,0,0,10,0,0,10
394869209,10,0,0,0,0,10
28679560,0,0,10,0,0,10
198883113,0,0,0,0,10,10
137973822,0,0,10,0,0,10
30792866,10,0,0,0,0,10
40868517,0,0,10,0,0,10
70482742,0,0,10,0,0,10
395020710,0,0,0,0,10,10
68835522,0,0,10,0,0,10
392664917,10,0,0,0,0,10
138163737,0,0,10,0,0,10
22068539,0,0,10,0,0,10
90387308,10,0,0,0,0,10
213363019,0,0,10,0,0,10
122607618,0,0,10,0,0,10
120259578,0,0,10,0,0,10
89367823,10,0,0,0,0,10
69259792,10,0,0,0,0,10
30925505,10,0,0,0,0,10
121875837,0,0,10,0,0,10
138721419,0,0,0,0,10,10
122518071,0,0,10,0,0,10
435495788,10,0,0,0,0,10
20917666,10,0,0,0,0,10
68672914,0,0,10,0,0,10
435347347,0,0,0,0,10,10
71421600,0,0,10,0,0,10
122672903,0,0,10,0,0,10
21592987,1,0,0,0,9,9
90386501,0,0,9,0,1,9
42440959,0,0,0,0,10,10
42707922,1,0,8,1,0,8
394259907,10,0,0,0,0,10
120175105,0,0,10,0,0,10
394869014,0,0,10,0,0,10
358404033,9,0,1,0,0,9
122606444,10,0,0,0,0,10
392868492,10,0,0,0,0,10
21594449,0,0,10,0,0,10
403980425,0,0,10,0,0,10
394861581,0,0,10,0,0,10
40380809,0,0,10,0,0,10
21384627,0,0,10,0,0,10
21382933,0,0,10,0,0,10
112290020,0,0,10,0,0,10
70728521,0,0,0,0,10,10
30526272,0,0,10,0,0,10
137894932,0,0,10,0,0,10
89671764,0,0,10,0,0,10
71770507,0,0,10,0,0,10
40051902,0,0,10,0,0,10
69357435,0,0,10,0,0,10
121276891,0,0,10,0,0,10
426114921,10,0,0,0,0,10
40570097,0,0,10,0,0,10
451812492,0,0,10,0,0,10
395101225,0,0,10,0,0,10
121467887,0,0,10,0,0,10
109764026,0,0,10,0,0,10
40174235,10,0,0,0,0,10
215494556,0,0,10,0,0,10
70007206,0,0,0,0,10,10
24338703,10,0,0,0,0,10
21978198,0,0,10,0,0,10
393111126,0,1,9,0,0,9
403300929,0,0,10,0,0,10
302936841,1,0,9,0,0,9
137347718,10,0,0,0,0,10
237181733,0,0,10,0,0,10
58324563,0,0,0,0,10,10
71529260,9,0,1,0,0,9
115067094,8,0,2,0,0,8
71773430,0,0,10,0,0,10
30514589,0,0,10,0,0,10
392937415,0,0,10,0,0,10
42098767,10,0,0,0,0,10
30338428,0,0,0,0,10,10
1874174171,0,0,10,0,0,10
69791062,4,0,0,0,6,6
383831955,0,0,10,0,0,10
1867005104,0,0,0,0,10,10
451806559,0,0,10,0,0,10
121404054,0,0,10,0,0,10
122509373,0,0,10,0,0,10
40283777,0,0,0,0,10,10
137753938,0,0,10,0,0,10
58207094,0,0,10,0,0,10
122062791,0,0,10,0,0,10
30865167,10,0,0,0,0,10
198727128,5,0,3,2,0,5
137346870,0,0,3,0,7,7
198781039,10,0,0,0,0,10
69032969,10,0,0,0,0,10
21495934,10,0,0,0,0,10
42710662,0,0,10,0,0,10
403361101,0,0,1,0,9,9
112363337,0,0,10,0,0,10
137686048,1,0,9,0,0,9
404355637,0,0,10,0,0,10
137485489,0,0,10,0,0,10
137153806,0,0,10,0,0,10
138561192,0,0,0,0,10,10
41876847,0,0,10,0,0,10
377866451,10,0,0,0,0,10
115402865,0,0,0,0,10,10
1715512550,2,0,8,0,0,8
70145183,10,0,0,0,0,10
69461182,0,0,0,0,10,10
69998371,0,0,10,0,0,10
1711655853,0,0,10,0,0,10
137316458,0,0,10,0,0,10
68392517,0,0,10,0,0,10
390136078,0,0,10,0,0,10
42810356,10,0,0,0,0,10
21856275,0,0,0,0,10,10
452303828,10,0,0,0,0,10
21753483,0,0,10,0,0,10
41496630,0,0,0,0,10,10
69364572,0,0,10,0,0,10
110220643,0,0,10,0,0,10
395106125,0,0,0,0,10,10
137318199,0,0,10,0,0,10
392866118,0,0,10,0,0,10
138212191,0,0,10,0,0,10
110686539,0,0,9,1,0,9
69678364,0,0,10,0,0,10
122376247,0,0,10,0,0,10
137630362,0,0,10,0,0,10
40362359,10,0,0,0,0,10
71071851,1,0,9,0,0,9
122375606,0,0,10,0,0,10
213173309,0,0,10,0,0,10
90398404,0,0,10,0,0,10
115406453,0,0,10,0,0,10
40679213,0,0,10,0,0,10
110739486,0,0,10,0,0,10
121325818,0,0,10,0,0,10
399790514,0,0,10,0,0,10
72017194,10,0,0,0,0,10
122685029,0,0,10,0,0,10
70831475,0,0,10,0,0,10
42630071,0,0,10,0,0,10
284691117,0,0,10,0,0,10
120824841,0,0,10,0,0,10
425711329,0,0,10,0,0,10
122677675,8,0,2,0,0,8
70729266,0,0,10,0,0,10
70960048,0,0,10,0,0,10
20524710,10,0,0,0,0,10
285284284,5,0,0,0,5,5
20814804,0,0,0,0,10,10
89952156,0,0,0,0,10,10
72264677,0,0,10,0,0,10
379936967,0,0,10,0,0,10
214916127,10,0,0,0,0,10
29899025,10,0,0,0,0,10
115061592,10,0,0,0,0,10
137551461,10,0,0,0,0,10
1712979133,0,0,10,0,0,10
70618983,0,0,10,0,0,10
420185110,0,0,10,0,0,10
112366882,0,0,10,0,0,10
358802823,10,0,0,0,0,10
112976584,7,0,0,0,3,7
71652098,0,0,10,0,0,10
90390352,0,0,10,0,0,10
435345527,0,0,10,0,0,10
69455009,0,0,0,0,10,10
72265633,10,0,0,0,0,10
407249269,10,0,0,0,0,10
336323494,0,0,10,0,0,10
237181447,0,0,10,0,0,10
122062417,0,0,10,0,0,10
121214078,0,0,10,0,0,10
30858626,0,0,10,0,0,10
138039926,0,0,10,0,0,10
120966455,0,0,1,0,9,9
394323725,10,0,0,0,0,10
69552882,0,0,10,0,0,10
215586299,0,0,10,0,0,10
394859655,0,0,0,0,10,10
407250657,0,0,0,0,10,10
70609821,10,0,0,0,0,10
281774333,0,0,0,0,10,10
395106132,0,0,10,0,0,10
69782996,0,0,10,0,0,10
214924094,10,0,0,0,0,10
1868012794,10,0,0,0,0,10
29817056,0,0,10,0,0,10
138152546,0,0,10,0,0,10
70606822,0,0,10,0,0,10
407670792,10,0,0,0,0,10
21596784,0,0,10,0,0,10
72130483,0,0,8,0,2,8
57505761,0,0,10,0,0,10
110862207,0,0,10,0,0,10
21380400,0,0,0,0,10,10
214338571,0,0,10,0,0,10
393113399,0,0,0,0,10,10
392663359,10,0,0,0,0,10
137815679,0,0,10,0,0,10
42807247,0,0,10,0,0,10
284683085,0,0,0,0,10,10
138162246,10,0,0,0,0,10
30262164,0,0,0,0,10,10
216362518,10,0,0,0,0,10
392863142,0,0,10,0,0,10
404356323,10,0,0,0,0,10
69802219,10,0,0,0,0,10
40463606,0,0,10,0,0,10
394320515,10,0,0,0,0,10
69351330,0,0,10,0,0,10
22068566,0,0,10,0,0,10
394475504,0,0,10,0,0,10
394862596,10,0,0,0,0,10
69997672,7,0,3,0,0,7
213172785,0,0,10,0,0,10
122375899,0,0,10,0,0,10
40368554,0,0,10,0,0,10
30338930,10,0,0,0,0,10
137629260,0,0,10,0,0,10
42104538,0,0,0,0,10,10
71425687,10,0,0,0,0,10
70014951,0,0,10,0,0,10
394251100,0,0,0,0,10,10
393104718,0,0,10,0,0,10
40293221,0,0,10,0,0,10
137640720,0,0,0,0,10,10
138304600,0,0,10,0,0,10
21211749,10,0,0,0,0,10
351063982,0,0,10,0,0,10
30260926,0,0,0,0,10,10
394785338,0,0,10,0,0,10
404203802,10,0,0,0,0,10
69896333,0,0,10,0,0,10
41425948,0,0,10,0,0,10
71667461,0,0,10,0,0,10
20605765,0,0,10,0,0,10
112365330,0,0,0,0,10,10
213363148,0,0,10,0,0,10
198682449,0,0,10,0,0,10
157950922,0,0,10,0,0,10
21753805,0,0,0,0,10,10
70612346,0,0,10,0,0,10
69352478,0,0,0,0,10,10
70364040,10,0,0,0,0,10
120176405,0,0,10,0,0,10
157950731,0,0,10,0,0,10
416361325,9,0,1,0,0,9
70618980,0,0,10,0,0,10
21698441,0,0,10,0,0,10
451807771,10,0,0,0,0,10
21485668,0,0,10,0,0,10
351052638,0,0,10,0,0,10
30330292,0,0,10,0,0,10
407320969,0,0,10,0,0,10
336410188,0,0,10,0,0,10
403055602,10,0,0,0,0,10
213683475,10,0,0,0,0,10
109851914,0,0,10,0,0,10
214239008,0,0,10,0,0,10
68390740,0,0,0,0,10,10
214239386,0,0,5,0,5,5
41433464,0,0,10,0,0,10
120180762,0,0,10,0,0,10
121083760,0,0,0,0,10,10
403982655,10,0,0,0,0,10
30869272,0,0,10,0,0,10
58207467,0,0,10,0,0,10
114783141,10,0,0,0,0,10
70958908,3,0,7,0,0,7
213683439,10,0,0,0,0,10
28685789,0,0,0,0,10,10
21682501,10,0,0,0,0,10
109438404,0,0,0,0,10,10
393112481,0,0,0,0,10,10
137827328,0,0,10,0,0,10
69810746,7,0,0,3,0,7
90492940,0,0,7,0,3,7
70140149,0,0,10,0,0,10
122061599,0,0,10,0,0,10
137819327,10,0,0,0,0,10
57747145,0,0,10,0,0,10
137216891,0,0,10,0,0,10
358603265,10,0,0,0,0,10
120891206,0,0,5,0,5,5
426122107,0,0,10,0,0,10
41429269,0,0,10,0,0,10
213175100,0,0,10,0,0,10
302814612,10,0,0,0,0,10
121468051,0,0,10,0,0,10
138310097,0,0,10,0,0,10
20528617,0,0,10,0,0,10
392664906,10,0,0,0,0,10
138490717,10,0,0,0,0,10
239476999,10,0,0,0,0,10
30790738,0,0,10,0,0,10
451813114,0,0,10,0,0,10
28939184,10,0,0,0,0,10
451748731,0,0,10,0,0,10
137149320,0,0,10,0,0,10
